# temperature	SE	SE+SE
0.000000E+00	2.268828E-07	1.498866E-04
2.000000E+00	2.820304E-07	1.498590E-04
4.000000E+00	3.504571E-07	1.498248E-04
6.000000E+00	4.355105E-07	1.497822E-04
8.000000E+00	5.414674E-07	1.497293E-04
1.000000E+01	6.738169E-07	1.496631E-04
1.200000E+01	8.396321E-07	1.495802E-04
1.400000E+01	1.048055E-06	1.494760E-04
1.600000E+01	1.310929E-06	1.493445E-04
1.800000E+01	1.643614E-06	1.491782E-04
2.000000E+01	2.066035E-06	1.489670E-04
2.200000E+01	2.604015E-06	1.486980E-04
2.400000E+01	3.290940E-06	1.483545E-04
2.600000E+01	4.169829E-06	1.479151E-04
2.800000E+01	5.295841E-06	1.473521E-04
3.000000E+01	6.739234E-06	1.466304E-04
3.200000E+01	8.588756E-06	1.457056E-04
3.400000E+01	1.095532E-05	1.445223E-04
3.600000E+01	1.397567E-05	1.430122E-04
3.800000E+01	1.781554E-05	1.410922E-04
4.000000E+01	2.267137E-05	1.386643E-04
4.200000E+01	2.876923E-05	1.356154E-04
4.400000E+01	3.635904E-05	1.318205E-04
4.600000E+01	4.570158E-05	1.271492E-04
4.800000E+01	5.704524E-05	1.214774E-04
5.000000E+01	7.059012E-05	1.147049E-04
5.200000E+01	8.643840E-05	1.067808E-04
5.400000E+01	1.045340E-04	9.773299E-05
5.600000E+01	1.246020E-04	8.769901E-05
5.800000E+01	1.461064E-04	7.694680E-05
6.000000E+01	1.682547E-04	6.587265E-05
6.200000E+01	1.900729E-04	5.496356E-05
6.400000E+01	2.105555E-04	4.472227E-05
6.600000E+01	2.288544E-04	3.557279E-05
6.800000E+01	2.444365E-04	2.778174E-05
7.000000E+01	2.571432E-04	2.142840E-05
7.200000E+01	2.671388E-04	1.643062E-05
7.400000E+01	2.747897E-04	1.260516E-05
7.600000E+01	2.805384E-04	9.730783E-06
7.800000E+01	2.848125E-04	7.593759E-06
8.000000E+01	2.879776E-04	6.011219E-06
8.200000E+01	2.903242E-04	4.837895E-06
8.400000E+01	2.920728E-04	3.963608E-06
8.600000E+01	2.933858E-04	3.307121E-06
8.800000E+01	2.943810E-04	2.809503E-06
9.000000E+01	2.951433E-04	2.428342E-06
9.200000E+01	2.957336E-04	2.133183E-06
9.400000E+01	2.961958E-04	1.902121E-06
9.600000E+01	2.965613E-04	1.719331E-06
9.800000E+01	2.968534E-04	1.573309E-06
