# temperature	SE	SE+SE
0.000000E+00	1.123757E-03	6.381215E-04
2.000000E+00	1.200222E-03	5.998892E-04
4.000000E+00	1.276834E-03	5.615829E-04
6.000000E+00	1.352997E-03	5.235016E-04
8.000000E+00	1.428110E-03	4.859452E-04
1.000000E+01	1.501589E-03	4.492055E-04
1.200000E+01	1.572886E-03	4.135570E-04
1.400000E+01	1.641503E-03	3.792484E-04
1.600000E+01	1.707011E-03	3.464947E-04
1.800000E+01	1.769056E-03	3.154718E-04
2.000000E+01	1.827374E-03	2.863128E-04
2.200000E+01	1.881788E-03	2.591062E-04
2.400000E+01	1.932205E-03	2.338974E-04
2.600000E+01	1.978618E-03	2.106910E-04
2.800000E+01	2.021089E-03	1.894556E-04
3.000000E+01	2.059741E-03	1.701295E-04
3.200000E+01	2.094746E-03	1.526268E-04
3.400000E+01	2.126313E-03	1.368436E-04
3.600000E+01	2.154672E-03	1.226640E-04
3.800000E+01	2.180069E-03	1.099655E-04
4.000000E+01	2.202753E-03	9.862341E-05
4.200000E+01	2.222971E-03	8.851441E-05
4.400000E+01	2.240961E-03	7.951942E-05
4.600000E+01	2.256949E-03	7.152550E-05
4.800000E+01	2.271146E-03	6.442718E-05
5.000000E+01	2.283746E-03	5.812711E-05
5.200000E+01	2.294927E-03	5.253643E-05
5.400000E+01	2.304851E-03	4.757464E-05
5.600000E+01	2.313661E-03	4.316935E-05
5.800000E+01	2.321488E-03	3.925583E-05
6.000000E+01	2.328447E-03	3.577646E-05
6.200000E+01	2.334640E-03	3.268014E-05
6.400000E+01	2.340157E-03	2.992170E-05
6.600000E+01	2.345077E-03	2.746127E-05
6.800000E+01	2.349472E-03	2.526379E-05
7.000000E+01	2.353403E-03	2.329837E-05
7.200000E+01	2.356924E-03	2.153792E-05
7.400000E+01	2.360083E-03	1.995863E-05
7.600000E+01	2.362921E-03	1.853959E-05
7.800000E+01	2.365475E-03	1.726248E-05
8.000000E+01	2.367778E-03	1.611117E-05
8.200000E+01	2.369857E-03	1.507153E-05
8.400000E+01	2.371738E-03	1.413112E-05
8.600000E+01	2.373442E-03	1.327900E-05
8.800000E+01	2.374989E-03	1.250556E-05
9.000000E+01	2.376395E-03	1.180231E-05
9.200000E+01	2.377676E-03	1.116179E-05
9.400000E+01	2.378845E-03	1.057739E-05
9.600000E+01	2.379913E-03	1.004329E-05
9.800000E+01	2.380891E-03	9.554323E-06
