# temperature	SE	SE+SE
0.000000E+00	3.683940E-06	1.158030E-06
2.000000E+00	4.024579E-06	9.877106E-07
4.000000E+00	4.343696E-06	8.281519E-07
6.000000E+00	4.633762E-06	6.831188E-07
8.000000E+00	4.889727E-06	5.551366E-07
1.000000E+01	5.109377E-06	4.453115E-07
1.200000E+01	5.293169E-06	3.534156E-07
1.400000E+01	5.443642E-06	2.781789E-07
1.600000E+01	5.564645E-06	2.176775E-07
1.800000E+01	5.660587E-06	1.697065E-07
2.000000E+01	5.735864E-06	1.320678E-07
2.200000E+01	5.794498E-06	1.027512E-07
2.400000E+01	5.839955E-06	8.002233E-08
2.600000E+01	5.875111E-06	6.244448E-08
2.800000E+01	5.902279E-06	4.886054E-08
3.000000E+01	5.923286E-06	3.835715E-08
3.200000E+01	5.939554E-06	3.022296E-08
3.400000E+01	5.952182E-06	2.390898E-08
3.600000E+01	5.962012E-06	1.899387E-08
3.800000E+01	5.969690E-06	1.515522E-08
4.000000E+01	5.975707E-06	1.214668E-08
4.200000E+01	5.980440E-06	9.779940E-09
4.400000E+01	5.984178E-06	7.910920E-09
4.600000E+01	5.987142E-06	6.429161E-09
4.800000E+01	5.989500E-06	5.249773E-09
5.000000E+01	5.991385E-06	4.307337E-09
5.200000E+01	5.992897E-06	3.551278E-09
5.400000E+01	5.994115E-06	2.942370E-09
5.600000E+01	5.995100E-06	2.450085E-09
5.800000E+01	5.995899E-06	2.050580E-09
6.000000E+01	5.996550E-06	1.725167E-09
6.200000E+01	5.997082E-06	1.459147E-09
6.400000E+01	5.997518E-06	1.240917E-09
6.600000E+01	5.997877E-06	1.061285E-09
6.800000E+01	5.998174E-06	9.129436E-10
7.000000E+01	5.998420E-06	7.900630E-10
7.200000E+01	5.998624E-06	6.879765E-10
7.400000E+01	5.998794E-06	6.029361E-10
7.600000E+01	5.998936E-06	5.319209E-10
7.800000E+01	5.999055E-06	4.724889E-10
8.000000E+01	5.999155E-06	4.226589E-10
8.200000E+01	5.999238E-06	3.808194E-10
8.400000E+01	5.999309E-06	3.456547E-10
8.600000E+01	5.999368E-06	3.160881E-10
8.800000E+01	5.999418E-06	2.912356E-10
9.000000E+01	5.999459E-06	2.703695E-10
9.200000E+01	5.999494E-06	2.528889E-10
9.400000E+01	5.999523E-06	2.382966E-10
9.600000E+01	5.999548E-06	2.261801E-10
9.800000E+01	5.999568E-06	2.161963E-10
