# temperature	SE	SE+SE
0.000000E+00	1.476372E-05	1.181414E-07
2.000000E+00	1.481223E-05	9.388298E-08
4.000000E+00	1.485026E-05	7.487186E-08
6.000000E+00	1.488012E-05	5.994068E-08
8.000000E+00	1.490364E-05	4.818250E-08
1.000000E+01	1.492221E-05	3.889479E-08
1.200000E+01	1.493693E-05	3.153409E-08
1.400000E+01	1.494864E-05	2.567997E-08
1.600000E+01	1.495799E-05	2.100694E-08
1.800000E+01	1.496547E-05	1.726261E-08
2.000000E+01	1.497150E-05	1.425086E-08
2.200000E+01	1.497636E-05	1.181893E-08
2.400000E+01	1.498031E-05	9.847495E-09
2.600000E+01	1.498351E-05	8.243072E-09
2.800000E+01	1.498614E-05	6.932206E-09
3.000000E+01	1.498829E-05	5.856987E-09
3.200000E+01	1.499006E-05	4.971608E-09
3.400000E+01	1.499152E-05	4.239720E-09
3.600000E+01	1.499274E-05	3.632378E-09
3.800000E+01	1.499375E-05	3.126455E-09
4.000000E+01	1.499459E-05	2.703414E-09
4.200000E+01	1.499530E-05	2.348343E-09
4.400000E+01	1.499590E-05	2.049208E-09
4.600000E+01	1.499641E-05	1.796266E-09
4.800000E+01	1.499684E-05	1.581601E-09
5.000000E+01	1.499720E-05	1.398760E-09
5.200000E+01	1.499752E-05	1.242469E-09
5.400000E+01	1.499778E-05	1.108399E-09
5.600000E+01	1.499801E-05	9.929897E-10
5.800000E+01	1.499821E-05	8.933017E-10
6.000000E+01	1.499839E-05	8.069009E-10
6.200000E+01	1.499854E-05	7.317654E-10
6.400000E+01	1.499867E-05	6.662112E-10
6.600000E+01	1.499878E-05	6.088309E-10
6.800000E+01	1.499888E-05	5.584452E-10
7.000000E+01	1.499897E-05	5.140630E-10
7.200000E+01	1.499905E-05	4.748488E-10
7.400000E+01	1.499912E-05	4.400964E-10
7.600000E+01	1.499918E-05	4.092071E-10
7.800000E+01	1.499924E-05	3.816723E-10
8.000000E+01	1.499929E-05	3.570583E-10
8.200000E+01	1.499933E-05	3.349944E-10
8.400000E+01	1.499937E-05	3.151631E-10
8.600000E+01	1.499941E-05	2.972917E-10
8.800000E+01	1.499944E-05	2.811450E-10
9.000000E+01	1.499947E-05	2.665204E-10
9.200000E+01	1.499949E-05	2.532421E-10
9.400000E+01	1.499952E-05	2.411576E-10
9.600000E+01	1.499954E-05	2.301345E-10
9.800000E+01	1.499956E-05	2.200571E-10
