# concentration (uM) 	 Tm (C)
3.000000E+00	7.428503E+00
6.000000E+00	7.459900E+00
1.500000E+01	7.552277E+00
3.000000E+01	7.700609E+00
6.000000E+01	7.978864E+00
1.500000E+02	8.825000E+00
3.000000E+02	9.919916E+00
6.000000E+02	1.169970E+01
1.500000E+03	1.529862E+01
1.800000E+03	1.619598E+01
2.400000E+03	1.776863E+01
3.000000E+03	1.911706E+01
4.500000E+03	2.182443E+01
