# temperature	SE	SE+SE
0.000000E+00	5.074314E-07	7.497463E-04
2.000000E+00	6.308031E-07	7.496846E-04
4.000000E+00	7.838992E-07	7.496081E-04
6.000000E+00	9.742222E-07	7.495129E-04
8.000000E+00	1.211363E-06	7.493943E-04
1.000000E+01	1.507637E-06	7.492462E-04
1.200000E+01	1.878929E-06	7.490605E-04
1.400000E+01	2.345790E-06	7.488271E-04
1.600000E+01	2.934876E-06	7.485326E-04
1.800000E+01	3.680817E-06	7.481596E-04
2.000000E+01	4.628628E-06	7.476857E-04
2.200000E+01	5.836801E-06	7.470816E-04
2.400000E+01	7.381234E-06	7.463094E-04
2.600000E+01	9.360163E-06	7.453199E-04
2.800000E+01	1.190030E-05	7.440499E-04
3.000000E+01	1.516431E-05	7.424178E-04
3.200000E+01	1.935984E-05	7.403201E-04
3.400000E+01	2.475000E-05	7.376250E-04
3.600000E+01	3.166531E-05	7.341673E-04
3.800000E+01	4.051652E-05	7.297417E-04
4.000000E+01	5.180761E-05	7.240962E-04
4.200000E+01	6.614713E-05	7.169264E-04
4.400000E+01	8.425553E-05	7.078722E-04
4.600000E+01	1.069647E-04	6.965177E-04
4.800000E+01	1.352043E-04	6.823979E-04
5.000000E+01	1.699686E-04	6.650157E-04
5.200000E+01	2.122560E-04	6.438720E-04
5.400000E+01	2.629733E-04	6.185134E-04
5.600000E+01	3.228028E-04	5.885986E-04
5.800000E+01	3.920328E-04	5.539836E-04
6.000000E+01	4.703705E-04	5.148147E-04
6.200000E+01	5.567707E-04	4.716147E-04
6.400000E+01	6.493350E-04	4.253325E-04
6.600000E+01	7.453476E-04	3.773262E-04
6.800000E+01	8.414943E-04	3.292529E-04
7.000000E+01	9.342670E-04	2.828665E-04
7.200000E+01	1.020473E-03	2.397635E-04
7.400000E+01	1.097703E-03	2.011486E-04
7.600000E+01	1.164608E-03	1.676960E-04
7.800000E+01	1.220914E-03	1.395432E-04
8.000000E+01	1.267207E-03	1.163966E-04
8.200000E+01	1.304617E-03	9.769137E-05
8.400000E+01	1.334507E-03	8.274659E-05
8.600000E+01	1.358240E-03	7.088018E-05
8.800000E+01	1.377047E-03	6.147631E-05
9.000000E+01	1.391972E-03	5.401385E-05
9.200000E+01	1.403860E-03	4.807001E-05
9.400000E+01	1.413378E-03	4.331090E-05
9.600000E+01	1.421046E-03	3.947721E-05
9.800000E+01	1.427261E-03	3.636946E-05
