# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	3.163908E-14	6.744635E-20	9.999999E-06	1.159013E-12	1.218553E-12	9.484770E-22	3.471762E-17	4.135284E-08	4.979323E-06
2.000000E+00	6.244951E-14	1.700282E-19	9.999998E-06	1.839291E-12	1.841629E-12	2.204433E-21	6.414165E-17	5.138316E-08	4.974308E-06
4.000000E+00	1.180069E-13	3.984906E-19	9.999997E-06	2.814020E-12	2.903768E-12	5.456780E-21	1.224607E-16	6.381721E-08	4.968090E-06
6.000000E+00	2.205607E-13	9.270212E-19	9.999995E-06	4.288690E-12	4.627242E-12	1.348342E-20	2.339676E-16	7.925479E-08	4.960370E-06
8.000000E+00	4.229050E-13	2.302811E-18	9.999993E-06	6.752858E-12	7.188989E-12	3.093172E-20	4.315000E-16	9.845895E-08	4.950767E-06
1.000000E+01	7.986820E-13	5.629934E-18	9.999989E-06	1.054590E-11	1.134379E-11	7.150727E-20	8.005151E-16	1.224038E-07	4.938793E-06
1.200000E+01	1.503202E-12	1.386315E-17	9.999982E-06	1.652353E-11	1.796451E-11	1.628237E-19	1.477206E-15	1.523363E-07	4.923824E-06
1.400000E+01	2.809730E-12	3.412501E-17	9.999971E-06	2.587487E-11	2.863597E-11	3.679725E-19	2.722090E-15	1.898544E-07	4.905060E-06
1.600000E+01	5.226103E-12	8.424054E-17	9.999954E-06	4.055595E-11	4.581613E-11	8.226821E-19	5.001042E-15	2.370064E-07	4.881477E-06
1.800000E+01	9.693279E-12	2.092181E-16	9.999927E-06	6.371865E-11	7.334227E-11	1.813287E-18	9.143758E-15	2.964127E-07	4.851762E-06
2.000000E+01	1.786320E-11	5.183320E-16	9.999882E-06	9.990422E-11	1.177532E-10	3.972099E-18	1.670091E-14	3.714127E-07	4.814244E-06
2.200000E+01	3.275163E-11	1.282612E-15	9.999811E-06	1.563780E-10	1.891140E-10	8.630762E-18	3.042987E-14	4.662347E-07	4.766804E-06
2.400000E+01	5.970810E-11	3.160966E-15	9.999696E-06	2.439409E-10	3.036000E-10	1.863785E-17	5.532879E-14	5.861811E-07	4.706787E-06
2.600000E+01	1.082009E-10	7.739400E-15	9.999513E-06	3.786143E-10	4.867348E-10	4.005224E-17	1.003699E-13	7.378108E-07	4.630905E-06
2.800000E+01	1.948862E-10	1.878354E-14	9.999221E-06	5.837052E-10	7.784524E-10	8.572556E-17	1.815370E-13	9.290808E-07	4.535168E-06
3.000000E+01	3.488516E-10	4.508105E-14	9.998759E-06	8.921975E-10	1.240809E-09	1.828844E-16	3.270535E-13	1.169384E-06	4.414862E-06
3.200000E+01	6.205507E-10	1.067363E-13	9.998030E-06	1.349272E-09	1.969446E-09	3.891274E-16	5.861512E-13	1.469377E-06	4.264637E-06
3.400000E+01	1.096893E-09	2.487173E-13	9.996888E-06	2.014262E-09	3.110598E-09	8.261610E-16	1.043395E-12	1.840442E-06	4.078771E-06
3.600000E+01	1.926429E-09	5.690552E-13	9.995112E-06	2.960729E-09	4.886472E-09	1.751059E-15	1.841358E-12	2.293581E-06	3.851728E-06
3.800000E+01	3.360948E-09	1.275459E-12	9.992364E-06	4.272764E-09	7.633041E-09	3.706993E-15	3.214994E-12	2.837496E-06	3.579114E-06
