# concentration (uM) 	 Tm (C)
3.000000E+00	6.331861E+00
6.000000E+00	7.626847E+00
1.500000E+01	1.005770E+01
3.000000E+01	1.251123E+01
6.000000E+01	1.546425E+01
1.500000E+02	2.014426E+01
3.000000E+02	2.425770E+01
6.000000E+02	2.884828E+01
1.500000E+03	3.564489E+01
1.800000E+03	3.709977E+01
2.400000E+03	3.946489E+01
3.000000E+03	4.136168E+01
4.500000E+03	4.495338E+01
