Display Setting,Diameter

Item,Value,Unit
20230110-gely32se6-500uM-pscooh-0.1pct_1409.nsz,,
Measurement Results,,
Date,2023”N1ŒŽ10“ú 22:51:03,
Measurement Type,Particle Size,
Sample Name,20230110-gely32se6-500uM-pscooh-0.1pct,
Scattering Angle,90,
Temperature of the Holder,39.9,°C
Dispersion Medium Viscosity,0.656,mPa·s
Transmission Intensity before Meas.,18827,
Distribution Form,Standard,
Distribution Form(Dispersity),Monodisperse,
Representation of Result,Scattering Light Intensity,
Count Rate,2225,kCPS
Calculation Results,,
Peak1 S.P.Area Ratio,0.17,
Peak2 S.P.Area Ratio,0.83,
Peak3 S.P.Area Ratio,---,
Total Area Ratio,1.00,
Peak1 Size (Mean),0.6,nm
Peak2 Size (Mean),27.1,nm
Peak3 Size (Mean),---,nm
Total Mean,22.7,nm
Peak1 S. D.,0.1,nm
Peak2 S. D.,2.9,nm
Peak3 S. D.,---,nm
Total S. D.,10.3,nm
Peak1 Mode,0.6,nm
Peak2 Mode,26.5,nm
Peak3 Mode,---,nm
Total Mode,26.5,nm
Cumulant Operations,,
Z-Average,2494.6,nm
PI,3.574,
Molecular Weight Measurement,,
Molecular Weight,---,
Parameters for Molecular Weight Calculation,---,

Delay Time       (µs),Correlation,Fitting Function
1,0.983698,0.983067
1.4,0.979649,0.977924
1.9,0.975811,0.97394
2.6,0.970053,0.969338
3.6,0.962382,0.963143
5,0.952227,0.954802
6.9,0.94097,0.944029
9.5,0.92661,0.930243
13.1,0.908964,0.912826
18.1,0.888055,0.891497
25,0.86558,0.866714
34.5,0.841715,0.839693
47.6,0.81855,0.812504
65.7,0.797684,0.787935
90.7,0.780079,0.768717
125.2,0.76623,0.756179
172.8,0.75468,0.749391
238.5,0.745409,0.745809
329.2,0.73738,0.742971
454.4,0.729472,0.73951
627.2,0.721059,0.734805
865.7,0.712337,0.728362
1194.9,0.70272,0.719562
1649.3,0.691981,0.70759
2276.5,0.680396,0.691391
3142.2,0.666438,0.669641
4337.1,0.65077,0.64074
5986.4,0.631791,0.602886
8262.9,0.609748,0.554286
11405.1,0.581909,0
15742.2,0.54702,0
21728.6,0.502895,0
29991.5,0.449861,0
41396.6,0.379401,0
57138.8,0.284735,0
78867.4,0.158788,0


