# temperature	A	A+A	A+A+A	A+A+A+A	A+A+A+B	A+A+B	A+A+B+B	A+B	A+B+A+B	A+B+B	A+B+B+B	B	B+B	B+B+B	B+B+B+B
0.000000E+00	1.540202E-14	1.587375E-23	2.705291E-34	2.256832E-43	4.941281E-25	5.621265E-14	5.158900E-13	2.699369E-07	4.986503E-05	4.395819E-17	8.145126E-25	9.830748E-13	6.173213E-22	5.179268E-31	5.494537E-40
2.000000E+00	3.746488E-14	7.908402E-23	2.943607E-33	5.155127E-42	2.413873E-24	1.254011E-13	8.177161E-13	3.562056E-07	4.982190E-05	7.592496E-17	1.445169E-24	1.297910E-12	1.094918E-21	1.014294E-30	1.255853E-39
4.000000E+00	9.533493E-14	4.318819E-22	3.688394E-32	1.410318E-40	1.297293E-23	2.928424E-13	1.298329E-12	4.710840E-07	4.976446E-05	1.249934E-16	2.317739E-24	1.642269E-12	1.745424E-21	1.711797E-30	2.358212E-39
6.000000E+00	2.477842E-13	2.464681E-21	4.955439E-31	4.201909E-39	7.314638E-23	6.989325E-13	2.064939E-12	6.241904E-07	4.968790E-05	2.009645E-16	3.527644E-24	2.041965E-12	2.625744E-21	2.678290E-30	4.011305E-39
8.000000E+00	5.195969E-13	9.169327E-21	3.518290E-30	5.308980E-38	2.700080E-22	1.346498E-12	3.289689E-12	8.283128E-07	4.958584E-05	3.996624E-16	8.176039E-24	3.161197E-12	5.980971E-21	7.896910E-30	1.592146E-38
1.000000E+01	1.198879E-12	4.133911E-20	3.346698E-29	9.836553E-37	1.213371E-21	2.854549E-12	5.249192E-12	1.100387E-06	4.944980E-05	7.211890E-16	1.553918E-23	4.470523E-12	1.110583E-20	1.734109E-29	4.278357E-38
1.200000E+01	2.328365E-12	1.320619E-19	1.907618E-28	9.144637E-36	3.882624E-21	5.091547E-12	8.388111E-12	1.462731E-06	4.926862E-05	1.544211E-15	4.146535E-23	7.551556E-12	2.877131E-20	6.354081E-29	2.282510E-37
1.400000E+01	4.392491E-12	3.976830E-19	1.000041E-27	7.554990E-35	1.177184E-20	8.811426E-12	1.342109E-11	1.944574E-06	4.902769E-05	3.400891E-15	1.169225E-22	1.320270E-11	7.821986E-20	2.536345E-28	1.369431E-36
1.600000E+01	8.223839E-12	1.176753E-18	5.133303E-27	6.032494E-34	3.526120E-20	1.510275E-11	2.149542E-11	2.583888E-06	4.870802E-05	7.541919E-15	3.346547E-22	2.337751E-11	2.141864E-19	1.037889E-27	8.519768E-36
1.800000E+01	1.547103E-11	3.501902E-18	2.672226E-26	4.880581E-33	1.068138E-19	2.592963E-11	3.444861E-11	3.429500E-06	4.828518E-05	1.663474E-14	9.512904E-22	4.138544E-11	5.773684E-19	4.209988E-27	5.253832E-35
2.000000E+01	2.913496E-11	1.038536E-17	1.391861E-25	3.931456E-32	3.242454E-19	4.437314E-11	5.521143E-11	4.543357E-06	4.772821E-05	3.662105E-14	2.714141E-21	7.347374E-11	1.546460E-18	1.717201E-26	3.271809E-34
2.200000E+01	5.475751E-11	3.045843E-17	7.172230E-25	3.107406E-31	9.786849E-19	7.536202E-11	8.842737E-11	6.002656E-06	4.699848E-05	8.066597E-14	7.842170E-21	1.310895E-10	4.147030E-18	7.123035E-26	2.087803E-33
2.400000E+01	1.036778E-10	8.988678E-17	3.753204E-24	2.496673E-30	2.987510E-18	1.280527E-10	1.413791E-10	7.901304E-06	4.604903E-05	1.759348E-13	2.257180E-20	2.325783E-10	1.093782E-17	2.923762E-25	1.315869E-32
2.600000E+01	1.965553E-10	2.633801E-16	1.955018E-23	1.986563E-29	9.094729E-18	2.160622E-10	2.253179E-10	1.034976E-05	4.482458E-05	3.816249E-13	6.559311E-20	4.122437E-10	2.873096E-17	1.208471E-24	8.383694E-32
2.800000E+01	3.714815E-10	7.590186E-16	9.993006E-23	1.536859E-28	2.732377E-17	3.599329E-10	3.572517E-10	1.347175E-05	4.326322E-05	8.248700E-13	1.940477E-19	7.318565E-10	7.577013E-17	5.081595E-24	5.474919E-31
3.000000E+01	7.023856E-10	2.166117E-15	5.063172E-22	1.172600E-27	8.145879E-17	5.932675E-10	5.620953E-10	1.739584E-05	4.130057E-05	1.764493E-12	5.786936E-19	1.293769E-09	1.988292E-16	2.140038E-23	3.590316E-30
3.200000E+01	1.322826E-09	6.070564E-15	2.510293E-21	8.681710E-27	2.385282E-16	9.619667E-10	8.747362E-10	2.223914E-05	3.887793E-05	3.735665E-12	1.745354E-18	2.281018E-09	5.219887E-16	9.078236E-23	2.383673E-29
3.400000E+01	2.478916E-09	1.668667E-14	1.215090E-20	6.225925E-26	6.836165E-16	1.530613E-09	1.340910E-09	2.808101E-05	3.595538E-05	7.794343E-12	5.290311E-18	4.001767E-09	1.367353E-15	3.854575E-22	1.589364E-28
3.600000E+01	4.611217E-09	4.483689E-14	5.709484E-20	4.298094E-25	1.905786E-15	2.380564E-09	2.014887E-09	3.492642E-05	3.253008E-05	1.596527E-11	1.601444E-17	6.975902E-09	3.568706E-15	1.631138E-21	1.058530E-27
3.800000E+01	8.491706E-09	1.173492E-13	2.588353E-19	2.837935E-24	5.133366E-15	3.604040E-09	2.951338E-09	4.266362E-05	2.865737E-05	3.196709E-11	4.804374E-17	1.206468E-08	9.261008E-15	6.846324E-21	6.997153E-27
4.000000E+01	1.543924E-08	2.981905E-13	1.125536E-18	1.781654E-23	1.327239E-14	5.290010E-09	4.189726E-09	5.102992E-05	2.446781E-05	6.228953E-11	1.416271E-16	2.066754E-08	2.383056E-14	2.834939E-20	4.557140E-26
