# concentration (uM) 	 Tm (C)
3.000000E+00	5.762054E+00
6.000000E+00	5.775441E+00
1.500000E+01	5.815175E+00
3.000000E+01	5.880037E+00
6.000000E+01	6.006429E+00
1.500000E+02	6.435011E+00
3.000000E+02	7.026759E+00
6.000000E+02	7.945749E+00
1.500000E+03	1.003558E+01
1.800000E+03	1.060471E+01
2.400000E+03	1.155920E+01
3.000000E+03	1.238665E+01
4.500000E+03	1.408013E+01
