# temperature	SE	SE+SE
0.000000E+00	5.010320E-04	4.948401E-05
2.000000E+00	5.151347E-04	4.243264E-05
4.000000E+00	5.275170E-04	3.624148E-05
6.000000E+00	5.382849E-04	3.085756E-05
8.000000E+00	5.475719E-04	2.621406E-05
1.000000E+01	5.555267E-04	2.223665E-05
1.200000E+01	5.623025E-04	1.884877E-05
1.400000E+01	5.680487E-04	1.597563E-05
1.600000E+01	5.729060E-04	1.354699E-05
1.800000E+01	5.770024E-04	1.149880E-05
2.000000E+01	5.804521E-04	9.773963E-06
2.200000E+01	5.833551E-04	8.322465E-06
2.400000E+01	5.857978E-04	7.101106E-06
2.600000E+01	5.878541E-04	6.072959E-06
2.800000E+01	5.895866E-04	5.206715E-06
3.000000E+01	5.910480E-04	4.475989E-06
3.200000E+01	5.922827E-04	3.858650E-06
3.400000E+01	5.933276E-04	3.336191E-06
3.600000E+01	5.942137E-04	2.893172E-06
3.800000E+01	5.949665E-04	2.516726E-06
4.000000E+01	5.956077E-04	2.196140E-06
4.200000E+01	5.961550E-04	1.922495E-06
4.400000E+01	5.966233E-04	1.688359E-06
4.600000E+01	5.970249E-04	1.487540E-06
4.800000E+01	5.973703E-04	1.314868E-06
5.000000E+01	5.976679E-04	1.166027E-06
5.200000E+01	5.979252E-04	1.037402E-06
5.400000E+01	5.981481E-04	9.259663E-07
5.600000E+01	5.983416E-04	8.291770E-07
5.800000E+01	5.985102E-04	7.448960E-07
6.000000E+01	5.986574E-04	6.713213E-07
6.200000E+01	5.987861E-04	6.069315E-07
6.400000E+01	5.988991E-04	5.504390E-07
6.600000E+01	5.989985E-04	5.007525E-07
6.800000E+01	5.990861E-04	4.569447E-07
7.000000E+01	5.991635E-04	4.182261E-07
7.200000E+01	5.992322E-04	3.839232E-07
7.400000E+01	5.992931E-04	3.534602E-07
7.600000E+01	5.993473E-04	3.263437E-07
7.800000E+01	5.993957E-04	3.021502E-07
8.000000E+01	5.994390E-04	2.805154E-07
8.200000E+01	5.994777E-04	2.611251E-07
8.400000E+01	5.995126E-04	2.437080E-07
8.600000E+01	5.995439E-04	2.280293E-07
8.800000E+01	5.995722E-04	2.138851E-07
9.000000E+01	5.995978E-04	2.010984E-07
9.200000E+01	5.996210E-04	1.895151E-07
9.400000E+01	5.996420E-04	1.790006E-07
9.600000E+01	5.996611E-04	1.694373E-07
9.800000E+01	5.996786E-04	1.607222E-07
