# temperature	SE	SE+SE
0.000000E+00	1.628921E-04	6.685540E-04
2.000000E+00	1.978934E-04	6.510533E-04
4.000000E+00	2.387484E-04	6.306258E-04
6.000000E+00	2.859018E-04	6.070491E-04
8.000000E+00	3.396465E-04	5.801767E-04
1.000000E+01	4.000540E-04	5.499730E-04
1.200000E+01	4.669014E-04	5.165493E-04
1.400000E+01	5.396065E-04	4.801968E-04
1.600000E+01	6.171841E-04	4.414079E-04
1.800000E+01	6.982416E-04	4.008792E-04
2.000000E+01	7.810288E-04	3.594856E-04
2.200000E+01	8.635516E-04	3.182242E-04
2.400000E+01	9.437431E-04	2.781284E-04
2.600000E+01	1.019669E-03	2.401657E-04
2.800000E+01	1.089724E-03	2.051380E-04
3.000000E+01	1.152783E-03	1.736083E-04
3.200000E+01	1.208265E-03	1.458677E-04
3.400000E+01	1.256103E-03	1.219487E-04
3.600000E+01	1.296654E-03	1.016732E-04
3.800000E+01	1.330563E-03	8.471859E-05
4.000000E+01	1.358630E-03	7.068517E-05
4.200000E+01	1.381698E-03	5.915093E-05
4.400000E+01	1.400579E-03	4.971035E-05
4.600000E+01	1.416006E-03	4.199695E-05
4.800000E+01	1.428613E-03	3.569326E-05
5.000000E+01	1.438935E-03	3.053232E-05
5.200000E+01	1.447412E-03	2.629418E-05
5.400000E+01	1.454400E-03	2.280023E-05
5.600000E+01	1.460187E-03	1.990671E-05
5.800000E+01	1.465003E-03	1.749856E-05
6.000000E+01	1.469032E-03	1.548396E-05
6.200000E+01	1.472421E-03	1.378966E-05
6.400000E+01	1.475286E-03	1.235721E-05
6.600000E+01	1.477720E-03	1.113982E-05
6.800000E+01	1.479800E-03	1.009995E-05
7.000000E+01	1.481585E-03	9.207382E-06
7.200000E+01	1.483125E-03	8.437654E-06
7.400000E+01	1.484458E-03	7.770911E-06
7.600000E+01	1.485618E-03	7.190946E-06
7.800000E+01	1.486631E-03	6.684471E-06
8.000000E+01	1.487519E-03	6.240535E-06
8.200000E+01	1.488300E-03	5.850077E-06
8.400000E+01	1.488989E-03	5.505557E-06
8.600000E+01	1.489599E-03	5.200675E-06
8.800000E+01	1.490140E-03	4.930144E-06
9.000000E+01	1.490621E-03	4.689506E-06
9.200000E+01	1.491050E-03	4.474985E-06
9.400000E+01	1.491433E-03	4.283372E-06
9.600000E+01	1.491776E-03	4.111927E-06
9.800000E+01	1.492083E-03	3.958301E-06
