# temperature	SE	SE+SE
0.000000E+00	1.083583E-04	2.082086E-05
2.000000E+00	1.146945E-04	1.765275E-05
4.000000E+00	1.203775E-04	1.481127E-05
6.000000E+00	1.253675E-04	1.231625E-05
8.000000E+00	1.296654E-04	1.016729E-05
1.000000E+01	1.333052E-04	8.347412E-06
1.200000E+01	1.363440E-04	6.827998E-06
1.400000E+01	1.388521E-04	5.573939E-06
1.600000E+01	1.409040E-04	4.547995E-06
1.800000E+01	1.425720E-04	3.714018E-06
2.000000E+01	1.439221E-04	3.038947E-06
2.200000E+01	1.450124E-04	2.493794E-06
2.400000E+01	1.458922E-04	2.053917E-06
2.600000E+01	1.466024E-04	1.698823E-06
2.800000E+01	1.471765E-04	1.411747E-06
3.000000E+01	1.476417E-04	1.179128E-06
3.200000E+01	1.480198E-04	9.900852E-07
3.400000E+01	1.483281E-04	8.359294E-07
3.600000E+01	1.485805E-04	7.097465E-07
3.800000E+01	1.487879E-04	6.060407E-07
4.000000E+01	1.489591E-04	5.204453E-07
4.200000E+01	1.491010E-04	4.494873E-07
4.400000E+01	1.492192E-04	3.904006E-07
4.600000E+01	1.493180E-04	3.409774E-07
4.800000E+01	1.494011E-04	2.994506E-07
5.000000E+01	1.494712E-04	2.644021E-07
5.200000E+01	1.495306E-04	2.346902E-07
5.400000E+01	1.495812E-04	2.093922E-07
5.600000E+01	1.496245E-04	1.877604E-07
5.800000E+01	1.496616E-04	1.691860E-07
6.000000E+01	1.496937E-04	1.531721E-07
6.200000E+01	1.497214E-04	1.393112E-07
6.400000E+01	1.497455E-04	1.272679E-07
6.600000E+01	1.497665E-04	1.167655E-07
6.800000E+01	1.497849E-04	1.075741E-07
7.000000E+01	1.498010E-04	9.950287E-08
7.200000E+01	1.498152E-04	9.239208E-08
7.400000E+01	1.498278E-04	8.610798E-08
7.600000E+01	1.498389E-04	8.053803E-08
7.800000E+01	1.498488E-04	7.558720E-08
8.000000E+01	1.498577E-04	7.117498E-08
8.200000E+01	1.498655E-04	6.723294E-08
8.400000E+01	1.498726E-04	6.370270E-08
8.600000E+01	1.498789E-04	6.053432E-08
8.800000E+01	1.498846E-04	5.768491E-08
9.000000E+01	1.498898E-04	5.511755E-08
9.200000E+01	1.498944E-04	5.280034E-08
9.400000E+01	1.498986E-04	5.070565E-08
9.600000E+01	1.499024E-04	4.880947E-08
9.800000E+01	1.499058E-04	4.709089E-08
