# temperature	SE	SE+SE
0.000000E+00	2.330515E-03	1.084743E-03
2.000000E+00	2.489014E-03	1.005493E-03
4.000000E+00	2.645695E-03	9.271525E-04
6.000000E+00	2.799026E-03	8.504868E-04
8.000000E+00	2.947555E-03	7.762225E-04
1.000000E+01	3.089967E-03	7.050166E-04
1.200000E+01	3.225137E-03	6.374315E-04
1.400000E+01	3.352169E-03	5.739157E-04
1.600000E+01	3.470416E-03	5.147921E-04
1.800000E+01	3.579491E-03	4.602546E-04
2.000000E+01	3.679253E-03	4.103733E-04
2.200000E+01	3.769788E-03	3.651062E-04
2.400000E+01	3.851367E-03	3.243163E-04
2.600000E+01	3.924418E-03	2.877911E-04
2.800000E+01	3.989473E-03	2.552634E-04
3.000000E+01	4.047138E-03	2.264310E-04
3.200000E+01	4.098054E-03	2.009732E-04
3.400000E+01	4.142868E-03	1.785658E-04
3.600000E+01	4.182216E-03	1.588919E-04
3.800000E+01	4.216701E-03	1.416497E-04
4.000000E+01	4.246885E-03	1.265575E-04
4.200000E+01	4.273285E-03	1.133575E-04
4.400000E+01	4.296368E-03	1.018160E-04
4.600000E+01	4.316552E-03	9.172397E-05
4.800000E+01	4.334208E-03	8.289606E-05
5.000000E+01	4.349662E-03	7.516879E-05
5.200000E+01	4.363202E-03	6.839897E-05
5.400000E+01	4.375077E-03	6.246163E-05
5.600000E+01	4.385504E-03	5.724810E-05
5.800000E+01	4.394672E-03	5.266413E-05
6.000000E+01	4.402744E-03	4.862809E-05
6.200000E+01	4.409861E-03	4.506937E-05
6.400000E+01	4.416146E-03	4.192694E-05
6.600000E+01	4.421704E-03	3.914809E-05
6.800000E+01	4.426626E-03	3.668724E-05
7.000000E+01	4.430990E-03	3.450501E-05
7.200000E+01	4.434865E-03	3.256733E-05
7.400000E+01	4.438311E-03	3.084469E-05
7.600000E+01	4.441377E-03	2.931155E-05
7.800000E+01	4.444109E-03	2.794572E-05
8.000000E+01	4.446544E-03	2.672795E-05
8.200000E+01	4.448717E-03	2.564147E-05
8.400000E+01	4.450657E-03	2.467168E-05
8.600000E+01	4.452388E-03	2.380586E-05
8.800000E+01	4.453934E-03	2.303287E-05
9.000000E+01	4.455314E-03	2.234297E-05
9.200000E+01	4.456545E-03	2.172763E-05
9.400000E+01	4.457641E-03	2.117934E-05
9.600000E+01	4.458617E-03	2.069151E-05
9.800000E+01	4.459483E-03	2.025832E-05
