# temperature	A	A+A	A+A+A	A+A+A+A	A+A+A+B	A+A+B	A+A+B+B	A+B	A+B+A+B	A+B+B	A+B+B+B	B	B+B	B+B+B	B+B+B+B
0.000000E+00	2.436538E-23	4.273679E-40	5.797366E-58	3.028062E-74	8.674259E-41	1.204042E-22	1.195634E-14	7.887761E-08	9.960561E-06	4.803780E-26	1.552412E-43	1.361801E-22	2.957774E-39	9.136159E-57	1.582981E-73
2.000000E+00	7.742622E-23	3.358815E-39	1.141016E-56	1.361886E-72	6.064606E-40	3.407824E-22	2.136825E-14	1.033109E-07	9.948345E-06	1.804814E-25	1.433893E-42	4.737650E-22	2.088081E-38	1.714794E-55	6.168158E-72
4.000000E+00	2.467324E-22	2.662713E-38	2.288436E-55	6.240386E-71	4.307115E-39	9.664719E-22	3.862931E-14	1.366811E-07	9.931659E-06	6.713037E-25	1.349559E-41	1.629922E-21	1.465928E-37	3.242083E-54	2.499961E-70
6.000000E+00	7.890869E-22	2.129422E-37	4.683343E-54	2.919848E-69	3.110256E-38	2.747171E-21	7.063854E-14	1.827008E-07	9.908650E-06	2.474062E-24	1.293021E-40	5.545921E-21	1.026825E-36	6.186586E-53	1.055172E-68
8.000000E+00	2.534621E-21	1.718046E-36	9.793923E-53	1.398425E-67	2.286023E-37	7.827628E-21	1.305863E-13	2.466694E-07	9.876665E-06	9.044174E-24	1.260092E-39	1.866837E-20	7.208591E-36	1.194404E-51	4.639187E-67
1.000000E+01	3.136403E-22	2.054550E-38	1.179999E-55	1.483376E-71	2.514748E-39	8.569521E-22	2.437638E-13	3.360969E-07	9.831951E-06	8.567071E-22	8.495192E-36	1.622695E-18	3.471828E-32	4.154429E-46	9.846006E-60
1.200000E+01	1.143907E-21	2.128812E-37	3.664385E-54	1.193863E-69	2.421744E-38	2.755631E-21	4.586299E-13	4.615140E-07	9.769243E-06	2.754488E-21	6.770009E-35	4.766611E-18	1.974810E-31	5.839883E-45	2.953938E-58
1.400000E+01	4.386683E-21	2.429052E-36	1.329734E-52	1.180561E-67	2.595180E-37	9.276138E-21	8.675784E-13	6.374665E-07	9.681266E-06	8.445214E-21	5.008092E-34	1.328117E-17	1.050091E-30	7.336045E-44	7.762120E-57
1.600000E+01	1.449597E-20	2.047781E-35	3.098575E-51	6.469670E-66	2.075011E-36	2.676199E-20	1.645027E-12	8.836357E-07	9.558181E-06	3.018774E-20	5.109962E-33	4.287808E-17	7.814699E-30	1.499798E-42	3.969504E-55
1.800000E+01	6.190626E-20	2.866206E-34	1.560769E-49	9.935160E-64	2.777760E-35	9.912320E-20	3.114957E-12	1.225908E-06	9.387043E-06	8.400351E-20	3.185958E-32	1.070393E-16	3.627125E-29	1.480046E-41	7.806343E-54
2.000000E+01	2.078588E-19	2.463757E-33	3.818255E-48	5.851885E-62	2.297660E-34	2.863774E-19	5.864934E-12	1.697013E-06	9.151488E-06	2.992030E-19	3.261311E-31	3.396831E-16	2.831262E-28	3.123336E-40	4.287419E-52
2.200000E+01	7.954961E-19	2.733140E-32	1.379609E-46	5.833924E-60	2.460279E-33	9.342412E-19	1.092482E-11	2.336032E-06	8.831973E-06	9.395865E-19	2.587863E-30	9.445645E-16	1.756997E-27	4.597544E-39	1.472246E-50
2.400000E+01	3.059896E-18	3.043425E-31	5.040884E-45	5.946393E-58	2.643079E-32	3.029518E-18	2.001551E-11	3.185699E-06	8.407130E-06	2.939432E-18	2.026586E-29	2.605177E-15	1.103232E-26	6.813159E-38	5.137881E-49
2.600000E+01	1.180015E-17	3.387523E-30	1.847878E-43	6.134158E-56	2.826074E-31	9.722089E-18	3.582592E-11	4.286099E-06	7.856914E-06	9.126684E-18	1.554307E-28	7.121322E-15	6.949740E-26	1.008799E-36	1.798526E-47
2.800000E+01	4.277839E-17	3.317948E-29	5.606705E-42	4.955285E-54	2.637393E-30	2.888671E-17	6.217215E-11	5.663509E-06	7.168183E-06	2.972754E-17	1.307913E-27	2.047900E-14	4.917996E-25	1.775776E-35	7.945994E-46
3.000000E+01	1.641656E-16	3.632360E-28	2.014333E-40	5.052383E-52	2.718528E-29	8.926452E-17	1.037383E-10	7.314536E-06	6.342628E-06	8.919824E-17	9.359548E-27	5.468766E-14	3.031410E-24	2.544566E-34	2.671396E-44
3.200000E+01	6.245261E-16	3.905585E-27	7.057805E-39	5.019335E-50	2.710491E-28	2.679763E-16	1.650144E-10	9.189128E-06	5.405271E-06	2.599818E-16	6.376819E-26	1.438082E-13	1.824228E-23	3.527883E-33	8.602877E-43
3.400000E+01	8.396544E-15	5.253621E-25	1.096692E-35	7.887570E-46	3.321021E-26	2.780502E-15	2.483321E-10	1.118139E-05	4.409057E-06	2.039256E-16	3.197877E-26	1.037091E-13	8.297343E-24	1.020276E-33	1.592666E-43
3.600000E+01	4.056418E-14	9.160827E-24	7.974309E-34	2.107069E-43	5.174612E-25	1.013053E-14	3.518079E-10	1.314068E-05	3.429309E-06	4.191898E-16	1.126148E-25	2.004821E-13	2.723266E-23	5.743300E-33	1.546079E-42
3.800000E+01	1.942192E-13	1.578958E-22	5.714954E-32	5.570055E-41	7.825017E-24	3.580037E-14	4.689979E-10	1.490925E-05	2.544904E-06	8.145045E-16	3.635512E-25	3.751164E-13	8.409779E-23	2.963081E-32	1.338466E-41
4.000000E+01	8.578596E-13	2.336249E-21	3.267295E-30	1.099997E-38	1.000700E-22	1.147196E-13	5.914758E-10	1.637260E-05	1.813109E-06	1.608672E-15	1.244060E-24	7.289313E-13	2.814954E-22	1.732199E-31	1.371389E-40
4.200000E+01	2.112435E-12	1.086164E-20	3.298804E-29	2.175172E-37	3.982904E-22	2.028120E-13	7.128836E-10	1.749111E-05	1.253731E-06	5.378141E-15	1.247402E-23	2.437551E-12	2.806281E-21	5.225474E-30	1.255407E-38
4.400000E+01	6.181258E-12	7.223865E-20	5.710089E-28	8.925056E-36	2.260174E-21	4.249873E-13	8.313394E-10	1.829343E-05	8.524509E-07	1.441060E-14	8.173797E-23	6.598509E-12	1.845351E-20	8.476464E-29	5.034916E-37
4.600000E+01	1.724889E-11	4.434676E-19	8.774937E-27	3.160749E-34	1.186650E-20	8.536099E-13	9.489842E-10	1.884418E-05	5.769525E-07	3.890914E-14	5.503020E-22	1.806431E-11	1.250094E-19	1.442827E-27	2.157239E-35
4.800000E+01	4.720801E-11	2.661774E-18	1.303873E-25	1.082394E-32	6.133227E-20	1.701125E-12	1.070105E-09	1.921277E-05	3.925204E-07	1.036527E-13	3.632155E-21	4.870900E-11	8.279604E-19	2.382110E-26	8.890586E-34
5.000000E+01	1.264157E-10	1.556229E-17	1.861148E-24	3.550941E-31	3.119099E-19	3.372898E-12	1.199538E-09	1.945684E-05	2.703120E-07	2.743062E-13	2.373868E-20	1.297359E-10	5.394076E-18	3.848774E-25	3.566290E-32
5.200000E+01	3.331757E-10	8.973016E-17	2.597846E-23	1.141680E-29	1.583912E-18	6.719971E-12	1.341896E-09	1.961835E-05	1.893094E-07	7.184936E-13	1.521051E-19	3.391675E-10	3.413396E-17	5.970260E-24	1.357254E-30
5.400000E+01	8.609988E-10	5.064795E-16	3.505196E-22	3.538068E-28	7.986719E-18	1.344580E-11	1.501373E-09	1.972563E-05	1.352409E-07	1.870692E-12	9.619786E-19	8.725951E-10	2.108924E-16	8.959017E-23	4.950162E-29
5.600000E+01	2.182659E-09	2.800355E-15	4.574936E-21	1.056467E-26	4.007288E-17	2.710032E-11	1.681815E-09	1.979687E-05	9.876036E-08	4.835852E-12	5.984635E-18	2.204926E-09	1.266801E-15	1.292130E-21	1.715170E-27
5.800000E+01	5.423800E-09	1.513483E-14	5.757985E-20	3.023104E-25	1.998937E-16	5.509219E-11	1.886814E-09	1.984299E-05	7.384292E-08	1.240108E-11	3.654041E-17	5.466507E-09	7.380291E-15	1.784364E-20	5.616933E-26
6.000000E+01	1.320084E-08	7.975517E-14	6.963374E-19	8.241369E-24	9.897531E-16	1.130302E-10	2.119697E-09	1.986907E-05	5.661734E-08	3.149977E-11	2.182953E-16	1.328233E-08	4.159021E-14	2.349554E-19	1.728850E-24
6.200000E+01	3.143770E-08	4.085426E-13	8.057601E-18	2.126372E-22	4.852101E-15	2.339540E-10	2.383200E-09	1.987408E-05	4.458400E-08	7.909162E-11	1.271368E-15	3.159293E-08	2.260758E-13	2.937279E-18	4.972345E-23
6.400000E+01	7.317114E-08	2.027157E-12	8.878198E-17	5.154964E-21	2.346371E-14	4.877383E-10	2.678387E-09	1.984808E-05	3.610820E-08	1.957584E-10	7.185901E-15	7.346484E-08	1.181643E-12	3.469320E-17	1.327564E-21
6.600000E+01	1.661757E-07	9.700420E-12	9.257472E-16	1.163889E-19	1.112890E-13	1.020467E-09	3.001805E-09	1.976510E-05	3.009183E-08	4.757388E-10	3.918095E-14	1.667281E-07	5.915601E-12	3.848552E-16	3.264075E-20
