# temperature	SE	SE+SE
0.000000E+00	1.497742E-04	1.128778E-07
2.000000E+00	1.497990E-04	1.004997E-07
4.000000E+00	1.498206E-04	8.969299E-08
6.000000E+00	1.498395E-04	8.023850E-08
8.000000E+00	1.498561E-04	7.194984E-08
1.000000E+01	1.498707E-04	6.466839E-08
1.200000E+01	1.498835E-04	5.825884E-08
1.400000E+01	1.498948E-04	5.260557E-08
1.600000E+01	1.499048E-04	4.760957E-08
1.800000E+01	1.499136E-04	4.318590E-08
2.000000E+01	1.499215E-04	3.926152E-08
2.200000E+01	1.499285E-04	3.577358E-08
2.400000E+01	1.499347E-04	3.266781E-08
2.600000E+01	1.499402E-04	2.989731E-08
2.800000E+01	1.499452E-04	2.742148E-08
3.000000E+01	1.499496E-04	2.520509E-08
3.200000E+01	1.499536E-04	2.321751E-08
3.400000E+01	1.499571E-04	2.143209E-08
3.600000E+01	1.499603E-04	1.982558E-08
3.800000E+01	1.499632E-04	1.837768E-08
4.000000E+01	1.499659E-04	1.707061E-08
4.200000E+01	1.499682E-04	1.588880E-08
4.400000E+01	1.499704E-04	1.481856E-08
4.600000E+01	1.499723E-04	1.384789E-08
4.800000E+01	1.499741E-04	1.296618E-08
5.000000E+01	1.499757E-04	1.216409E-08
5.200000E+01	1.499771E-04	1.143336E-08
5.400000E+01	1.499785E-04	1.076671E-08
5.600000E+01	1.499797E-04	1.015764E-08
5.800000E+01	1.499808E-04	9.600423E-09
6.000000E+01	1.499818E-04	9.089949E-09
6.200000E+01	1.499828E-04	8.621673E-09
6.400000E+01	1.499836E-04	8.191548E-09
6.600000E+01	1.499844E-04	7.795958E-09
6.800000E+01	1.499851E-04	7.431673E-09
7.000000E+01	1.499858E-04	7.095802E-09
7.200000E+01	1.499864E-04	6.785754E-09
7.400000E+01	1.499870E-04	6.499204E-09
7.600000E+01	1.499875E-04	6.234063E-09
7.800000E+01	1.499880E-04	5.988452E-09
8.000000E+01	1.499885E-04	5.760678E-09
8.200000E+01	1.499889E-04	5.549214E-09
8.400000E+01	1.499893E-04	5.352681E-09
8.600000E+01	1.499897E-04	5.169834E-09
8.800000E+01	1.499900E-04	4.999544E-09
9.000000E+01	1.499903E-04	4.840788E-09
9.200000E+01	1.499906E-04	4.692639E-09
9.400000E+01	1.499909E-04	4.554254E-09
9.600000E+01	1.499912E-04	4.424867E-09
9.800000E+01	1.499914E-04	4.303782E-09
