# temperature	SE	SE+SE
0.000000E+00	5.862707E-05	6.864665E-07
2.000000E+00	5.887484E-05	5.625798E-07
4.000000E+00	5.907548E-05	4.622598E-07
6.000000E+00	5.923812E-05	3.809396E-07
8.000000E+00	5.937016E-05	3.149190E-07
1.000000E+01	5.947757E-05	2.612150E-07
1.200000E+01	5.956514E-05	2.174310E-07
1.400000E+01	5.963671E-05	1.816452E-07
1.600000E+01	5.969536E-05	1.523176E-07
1.800000E+01	5.974357E-05	1.282147E-07
2.000000E+01	5.978330E-05	1.083477E-07
2.200000E+01	5.981615E-05	9.192263E-08
2.400000E+01	5.984340E-05	7.830172E-08
2.600000E+01	5.986606E-05	6.697121E-08
2.800000E+01	5.988497E-05	5.751660E-08
3.000000E+01	5.990079E-05	4.960266E-08
3.200000E+01	5.991408E-05	4.295767E-08
3.400000E+01	5.992528E-05	3.736081E-08
3.600000E+01	5.993474E-05	3.263218E-08
3.800000E+01	5.994275E-05	2.862486E-08
4.000000E+01	5.994956E-05	2.521849E-08
4.200000E+01	5.995537E-05	2.231427E-08
4.400000E+01	5.996034E-05	1.983084E-08
4.600000E+01	5.996460E-05	1.770104E-08
4.800000E+01	5.996826E-05	1.586928E-08
5.000000E+01	5.997142E-05	1.428944E-08
5.200000E+01	5.997415E-05	1.292311E-08
5.400000E+01	5.997652E-05	1.173828E-08
5.600000E+01	5.997858E-05	1.070815E-08
5.800000E+01	5.998038E-05	9.810259E-09
6.000000E+01	5.998195E-05	9.025713E-09
6.200000E+01	5.998332E-05	8.338590E-09
6.400000E+01	5.998453E-05	7.735436E-09
6.600000E+01	5.998559E-05	7.204853E-09
6.800000E+01	5.998653E-05	6.737160E-09
7.000000E+01	5.998735E-05	6.324118E-09
7.200000E+01	5.998808E-05	5.958695E-09
7.400000E+01	5.998873E-05	5.634877E-09
7.600000E+01	5.998930E-05	5.347505E-09
7.800000E+01	5.998982E-05	5.092149E-09
8.000000E+01	5.999027E-05	4.864991E-09
8.200000E+01	5.999067E-05	4.662735E-09
8.400000E+01	5.999103E-05	4.482531E-09
8.600000E+01	5.999136E-05	4.321904E-09
8.800000E+01	5.999164E-05	4.178707E-09
9.000000E+01	5.999190E-05	4.051068E-09
9.200000E+01	5.999213E-05	3.937353E-09
9.400000E+01	5.999233E-05	3.836133E-09
9.600000E+01	5.999251E-05	3.746156E-09
9.800000E+01	5.999267E-05	3.666323E-09
