# temperature	SE	SE+SE
0.000000E+00	1.491119E-05	4.440659E-08
2.000000E+00	1.492767E-05	3.616667E-08
4.000000E+00	1.494086E-05	2.956807E-08
6.000000E+00	1.495147E-05	2.426728E-08
8.000000E+00	1.496001E-05	1.999522E-08
1.000000E+01	1.496692E-05	1.654080E-08
1.200000E+01	1.497252E-05	1.373812E-08
1.400000E+01	1.497709E-05	1.145648E-08
1.600000E+01	1.498081E-05	9.592675E-09
1.800000E+01	1.498387E-05	8.064986E-09
2.000000E+01	1.498638E-05	6.808530E-09
2.200000E+01	1.498846E-05	5.771641E-09
2.400000E+01	1.499017E-05	4.913061E-09
2.600000E+01	1.499160E-05	4.199744E-09
2.800000E+01	1.499279E-05	3.605143E-09
3.000000E+01	1.499378E-05	3.107866E-09
3.200000E+01	1.499462E-05	2.690628E-09
3.400000E+01	1.499532E-05	2.339417E-09
3.600000E+01	1.499591E-05	2.042842E-09
3.800000E+01	1.499642E-05	1.791616E-09
4.000000E+01	1.499684E-05	1.578144E-09
4.200000E+01	1.499721E-05	1.396199E-09
4.400000E+01	1.499752E-05	1.240657E-09
4.600000E+01	1.499779E-05	1.107294E-09
4.800000E+01	1.499801E-05	9.926175E-10
5.000000E+01	1.499821E-05	8.937282E-10
5.200000E+01	1.499838E-05	8.082167E-10
5.400000E+01	1.499853E-05	7.340733E-10
5.600000E+01	1.499866E-05	6.696180E-10
5.800000E+01	1.499877E-05	6.134421E-10
6.000000E+01	1.499887E-05	5.643617E-10
6.200000E+01	1.499896E-05	5.213792E-10
6.400000E+01	1.499903E-05	4.836518E-10
6.600000E+01	1.499910E-05	4.504656E-10
6.800000E+01	1.499916E-05	4.212144E-10
7.000000E+01	1.499921E-05	3.953824E-10
7.200000E+01	1.499925E-05	3.725294E-10
7.400000E+01	1.499930E-05	3.522790E-10
7.600000E+01	1.499933E-05	3.343084E-10
7.800000E+01	1.499936E-05	3.183404E-10
8.000000E+01	1.499939E-05	3.041359E-10
8.200000E+01	1.499942E-05	2.914889E-10
8.400000E+01	1.499944E-05	2.802210E-10
8.600000E+01	1.499946E-05	2.701774E-10
8.800000E+01	1.499948E-05	2.612238E-10
9.000000E+01	1.499949E-05	2.532430E-10
9.200000E+01	1.499951E-05	2.461330E-10
9.400000E+01	1.499952E-05	2.398043E-10
9.600000E+01	1.499953E-05	2.341786E-10
9.800000E+01	1.499954E-05	2.291872E-10
