# temperature	A	A+A	A+A+A	A+A+A+A	A+A+A+B	A+A+B	A+A+B+B	A+B	A+B+A+B	A+B+B	A+B+B+B	B	B+B	B+B+B	B+B+B+B
0.000000E+00	6.787105E-23	3.316079E-39	1.253041E-56	1.823101E-72	5.222498E-39	2.602411E-21	7.198537E-13	6.120356E-07	5.996940E-04	1.038287E-24	9.346582E-42	3.793370E-22	2.295028E-38	1.974686E-55	9.530629E-72
2.000000E+00	2.157325E-22	2.607601E-38	2.468166E-55	8.208258E-71	3.655213E-38	7.371566E-21	1.287891E-12	8.020493E-07	5.995990E-04	3.904047E-24	8.642247E-41	1.320050E-21	1.621072E-37	3.709322E-54	3.717625E-70
4.000000E+00	2.086853E-23	1.904828E-40	1.384637E-58	3.193554E-75	2.393813E-40	6.350785E-22	2.331642E-12	1.061893E-06	5.994691E-04	4.790693E-22	8.846629E-37	1.497179E-19	1.236876E-33	2.512722E-48	1.779755E-62
6.000000E+00	6.687058E-23	1.529263E-39	2.850274E-57	1.505918E-73	1.737111E-39	1.810536E-21	4.272322E-12	1.420861E-06	5.992896E-04	1.765723E-21	8.468733E-36	5.089493E-19	8.647654E-33	4.781384E-47	7.483881E-61
8.000000E+00	2.153288E-22	1.239975E-38	6.005151E-56	7.284430E-72	1.284936E-38	5.178951E-21	7.920323E-12	1.921046E-06	5.990395E-04	6.456913E-21	8.246919E-35	1.711354E-18	6.057834E-32	9.201349E-46	3.276241E-59
1.000000E+01	8.948486E-22	1.672446E-37	2.740531E-54	9.829289E-70	1.597388E-37	1.907897E-20	1.484330E-11	2.622679E-06	5.986886E-04	1.828420E-20	4.958836E-34	4.438128E-18	2.597073E-31	8.499636E-45	5.509498E-58
1.200000E+01	2.917533E-21	1.384800E-36	6.079614E-53	5.051897E-68	1.232733E-36	5.499672E-20	2.808301E-11	3.611400E-06	5.981943E-04	6.612982E-20	4.986678E-33	1.462431E-17	1.858903E-30	1.686558E-43	2.617364E-56
1.400000E+01	1.229524E-20	1.908263E-35	2.927973E-51	7.286035E-66	1.601660E-35	2.042534E-19	5.354409E-11	5.007936E-06	5.974960E-04	1.859571E-19	3.090830E-32	3.722521E-17	8.249513E-30	1.615341E-42	4.790526E-55
1.600000E+01	4.074345E-20	1.617725E-34	6.880084E-50	4.037610E-64	1.294979E-34	5.942238E-19	1.026633E-10	6.980626E-06	5.965096E-04	6.702892E-19	3.189040E-31	1.205163E-16	6.173527E-29	3.330155E-41	2.477299E-53
1.800000E+01	1.746841E-19	2.282154E-33	3.506671E-48	6.298688E-62	1.761043E-33	2.227059E-18	1.974819E-10	9.761030E-06	5.951193E-04	1.887356E-18	2.019832E-30	3.020384E-16	2.888020E-28	3.325305E-40	4.949062E-52
2.000000E+01	5.897799E-19	1.983540E-32	8.722272E-47	3.792993E-60	1.489265E-32	6.541893E-18	3.801451E-10	1.366244E-05	5.931684E-04	6.834876E-18	2.113872E-29	9.638191E-16	2.279414E-27	7.134828E-39	2.778960E-50
2.200000E+01	2.274674E-18	2.234725E-31	3.225519E-45	3.900187E-58	1.644785E-31	2.184251E-17	7.303637E-10	1.910034E-05	5.904491E-04	2.196748E-17	1.730079E-28	2.700927E-15	1.436591E-26	1.074903E-37	9.842494E-49
2.400000E+01	8.843971E-18	2.542401E-30	1.217107E-43	4.149696E-56	1.844475E-30	7.314684E-17	1.396784E-09	2.661252E-05	5.866923E-04	7.097174E-17	1.414255E-27	7.529703E-15	9.216122E-26	1.645017E-36	3.585474E-47
2.600000E+01	3.461172E-17	2.914430E-29	4.663161E-42	4.540437E-54	2.091828E-29	2.453389E-16	2.651793E-09	3.687512E-05	5.815598E-04	2.303136E-16	1.150480E-26	2.088797E-14	5.979152E-25	2.545724E-35	1.331247E-45
2.800000E+01	1.280035E-16	2.970737E-28	1.502102E-40	3.972444E-52	2.114283E-28	7.739075E-16	4.984060E-09	5.070833E-05	5.746408E-04	7.964326E-16	1.048493E-25	6.127807E-14	4.403328E-24	4.757484E-34	6.369918E-44
3.000000E+01	5.044486E-16	3.429717E-27	5.844341E-39	4.504382E-50	2.423645E-27	2.589879E-15	9.248488E-09	6.906414E-05	5.654587E-04	2.587934E-15	8.344164E-25	1.680430E-13	2.862245E-23	7.382560E-33	2.381566E-42
3.200000E+01	1.986694E-15	3.952271E-26	2.272012E-37	5.140053E-48	2.775586E-26	8.626266E-15	1.689717E-08	9.298660E-05	5.534898E-04	8.368636E-15	6.529526E-24	4.574562E-13	1.845910E-22	1.135563E-31	8.808594E-41
3.400000E+01	7.795878E-15	4.528847E-25	8.777646E-36	5.861396E-46	3.163006E-25	2.852247E-14	3.031321E-08	1.235365E-04	5.382014E-04	2.681060E-14	5.003012E-23	1.234105E-12	1.174923E-21	1.719187E-30	3.193486E-39
3.600000E+01	2.865062E-14	4.570013E-24	2.809747E-34	5.243779E-44	3.176045E-24	8.803387E-14	5.325466E-08	1.616754E-04	5.191091E-04	8.984032E-14	4.204272E-22	3.492290E-12	8.263410E-21	3.035745E-29	1.423541E-37
3.800000E+01	1.107392E-13	5.133210E-23	1.059352E-32	5.887029E-42	3.550948E-23	2.849294E-13	9.138023E-08	2.081117E-04	4.958527E-04	2.783336E-13	3.041370E-21	9.183273E-12	5.040197E-20	4.347485E-28	4.807654E-36
4.000000E+01	6.300383E-13	1.260145E-21	1.294317E-30	3.200328E-39	8.674580E-22	1.354041E-12	1.527649E-07	2.631242E-04	4.682851E-04	5.657221E-13	9.573472E-21	1.595068E-11	1.347896E-19	1.814994E-27	3.144349E-35
4.200000E+01	5.673239E-12	7.834129E-20	6.389982E-28	1.131578E-35	5.360603E-20	1.016388E-11	2.482306E-07	3.263891E-04	4.365572E-04	6.973023E-13	1.123741E-20	1.693653E-11	1.354791E-19	1.752821E-27	2.925952E-35
4.400000E+01	1.987713E-11	7.470048E-19	1.898775E-26	9.543737E-34	5.070273E-19	2.964754E-11	3.912461E-07	3.968542E-04	4.011816E-04	2.109001E-12	8.070075E-20	4.451484E-11	8.398407E-19	2.602505E-26	1.042865E-33
4.600000E+01	6.131865E-11	5.604347E-18	3.942200E-25	5.047963E-32	3.761829E-18	7.612096E-11	5.971528E-07	4.727053E-04	3.630501E-04	6.887262E-12	6.873497E-19	1.274685E-10	6.224522E-18	5.069432E-25	5.348415E-32
4.800000E+01	1.855445E-10	4.111837E-17	7.916480E-24	2.582943E-30	2.719459E-17	1.919099E-10	8.816251E-07	5.514661E-04	3.233850E-04	2.172731E-11	5.560147E-18	3.557179E-10	4.415731E-17	9.277936E-24	2.528811E-30
5.000000E+01	5.515564E-10	2.962454E-16	1.545782E-22	1.286767E-28	1.923281E-16	4.766807E-10	1.258591E-06	6.302425E-04	2.836194E-04	6.596553E-11	4.238228E-17	9.631778E-10	2.973100E-16	1.574929E-22	1.083431E-28
5.200000E+01	1.592494E-09	2.049969E-15	2.836787E-21	5.958844E-27	1.302361E-15	1.156015E-09	1.738209E-06	7.060802E-04	2.452196E-04	1.947160E-10	3.103913E-16	2.553885E-09	1.935356E-15	2.548911E-21	4.363246E-27
5.400000E+01	4.456300E-09	1.356768E-14	4.859907E-20	2.538947E-25	8.420572E-15	2.738974E-09	2.325667E-06	7.763548E-04	2.094917E-04	5.598728E-10	2.189324E-15	6.635449E-09	1.219484E-14	3.939427E-20	1.655197E-25
