# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
2.600000E+01	1.881021E-10	2.412130E-16	4.999792E-06	2.011735E-11	2.080975E-10	7.321093E-18	1.224123E-13	4.154915E-06	4.225326E-07
2.800000E+01	3.055122E-10	5.133753E-16	4.999670E-06	2.492760E-11	3.302568E-10	1.542943E-17	1.839727E-13	4.389605E-06	3.051849E-07
3.000000E+01	4.962016E-10	1.081054E-15	4.999473E-06	3.039413E-11	5.263238E-10	3.290581E-17	2.740168E-13	4.568428E-06	2.157708E-07
3.200000E+01	8.056842E-10	2.251923E-15	4.999158E-06	3.658773E-11	8.418705E-10	7.110405E-17	4.058695E-13	4.699246E-06	1.503587E-07
3.400000E+01	1.307508E-09	4.642315E-15	4.998649E-06	4.362821E-11	1.350545E-09	1.557383E-16	5.995072E-13	4.792106E-06	1.039248E-07
3.600000E+01	2.120229E-09	9.479164E-15	4.997828E-06	5.168967E-11	2.171003E-09	3.456454E-16	8.848273E-13	4.856700E-06	7.162364E-08
3.800000E+01	3.434117E-09	1.919200E-14	4.996505E-06	6.100268E-11	3.493850E-09	7.766676E-16	1.306524E-12	4.901091E-06	4.942345E-08
4.000000E+01	5.553477E-09	3.858086E-14	4.994375E-06	7.186971E-11	5.623489E-09	1.764285E-15	1.931073E-12	4.931419E-06	3.425340E-08
4.200000E+01	8.961807E-09	7.710781E-14	4.990953E-06	8.467511E-11	9.043771E-09	4.044390E-15	2.857154E-12	4.952114E-06	2.389912E-08
4.400000E+01	1.442234E-08	1.534185E-13	4.985477E-06	9.991101E-11	1.451831E-08	9.335814E-15	4.230480E-12	4.966263E-06	1.681647E-08
4.600000E+01	2.312991E-08	3.042627E-13	4.976751E-06	1.182073E-10	2.324242E-08	2.164734E-14	6.264911E-12	4.975976E-06	1.194970E-08
4.800000E+01	3.693637E-08	6.021008E-13	4.962922E-06	1.403696E-10	3.706858E-08	5.028459E-14	9.271765E-12	4.982681E-06	8.584650E-09
5.000000E+01	5.867637E-08	1.189755E-12	4.941154E-06	1.674228E-10	5.883223E-08	1.166680E-13	1.369923E-11	4.987338E-06	6.240481E-09
5.200000E+01	9.262101E-08	2.348066E-12	4.907174E-06	2.006550E-10	9.280562E-08	2.694789E-13	2.018297E-11	4.990592E-06	4.593679E-09
5.400000E+01	1.450748E-07	4.625888E-12	4.854674E-06	2.416476E-10	1.452949E-07	6.173552E-13	2.960592E-11	4.992876E-06	3.426149E-09
5.600000E+01	2.250892E-07	9.082610E-12	4.774600E-06	2.922649E-10	2.253537E-07	1.396671E-12	4.315862E-11	4.994484E-06	2.590304E-09
5.800000E+01	3.451617E-07	1.771821E-11	4.654448E-06	3.545490E-10	3.454831E-07	3.104008E-12	6.237726E-11	4.995612E-06	1.985767E-09
6.000000E+01	5.215796E-07	3.417082E-11	4.477922E-06	4.304327E-10	5.219758E-07	6.732683E-12	8.911101E-11	4.996393E-06	1.543863E-09
6.200000E+01	7.736941E-07	6.467042E-11	4.225655E-06	5.211382E-10	7.741910E-07	1.413494E-11	1.253315E-10	4.996919E-06	1.217292E-09
6.400000E+01	1.120911E-06	1.188782E-10	3.878225E-06	6.261182E-10	1.121546E-06	2.842167E-11	1.726546E-10	4.997255E-06	9.732524E-10
6.600000E+01	1.575868E-06	2.093981E-10	3.422971E-06	7.415082E-10	1.576689E-06	5.401095E-11	2.314445E-10	4.997449E-06	7.888193E-10
6.800000E+01	2.133169E-06	3.476496E-10	2.865277E-06	8.584928E-10	2.134233E-06	9.547298E-11	2.995361E-10	4.997546E-06	6.478499E-10
7.000000E+01	2.757092E-06	5.343850E-10	2.240876E-06	9.629124E-10	2.758444E-06	1.543359E-10	3.711305E-10	4.997588E-06	5.388837E-10
7.200000E+01	3.379299E-06	7.492857E-10	1.618165E-06	1.038330E-09	3.380948E-06	2.250155E-10	4.372090E-10	4.997617E-06	4.537162E-10
7.400000E+01	3.920167E-06	9.534632E-10	1.076853E-06	1.073338E-09	3.922069E-06	2.946819E-10	4.887342E-10	4.997665E-06	3.864220E-10
7.600000E+01	4.327595E-06	1.111846E-09	6.691124E-07	1.068401E-09	4.329666E-06	3.503939E-10	5.212228E-10	4.997745E-06	3.326836E-10
7.800000E+01	4.598395E-06	1.214257E-09	3.981413E-07	1.034823E-09	4.600548E-06	3.869767E-10	5.363884E-10	4.997850E-06	2.893275E-10
8.000000E+01	4.763115E-06	1.272603E-09	2.333527E-07	9.868248E-10	4.765294E-06	4.071143E-10	5.394274E-10	4.997966E-06	2.540019E-10
8.200000E+01	4.858536E-06	1.305020E-09	1.379187E-07	9.351599E-10	4.860713E-06	4.163193E-10	5.355163E-10	4.998079E-06	2.249488E-10
8.400000E+01	4.912870E-06	1.325898E-09	8.359193E-08	8.858215E-10	4.915041E-06	4.193294E-10	5.282836E-10	4.998184E-06	2.008426E-10
8.600000E+01	4.943918E-06	1.344130E-09	5.255220E-08	8.413957E-10	4.946089E-06	4.192297E-10	5.198619E-10	4.998277E-06	1.806749E-10
8.800000E+01	4.961936E-06	1.364590E-09	3.453251E-08	8.026132E-10	4.964121E-06	4.177923E-10	5.113899E-10	4.998359E-06	1.636712E-10
9.000000E+01	4.972618E-06	1.389804E-09	2.383260E-08	7.693501E-10	4.974832E-06	4.159764E-10	5.034392E-10	4.998429E-06	1.492317E-10
9.200000E+01	4.979103E-06	1.421056E-09	1.731418E-08	7.411525E-10	4.981361E-06	4.142855E-10	4.962789E-10	4.998489E-06	1.368876E-10
9.400000E+01	4.983127E-06	1.459013E-09	1.323739E-08	7.174799E-10	4.985447E-06	4.129773E-10	4.900212E-10	4.998540E-06	1.262696E-10
9.600000E+01	4.985671E-06	1.504051E-09	1.062276E-08	6.978093E-10	4.988068E-06	4.121791E-10	4.846985E-10	4.998583E-06	1.170843E-10
9.800000E+01	4.987298E-06	1.556424E-09	8.907910E-09	6.816728E-10	4.989788E-06	4.119488E-10	4.803035E-10	4.998620E-06	1.090966E-10
