# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	5.324319E-13	1.896934E-20	9.999999E-06	5.977489E-13	1.053508E-12	7.089475E-22	2.788460E-16	5.656916E-07	4.717154E-06
2.000000E+00	8.220094E-13	3.807094E-20	9.999998E-06	8.391376E-13	1.660700E-12	1.792565E-21	5.357397E-16	7.344842E-07	4.632757E-06
4.000000E+00	1.314117E-12	8.205957E-20	9.999997E-06	1.217627E-12	2.529086E-12	4.139423E-21	9.840164E-16	9.473910E-07	4.526304E-06
6.000000E+00	2.099963E-12	1.770258E-19	9.999996E-06	1.761791E-12	3.860052E-12	9.383007E-21	1.789303E-15	1.213180E-06	4.393409E-06
8.000000E+00	3.360151E-12	3.834617E-19	9.999994E-06	2.543857E-12	5.901531E-12	2.084481E-20	3.214360E-15	1.541021E-06	4.229488E-06
1.000000E+01	5.386382E-12	8.344588E-19	9.999991E-06	3.662659E-12	9.042545E-12	4.543762E-20	5.699609E-15	1.939716E-06	4.030140E-06
1.200000E+01	8.640325E-12	1.818594E-18	9.999986E-06	5.243965E-12	1.391209E-11	9.764980E-20	9.982469E-15	2.416484E-06	3.791756E-06
1.400000E+01	1.397031E-11	4.022786E-18	9.999979E-06	7.505212E-12	2.134727E-11	2.044920E-19	1.713530E-14	2.975228E-06	3.512382E-06
1.600000E+01	2.251417E-11	8.819580E-18	9.999967E-06	1.059311E-11	3.304776E-11	4.280350E-19	2.913359E-14	3.614332E-06	3.192829E-06
1.800000E+01	3.643614E-11	1.942363E-17	9.999949E-06	1.481727E-11	5.123909E-11	8.850354E-19	4.865913E-14	4.324282E-06	2.837851E-06
2.000000E+01	5.920066E-11	4.287909E-17	9.999920E-06	2.047946E-11	7.958656E-11	1.814487E-18	7.979244E-14	5.085774E-06	2.457103E-06
2.200000E+01	9.637132E-11	9.434429E-17	9.999876E-06	2.784086E-11	1.240837E-10	3.715621E-18	1.286359E-13	5.869402E-06	2.065285E-06
2.400000E+01	1.571916E-10	2.066251E-16	9.999806E-06	3.715517E-11	1.941415E-10	7.621297E-18	2.037744E-13	6.638144E-06	1.680909E-06
2.600000E+01	2.567037E-10	4.492391E-16	9.999695E-06	4.858724E-11	3.049744E-10	1.572420E-17	3.174933E-13	7.353180E-06	1.323386E-06
2.800000E+01	4.193954E-10	9.674425E-16	9.999518E-06	6.222315E-11	4.811655E-10	3.275180E-17	4.873856E-13	7.981821E-06	1.009058E-06
3.000000E+01	6.850737E-10	2.060656E-15	9.999237E-06	7.811741E-11	7.624590E-10	6.905570E-17	7.389578E-13	8.504441E-06	7.477400E-07
3.200000E+01	1.118093E-09	4.336904E-15	9.998786E-06	9.634829E-11	1.213340E-09	1.476961E-16	1.109990E-12	8.917099E-06	5.414017E-07
