# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
3.400000E+01	1.822510E-09	9.019571E-15	9.998060E-06	1.171170E-10	1.937968E-09	3.206789E-16	1.656757E-12	9.228972E-06	3.854544E-07
3.600000E+01	2.965940E-09	1.854937E-14	9.996893E-06	1.407939E-10	3.104306E-09	7.067066E-16	2.463560E-12	9.456747E-06	2.715547E-07
3.800000E+01	4.817623E-09	3.777076E-14	9.995014E-06	1.679605E-10	4.981999E-09	1.579189E-15	3.656432E-12	9.619075E-06	1.903769E-07
4.000000E+01	7.807957E-09	7.626350E-14	9.991992E-06	1.994299E-10	8.002109E-09	3.572447E-15	5.423371E-12	9.732939E-06	1.334283E-07
4.200000E+01	1.262132E-08	1.529385E-13	9.987142E-06	2.362851E-10	1.284985E-08	8.164885E-15	8.043659E-12	9.812103E-06	9.382636E-08
4.400000E+01	2.033881E-08	3.051107E-13	9.979381E-06	2.799344E-10	2.060739E-08	1.880902E-14	1.193025E-11	9.866947E-06	6.638058E-08
4.600000E+01	3.265490E-08	6.064536E-13	9.967012E-06	3.321948E-10	3.297053E-08	4.356059E-14	1.769024E-11	9.904953E-06	4.734840E-08
4.800000E+01	5.220075E-08	1.202580E-12	9.947401E-06	3.954044E-10	5.257214E-08	1.011427E-13	2.620947E-11	9.931369E-06	3.410473E-08
5.000000E+01	8.301599E-08	2.381521E-12	9.916507E-06	4.725625E-10	8.345400E-08	2.347553E-13	3.876808E-11	9.949813E-06	2.483764E-08
5.200000E+01	1.312166E-07	4.712689E-12	9.868207E-06	5.674882E-10	1.317352E-07	5.429751E-13	5.719267E-11	9.962761E-06	1.830695E-08
5.400000E+01	2.059008E-07	9.318092E-12	9.793396E-06	6.849762E-10	2.065179E-07	1.247239E-12	8.404517E-11	9.971898E-06	1.366659E-08
5.600000E+01	3.202964E-07	1.839101E-11	9.678836E-06	8.308891E-10	3.210356E-07	2.834466E-12	1.228358E-10	9.978368E-06	1.033924E-08
5.800000E+01	4.930526E-07	3.615440E-11	9.505863E-06	1.012085E-09	4.939460E-07	6.344951E-12	1.782171E-10	9.982950E-06	7.929921E-09
6.000000E+01	7.493497E-07	7.053151E-11	9.249273E-06	1.235981E-09	7.504428E-07	1.391626E-11	2.560596E-10	9.986173E-06	6.167281E-09
6.200000E+01	1.121077E-06	1.357806E-10	8.877142E-06	1.509428E-09	1.122435E-06	2.971120E-11	3.632177E-10	9.988400E-06	4.863872E-09
6.400000E+01	1.644645E-06	2.559198E-10	8.353007E-06	1.836479E-09	1.646364E-06	6.124455E-11	5.066591E-10	9.989878E-06	3.889402E-09
6.600000E+01	2.354227E-06	4.673363E-10	7.642624E-06	2.214602E-09	2.356443E-06	1.206434E-10	6.915268E-10	9.990789E-06	3.152683E-09
6.800000E+01	3.268064E-06	8.159659E-10	6.727675E-06	2.629456E-09	3.270959E-06	2.242575E-10	9.177967E-10	9.991274E-06	2.589420E-09
7.000000E+01	4.367916E-06	1.341221E-09	5.626352E-06	3.049851E-09	4.371697E-06	3.876492E-10	1.175930E-09	9.991466E-06	2.153935E-09
7.200000E+01	5.579531E-06	2.042630E-09	4.412956E-06	3.427476E-09	5.584372E-06	6.138810E-10	1.443752E-09	9.991502E-06	1.813510E-09
7.400000E+01	6.773957E-06	2.846948E-09	3.216641E-06	3.707990E-09	6.779909E-06	8.805836E-10	1.689062E-09	9.991514E-06	1.544508E-09
7.600000E+01	7.809204E-06	3.620469E-09	2.179701E-06	3.854389E-09	7.816134E-06	1.141910E-09	1.881145E-09	9.991605E-06	1.329700E-09
7.800000E+01	8.595828E-06	4.243005E-09	1.391819E-06	3.867308E-09	8.603469E-06	1.353359E-09	2.005416E-09	9.991814E-06	1.156411E-09
8.000000E+01	9.129263E-06	4.675007E-09	8.576051E-07	3.781369E-09	9.137333E-06	1.496842E-09	2.067889E-09	9.992120E-06	1.015233E-09
8.200000E+01	9.463027E-06	4.950699E-09	5.234298E-07	3.641501E-09	9.471323E-06	1.580694E-09	2.086187E-09	9.992474E-06	8.991319E-10
8.400000E+01	9.662753E-06	5.129103E-09	3.235055E-07	3.483278E-09	9.671169E-06	1.623525E-09	2.078238E-09	9.992833E-06	8.028024E-10
8.600000E+01	9.780397E-06	5.260315E-09	2.057540E-07	3.327886E-09	9.788905E-06	1.642088E-09	2.057041E-09	9.993171E-06	7.222104E-10
8.800000E+01	9.849922E-06	5.377316E-09	1.361382E-07	3.185496E-09	9.858536E-06	1.647785E-09	2.030539E-09	9.993475E-06	6.542603E-10
9.000000E+01	9.891595E-06	5.499409E-09	9.434631E-08	3.059848E-09	9.900356E-06	1.647455E-09	2.003153E-09	9.993744E-06	5.965550E-10
9.200000E+01	9.917057E-06	5.637348E-09	6.871645E-08	2.951474E-09	9.926016E-06	1.644954E-09	1.977208E-09	9.993977E-06	5.472217E-10
9.400000E+01	9.932926E-06	5.797086E-09	5.262031E-08	2.859492E-09	9.942141E-06	1.642396E-09	1.953865E-09	9.994177E-06	5.047851E-10
9.600000E+01	9.942984E-06	5.982033E-09	4.226988E-08	2.782514E-09	9.952515E-06	1.640918E-09	1.933658E-09	9.994348E-06	4.680730E-10
9.800000E+01	9.949423E-06	6.194311E-09	3.546962E-08	2.719062E-09	9.959331E-06	1.641116E-09	1.916790E-09	9.994492E-06	4.361465E-10
