# temperature	SE	SE+SE
0.000000E+00	5.083504E-05	4.582481E-06
2.000000E+00	5.258008E-05	3.709962E-06
4.000000E+00	5.403194E-05	2.984030E-06
6.000000E+00	5.522091E-05	2.389547E-06
8.000000E+00	5.618242E-05	1.908789E-06
1.000000E+01	5.695269E-05	1.523654E-06
1.200000E+01	5.756568E-05	1.217162E-06
1.400000E+01	5.805144E-05	9.742786E-07
1.600000E+01	5.843556E-05	7.822179E-07
1.800000E+01	5.873916E-05	6.304217E-07
2.000000E+01	5.897930E-05	5.103490E-07
2.200000E+01	5.916962E-05	4.151909E-07
2.400000E+01	5.932085E-05	3.395734E-07
2.600000E+01	5.944143E-05	2.792831E-07
2.800000E+01	5.953794E-05	2.310295E-07
3.000000E+01	5.961550E-05	1.922477E-07
3.200000E+01	5.967812E-05	1.609396E-07
3.400000E+01	5.972890E-05	1.355475E-07
3.600000E+01	5.977029E-05	1.148551E-07
3.800000E+01	5.980418E-05	9.791056E-08
4.000000E+01	5.983207E-05	8.396706E-08
4.200000E+01	5.985513E-05	7.243674E-08
4.400000E+01	5.987429E-05	6.285529E-08
4.600000E+01	5.989029E-05	5.485469E-08
4.800000E+01	5.990372E-05	4.814210E-08
5.000000E+01	5.991503E-05	4.248362E-08
5.200000E+01	5.992462E-05	3.769165E-08
5.400000E+01	5.993277E-05	3.361515E-08
5.600000E+01	5.993974E-05	3.013202E-08
5.800000E+01	5.994571E-05	2.714312E-08
6.000000E+01	5.995086E-05	2.456766E-08
6.200000E+01	5.995532E-05	2.233952E-08
6.400000E+01	5.995919E-05	2.040437E-08
6.600000E+01	5.996257E-05	1.871741E-08
6.800000E+01	5.996552E-05	1.724151E-08
7.000000E+01	5.996811E-05	1.594582E-08
7.200000E+01	5.997039E-05	1.480460E-08
7.400000E+01	5.997241E-05	1.379627E-08
7.600000E+01	5.997419E-05	1.290270E-08
7.800000E+01	5.997578E-05	1.210859E-08
8.000000E+01	5.997720E-05	1.140097E-08
8.200000E+01	5.997846E-05	1.076885E-08
8.400000E+01	5.997959E-05	1.020283E-08
8.600000E+01	5.998061E-05	9.694876E-09
8.800000E+01	5.998152E-05	9.238107E-09
9.000000E+01	5.998235E-05	8.826587E-09
9.200000E+01	5.998309E-05	8.455193E-09
9.400000E+01	5.998376E-05	8.119487E-09
9.600000E+01	5.998437E-05	7.815616E-09
9.800000E+01	5.998492E-05	7.540221E-09
