# temperature	SE	SE+SE
0.000000E+00	1.233772E-05	2.243831E-03
2.000000E+00	1.615745E-05	2.241921E-03
4.000000E+00	2.107315E-05	2.239463E-03
6.000000E+00	2.737102E-05	2.236314E-03
8.000000E+00	3.540306E-05	2.232298E-03
1.000000E+01	4.559924E-05	2.227200E-03
1.200000E+01	5.848095E-05	2.220760E-03
1.400000E+01	7.467528E-05	2.212662E-03
1.600000E+01	9.492960E-05	2.202535E-03
1.800000E+01	1.201255E-04	2.189937E-03
2.000000E+01	1.512901E-04	2.174355E-03
2.200000E+01	1.896040E-04	2.155198E-03
2.400000E+01	2.364002E-04	2.131800E-03
2.600000E+01	2.931537E-04	2.103423E-03
2.800000E+01	3.614538E-04	2.069273E-03
3.000000E+01	4.429558E-04	2.028522E-03
3.200000E+01	5.393051E-04	1.980347E-03
3.400000E+01	6.520302E-04	1.923985E-03
3.600000E+01	7.824010E-04	1.858800E-03
3.800000E+01	9.312557E-04	1.784372E-03
4.000000E+01	1.098805E-03	1.700597E-03
4.200000E+01	1.284438E-03	1.607781E-03
4.400000E+01	1.486549E-03	1.506725E-03
4.600000E+01	1.702448E-03	1.398776E-03
4.800000E+01	1.928372E-03	1.285814E-03
5.000000E+01	2.159656E-03	1.170172E-03
5.200000E+01	2.391054E-03	1.054473E-03
5.400000E+01	2.617192E-03	9.414038E-04
5.600000E+01	2.833076E-03	8.334622E-04
5.800000E+01	3.034552E-03	7.327238E-04
6.000000E+01	3.218641E-03	6.406793E-04
6.200000E+01	3.383664E-03	5.581679E-04
6.400000E+01	3.529178E-03	4.854110E-04
6.600000E+01	3.655760E-03	4.221201E-04
6.800000E+01	3.764716E-03	3.676420E-04
7.000000E+01	3.857785E-03	3.211073E-04
7.200000E+01	3.936888E-03	2.815558E-04
7.400000E+01	4.003941E-03	2.480293E-04
7.600000E+01	4.060738E-03	2.196308E-04
7.800000E+01	4.108887E-03	1.955563E-04
8.000000E+01	4.149787E-03	1.751064E-04
8.200000E+01	4.184629E-03	1.576853E-04
8.400000E+01	4.214415E-03	1.427927E-04
8.600000E+01	4.239976E-03	1.300121E-04
8.800000E+01	4.262001E-03	1.189994E-04
9.000000E+01	4.281059E-03	1.094704E-04
9.200000E+01	4.297618E-03	1.011911E-04
9.400000E+01	4.312063E-03	9.396858E-05
9.600000E+01	4.324713E-03	8.764341E-05
9.800000E+01	4.335833E-03	8.208353E-05
