# concentration (uM) 	 Tm (C)
3.000000E+00	5.212509E+00
6.000000E+00	5.286245E+00
1.500000E+01	5.493896E+00
3.000000E+01	5.803825E+00
6.000000E+01	6.408966E+00
1.500000E+02	7.773717E+00
3.000000E+02	9.424586E+00
6.000000E+02	1.166345E+01
1.500000E+03	1.567460E+01
1.800000E+03	1.662842E+01
2.400000E+03	1.822563E+01
3.000000E+03	1.956431E+01
4.500000E+03	2.220382E+01
