# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	2.701390E-13	4.883134E-21	2.000000E-06	1.308407E-13	4.152835E-13	1.101609E-22	4.742115E-17	2.440510E-07	8.779744E-07
2.000000E+00	4.361426E-13	1.071759E-20	1.999999E-06	1.899591E-13	6.259930E-13	2.547014E-22	8.616028E-17	3.133701E-07	8.433149E-07
4.000000E+00	6.899545E-13	2.262048E-20	1.999999E-06	2.688931E-13	9.634013E-13	6.006577E-22	1.576613E-16	3.984817E-07	8.007590E-07
6.000000E+00	1.099000E-12	4.848515E-20	1.999999E-06	3.808158E-13	1.475153E-12	1.370344E-21	2.824243E-16	5.010717E-07	7.494640E-07
8.000000E+00	1.735203E-12	1.022598E-19	1.999998E-06	5.302161E-13	2.285614E-12	3.126614E-21	5.024598E-16	6.219811E-07	6.890092E-07
1.000000E+01	2.773848E-12	2.212972E-19	1.999996E-06	7.396217E-13	3.511841E-12	6.853364E-21	8.679943E-16	7.606165E-07	6.196914E-07
1.200000E+01	4.422270E-12	4.763936E-19	1.999995E-06	1.015524E-12	5.436340E-12	1.491077E-20	1.475936E-15	9.143217E-07	5.428386E-07
1.400000E+01	7.062481E-12	1.028087E-18	1.999992E-06	1.374617E-12	8.445399E-12	3.200603E-20	2.456049E-15	1.077923E-06	4.610380E-07
1.600000E+01	1.131825E-11	2.228922E-18	1.999987E-06	1.832591E-12	1.314762E-11	6.774690E-20	3.988572E-15	1.243788E-06	3.781050E-07
1.800000E+01	1.816524E-11	4.827786E-18	1.999979E-06	2.396315E-12	2.055513E-11	1.424290E-19	6.332132E-15	1.402752E-06	2.986230E-07
2.000000E+01	2.920487E-11	1.043526E-17	1.999968E-06	3.071003E-12	3.226543E-11	2.982285E-19	9.833142E-15	1.545931E-06	2.270331E-07
2.200000E+01	4.702038E-11	2.245909E-17	1.999949E-06	3.857683E-12	5.086288E-11	6.243145E-19	1.497454E-14	1.666861E-06	1.665678E-07
2.400000E+01	7.579504E-11	4.804032E-17	1.999919E-06	4.757845E-12	8.052446E-11	1.311137E-18	2.244599E-14	1.762894E-06	1.185505E-07
2.600000E+01	1.222892E-10	1.019505E-16	1.999872E-06	5.776595E-12	1.280332E-10	2.771325E-18	3.326501E-14	1.835139E-06	8.242780E-08
2.800000E+01	1.974819E-10	2.145027E-16	1.999796E-06	6.927342E-12	2.043606E-10	5.908003E-18	4.894251E-14	1.887178E-06	5.640763E-08
3.000000E+01	3.191480E-10	4.472137E-16	1.999673E-06	8.230892E-12	3.273058E-10	1.272548E-17	7.174657E-14	1.923490E-06	3.825067E-08
3.200000E+01	5.160679E-10	9.239268E-16	1.999474E-06	9.716390E-12	5.256810E-10	2.772352E-17	1.050730E-13	1.948299E-06	2.584543E-08
3.400000E+01	8.347590E-10	1.892206E-15	1.999154E-06	1.142166E-11	8.460302E-10	6.111512E-17	1.539983E-13	1.965039E-06	1.747466E-08
3.600000E+01	1.350172E-09	3.843994E-15	1.998636E-06	1.339413E-11	1.363348E-09	1.363086E-16	2.261045E-13	1.976267E-06	1.185947E-08
3.800000E+01	2.182623E-09	7.752600E-15	1.997802E-06	1.569334E-11	2.197996E-09	3.073833E-16	3.326924E-13	1.983789E-06	8.097272E-09
4.000000E+01	3.524299E-09	1.553772E-14	1.996457E-06	1.839421E-11	3.542232E-09	7.000208E-16	4.905660E-13	1.988838E-06	5.571330E-09
4.200000E+01	5.680380E-09	3.097861E-14	1.994298E-06	2.159180E-11	5.701306E-09	1.607321E-15	7.246191E-13	1.992242E-06	3.867984E-09
4.400000E+01	9.131881E-09	6.150733E-14	1.990843E-06	2.540697E-11	9.156332E-09	3.713328E-15	1.071544E-12	1.994549E-06	2.712469E-09
4.600000E+01	1.463011E-08	1.217296E-13	1.985340E-06	2.999348E-11	1.465874E-08	8.610629E-15	1.585036E-12	1.996122E-06	1.922980E-09
4.800000E+01	2.333518E-08	2.403161E-13	1.976629E-06	3.554586E-11	2.336882E-08	1.998465E-14	2.342893E-12	1.997204E-06	1.379244E-09
5.000000E+01	3.701232E-08	4.733949E-13	1.962944E-06	4.230715E-11	3.705202E-08	4.627484E-14	3.456280E-12	1.997951E-06	1.001498E-09
5.200000E+01	5.829568E-08	9.301737E-13	1.941652E-06	5.057346E-11	5.834282E-08	1.065003E-13	5.080940E-12	1.998471E-06	7.366349E-10
5.400000E+01	9.101245E-08	1.820592E-12	1.908923E-06	6.069000E-11	9.106887E-08	2.425349E-13	7.428890E-12	1.998834E-06	5.491082E-10
5.600000E+01	1.405150E-07	3.539539E-12	1.859405E-06	7.302736E-11	1.405832E-07	5.435405E-13	1.077649E-11	1.999086E-06	4.149852E-10
5.800000E+01	2.138700E-07	6.802591E-12	1.786028E-06	8.791931E-11	2.139537E-07	1.190443E-12	1.545966E-11	1.999261E-06	3.180459E-10
6.000000E+01	3.195725E-07	1.282782E-11	1.680296E-06	1.055340E-10	3.196768E-07	2.525280E-12	2.183888E-11	1.999378E-06	2.472210E-10
6.200000E+01	4.661886E-07	2.347958E-11	1.533639E-06	1.256477E-10	4.663208E-07	5.128228E-12	3.020690E-11	1.999454E-06	1.949007E-10
6.400000E+01	6.591384E-07	4.110673E-11	1.340632E-06	1.473166E-10	6.593077E-07	9.821821E-12	4.061060E-11	1.999500E-06	1.558137E-10
6.600000E+01	8.952601E-07	6.758206E-11	1.104436E-06	1.685482E-10	8.954763E-07	1.742200E-11	5.259368E-11	1.999526E-06	1.262801E-10
6.800000E+01	1.156967E-06	1.022665E-10	8.426417E-07	1.862971E-10	1.157237E-06	2.806995E-11	6.498354E-11	1.999541E-06	1.037102E-10
7.000000E+01	1.411966E-06	1.401523E-10	5.875564E-07	1.973024E-10	1.412287E-06	4.045614E-11	7.602529E-11	1.999554E-06	8.626616E-11
7.200000E+01	1.625258E-06	1.733162E-10	3.741952E-07	1.998045E-10	1.625617E-06	5.202017E-11	8.410901E-11	1.999571E-06	7.263266E-11
7.400000E+01	1.777964E-06	1.961284E-10	2.214493E-07	1.947733E-10	1.778341E-06	6.058330E-11	8.866392E-11	1.999593E-06	6.186011E-11
7.600000E+01	1.873966E-06	2.084849E-10	1.254323E-07	1.851067E-10	1.874346E-06	6.566704E-11	9.028005E-11	1.999618E-06	5.325707E-11
7.800000E+01	1.929331E-06	2.137527E-10	7.006790E-08	1.737145E-10	1.929706E-06	6.808444E-11	9.001819E-11	1.999644E-06	4.631573E-11
8.000000E+01	1.959908E-06	2.154676E-10	3.949887E-08	1.624610E-10	1.960275E-06	6.889232E-11	8.878196E-11	1.999667E-06	4.065987E-11
8.200000E+01	1.976595E-06	2.159940E-10	2.282086E-08	1.522150E-10	1.976954E-06	6.886837E-11	8.714220E-11	1.999689E-06	3.600826E-11
8.400000E+01	1.985770E-06	2.166195E-10	1.365329E-08	1.432498E-10	1.986124E-06	6.847214E-11	8.540839E-11	1.999707E-06	3.214876E-11
8.600000E+01	1.990909E-06	2.179723E-10	8.519950E-09	1.355595E-10	1.991260E-06	6.794918E-11	8.373432E-11	1.999723E-06	2.891990E-11
8.800000E+01	1.993856E-06	2.203371E-10	5.574411E-09	1.290311E-10	1.994209E-06	6.742437E-11	8.219127E-11	1.999736E-06	2.619769E-11
9.000000E+01	1.995591E-06	2.238343E-10	3.837326E-09	1.235243E-10	1.995948E-06	6.695920E-11	8.080897E-11	1.999748E-06	2.388606E-11
9.200000E+01	1.996641E-06	2.285120E-10	2.783439E-09	1.189036E-10	1.997004E-06	6.658271E-11	7.959676E-11	1.999758E-06	2.190995E-11
9.400000E+01	1.997290E-06	2.343893E-10	2.125982E-09	1.150496E-10	1.997663E-06	6.630747E-11	7.855412E-11	1.999766E-06	2.021021E-11
9.600000E+01	1.997700E-06	2.414771E-10	1.705005E-09	1.118606E-10	1.998085E-06	6.613771E-11	7.767604E-11	1.999773E-06	1.873985E-11
9.800000E+01	1.997962E-06	2.497881E-10	1.429189E-09	1.092521E-10	1.998362E-06	6.607349E-11	7.695550E-11	1.999779E-06	1.746123E-11
