# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	1.109505E-12	8.237258E-20	9.999999E-05	4.018184E-12	5.055600E-12	1.632614E-20	4.316632E-15	1.824843E-06	4.908758E-05
2.000000E+00	1.782334E-12	1.789857E-19	9.999999E-05	5.905697E-12	7.659123E-12	3.812857E-20	8.019869E-15	2.384010E-06	4.880799E-05
4.000000E+00	2.866549E-12	3.904628E-19	9.999999E-05	8.689912E-12	1.159414E-11	8.699405E-20	1.475887E-14	3.099597E-06	4.845020E-05
6.000000E+00	4.633417E-12	8.618190E-19	9.999998E-05	1.284818E-11	1.749458E-11	1.927359E-19	2.680351E-14	4.009802E-06	4.799509E-05
8.000000E+00	7.502687E-12	1.911780E-18	9.999997E-05	1.901900E-11	2.643059E-11	4.181019E-19	4.820294E-14	5.159950E-06	4.742002E-05
1.000000E+01	1.213569E-11	4.235841E-18	9.999996E-05	2.809025E-11	4.013502E-11	8.951198E-19	8.611318E-14	6.602825E-06	4.669857E-05
1.200000E+01	1.964563E-11	9.401724E-18	9.999994E-05	4.143924E-11	6.118666E-11	1.888862E-18	1.525873E-13	8.398466E-06	4.580075E-05
1.400000E+01	3.197829E-11	2.107781E-17	9.999991E-05	6.128204E-11	9.325962E-11	3.902822E-18	2.670324E-13	1.061307E-05	4.469343E-05
1.600000E+01	5.227717E-11	4.755107E-17	9.999986E-05	9.062433E-11	1.423268E-10	7.939049E-18	4.622783E-13	1.331659E-05	4.334166E-05
1.800000E+01	8.555558E-11	1.070933E-16	9.999978E-05	1.333869E-10	2.182161E-10	1.605208E-17	7.944721E-13	1.657842E-05	4.171072E-05
2.000000E+01	1.406357E-10	2.419823E-16	9.999966E-05	1.957272E-10	3.350215E-10	3.215287E-17	1.351320E-12	2.046071E-05	3.976955E-05
2.200000E+01	2.320295E-10	5.468979E-16	9.999948E-05	2.856126E-10	5.153743E-10	6.409838E-17	2.276508E-12	2.500881E-05	3.749545E-05
2.400000E+01	3.842564E-10	1.234714E-15	9.999920E-05	4.137418E-10	7.942031E-10	1.275427E-16	3.797357E-12	3.023884E-05	3.488037E-05
2.600000E+01	6.385562E-10	2.779786E-15	9.999877E-05	5.937456E-10	1.226039E-09	2.541269E-16	6.270279E-12	3.612322E-05	3.193809E-05
2.800000E+01	1.064236E-09	6.229503E-15	9.999809E-05	8.422374E-10	1.896239E-09	5.086654E-16	1.024565E-11	4.257654E-05	2.871130E-05
