# temperature	SE	SE+SE
0.000000E+00	1.419512E-04	4.024400E-06
2.000000E+00	1.433314E-04	3.334319E-06
4.000000E+00	1.444708E-04	2.764597E-06
6.000000E+00	1.454094E-04	2.295296E-06
8.000000E+00	1.461816E-04	1.909185E-06
1.000000E+01	1.468167E-04	1.591633E-06
1.200000E+01	1.473393E-04	1.330375E-06
1.400000E+01	1.477695E-04	1.115235E-06
1.600000E+01	1.481244E-04	9.378249E-07
1.800000E+01	1.484175E-04	7.912717E-07
2.000000E+01	1.486601E-04	6.699593E-07
2.200000E+01	1.488614E-04	5.693110E-07
2.400000E+01	1.490288E-04	4.856006E-07
2.600000E+01	1.491684E-04	4.157962E-07
2.800000E+01	1.492851E-04	3.574298E-07
3.000000E+01	1.493830E-04	3.084908E-07
3.200000E+01	1.494653E-04	2.673398E-07
3.400000E+01	1.495347E-04	2.326378E-07
3.600000E+01	1.495934E-04	2.032890E-07
3.800000E+01	1.496432E-04	1.783955E-07
4.000000E+01	1.496856E-04	1.572196E-07
4.200000E+01	1.497217E-04	1.391541E-07
4.400000E+01	1.497526E-04	1.236977E-07
4.600000E+01	1.497791E-04	1.104362E-07
4.800000E+01	1.498019E-04	9.902602E-08
5.000000E+01	1.498216E-04	8.918166E-08
5.200000E+01	1.498387E-04	8.066529E-08
5.400000E+01	1.498534E-04	7.327830E-08
5.600000E+01	1.498663E-04	6.685441E-08
5.800000E+01	1.498775E-04	6.125406E-08
6.000000E+01	1.498873E-04	5.635986E-08
6.200000E+01	1.498959E-04	5.207279E-08
6.400000E+01	1.499034E-04	4.830912E-08
6.600000E+01	1.499100E-04	4.499792E-08
6.800000E+01	1.499158E-04	4.207891E-08
7.000000E+01	1.499210E-04	3.950077E-08
7.200000E+01	1.499256E-04	3.721968E-08
7.400000E+01	1.499296E-04	3.519815E-08
7.600000E+01	1.499332E-04	3.340405E-08
7.800000E+01	1.499364E-04	3.180974E-08
8.000000E+01	1.499392E-04	3.039141E-08
8.200000E+01	1.499417E-04	2.912852E-08
8.400000E+01	1.499440E-04	2.800327E-08
8.600000E+01	1.499460E-04	2.700024E-08
8.800000E+01	1.499478E-04	2.610602E-08
9.000000E+01	1.499494E-04	2.530893E-08
9.200000E+01	1.499508E-04	2.459877E-08
9.400000E+01	1.499521E-04	2.396664E-08
9.600000E+01	1.499532E-04	2.340471E-08
9.800000E+01	1.499542E-04	2.290612E-08
