# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	8.889077E-13	5.287342E-20	5.000000E-05	2.267701E-12	3.155116E-12	6.358708E-21	1.897650E-15	1.285447E-06	2.435728E-05
2.000000E+00	1.431653E-12	1.154824E-19	5.000000E-05	3.337604E-12	4.767605E-12	1.477382E-20	3.512395E-15	1.677348E-06	2.416132E-05
4.000000E+00	2.287489E-12	2.486446E-19	4.999999E-05	4.871563E-12	7.264552E-12	3.415311E-20	6.496460E-15	2.177502E-06	2.391125E-05
6.000000E+00	3.725821E-12	5.572592E-19	4.999999E-05	7.243813E-12	1.087810E-11	7.451805E-20	1.168547E-14	2.811434E-06	2.359428E-05
8.000000E+00	5.987445E-12	1.217551E-18	4.999998E-05	1.061534E-11	1.655969E-11	1.641243E-19	2.112227E-14	3.608837E-06	2.319558E-05
1.000000E+01	9.703222E-12	2.707962E-18	4.999997E-05	1.565857E-11	2.509817E-11	3.500405E-19	3.754336E-14	4.603358E-06	2.269831E-05
1.200000E+01	1.563281E-11	5.953192E-18	4.999996E-05	2.289741E-11	3.844638E-11	7.457577E-19	6.657646E-14	5.831810E-06	2.208408E-05
1.400000E+01	2.547116E-11	1.337250E-17	4.999994E-05	3.372393E-11	5.854234E-11	1.537912E-18	1.158116E-13	7.332510E-06	2.133373E-05
1.600000E+01	4.115102E-11	2.946438E-17	4.999991E-05	4.897581E-11	9.040406E-11	3.203105E-18	2.015919E-13	9.142423E-06	2.042876E-05
1.800000E+01	6.745316E-11	6.656873E-17	4.999986E-05	7.163481E-11	1.383893E-10	6.455988E-18	3.432031E-13	1.129276E-05	1.935359E-05
2.000000E+01	1.104060E-10	1.491344E-16	4.999979E-05	1.036561E-10	2.133758E-10	1.304262E-17	5.806005E-13	1.380280E-05	1.809855E-05
2.200000E+01	1.814881E-10	3.345927E-16	4.999967E-05	1.489295E-10	3.294481E-10	2.619242E-17	9.701343E-13	1.667215E-05	1.666385E-05
2.400000E+01	2.993986E-10	7.495903E-16	4.999949E-05	2.118536E-10	5.096498E-10	5.252137E-17	1.601398E-12	1.987206E-05	1.506387E-05
2.600000E+01	4.953391E-10	1.672701E-15	4.999921E-05	2.975632E-10	7.902587E-10	1.055797E-16	2.611122E-12	2.333790E-05	1.333090E-05
2.800000E+01	8.211685E-10	3.708877E-15	4.999877E-05	4.115958E-10	1.228757E-09	2.135887E-16	4.204888E-12	2.696573E-05	1.151693E-05
3.000000E+01	1.363127E-09	8.158372E-15	4.999808E-05	5.595798E-10	1.916037E-09	4.360882E-16	6.685321E-12	3.061688E-05	9.691276E-06
3.200000E+01	2.262470E-09	1.775781E-14	4.999699E-05	7.462857E-10	2.998296E-09	9.018881E-16	1.049947E-11	3.413343E-05	7.932906E-06
3.400000E+01	3.750057E-09	3.818757E-14	4.999527E-05	9.756240E-10	4.709684E-09	1.893915E-15	1.630041E-11	3.736352E-05	6.317743E-06
3.600000E+01	6.200203E-09	8.106179E-14	4.999255E-05	1.250832E-09	7.426109E-09	4.044200E-15	2.504561E-11	4.018959E-05	4.904569E-06
3.800000E+01	1.021445E-08	1.697930E-13	4.998821E-05	1.575218E-09	1.175184E-08	8.786950E-15	3.815144E-11	4.254855E-05	3.724921E-06
