# temperature	SE	SE+SE
0.000000E+00	9.919370E-07	1.450403E-05
2.000000E+00	1.292834E-06	1.435358E-05
4.000000E+00	1.675796E-06	1.416210E-05
6.000000E+00	2.159475E-06	1.392026E-05
8.000000E+00	2.765110E-06	1.361744E-05
1.000000E+01	3.516045E-06	1.324198E-05
1.200000E+01	4.436672E-06	1.278166E-05
1.400000E+01	5.550582E-06	1.222471E-05
1.600000E+01	6.877666E-06	1.156117E-05
1.800000E+01	8.430028E-06	1.078499E-05
2.000000E+01	1.020678E-05	9.896611E-06
2.200000E+01	1.218827E-05	8.905867E-06
2.400000E+01	1.433108E-05	7.834458E-06
2.600000E+01	1.656605E-05	6.716976E-06
2.800000E+01	1.880188E-05	5.599058E-06
3.000000E+01	2.093649E-05	4.531757E-06
3.200000E+01	2.287460E-05	3.562701E-06
3.400000E+01	2.454650E-05	2.726751E-06
3.600000E+01	2.591990E-05	2.040049E-06
3.800000E+01	2.700009E-05	1.499954E-06
4.000000E+01	2.781979E-05	1.090103E-06
4.200000E+01	2.842516E-05	7.874201E-07
4.400000E+01	2.886390E-05	5.680487E-07
4.600000E+01	2.917823E-05	4.108833E-07
4.800000E+01	2.940216E-05	2.989199E-07
5.000000E+01	2.956151E-05	2.192470E-07
5.200000E+01	2.967516E-05	1.624212E-07
5.400000E+01	2.975661E-05	1.216947E-07
5.600000E+01	2.981538E-05	9.231031E-08
5.800000E+01	2.985812E-05	7.093754E-08
6.000000E+01	2.988950E-05	5.525006E-08
6.200000E+01	2.991276E-05	4.362176E-08
6.400000E+01	2.993017E-05	3.491251E-08
6.600000E+01	2.994336E-05	2.831925E-08
6.800000E+01	2.995345E-05	2.327312E-08
7.000000E+01	2.996126E-05	1.936843E-08
7.200000E+01	2.996737E-05	1.631382E-08
7.400000E+01	2.997220E-05	1.389840E-08
7.600000E+01	2.997606E-05	1.196830E-08
7.800000E+01	2.997918E-05	1.041029E-08
8.000000E+01	2.998172E-05	9.140364E-09
8.200000E+01	2.998381E-05	8.095635E-09
8.400000E+01	2.998554E-05	7.228617E-09
8.600000E+01	2.998699E-05	6.503138E-09
8.800000E+01	2.998822E-05	5.891404E-09
9.000000E+01	2.998926E-05	5.371869E-09
9.200000E+01	2.999014E-05	4.927695E-09
9.400000E+01	2.999091E-05	4.545605E-09
9.600000E+01	2.999157E-05	4.215053E-09
9.800000E+01	2.999214E-05	3.927589E-09
