# temperature	SE	SE+SE
0.000000E+00	2.999095E-05	4.526002E-09
2.000000E+00	2.999194E-05	4.028617E-09
4.000000E+00	2.999281E-05	3.594593E-09
6.000000E+00	2.999357E-05	3.215040E-09
8.000000E+00	2.999424E-05	2.882415E-09
1.000000E+01	2.999482E-05	2.590307E-09
1.200000E+01	2.999533E-05	2.333252E-09
1.400000E+01	2.999579E-05	2.106586E-09
1.600000E+01	2.999619E-05	1.906318E-09
1.800000E+01	2.999654E-05	1.729028E-09
2.000000E+01	2.999686E-05	1.571777E-09
2.200000E+01	2.999714E-05	1.432036E-09
2.400000E+01	2.999738E-05	1.307623E-09
2.600000E+01	2.999761E-05	1.196656E-09
2.800000E+01	2.999780E-05	1.097501E-09
3.000000E+01	2.999798E-05	1.008746E-09
3.200000E+01	2.999814E-05	9.291606E-10
3.400000E+01	2.999828E-05	8.576757E-10
3.600000E+01	2.999841E-05	7.933588E-10
3.800000E+01	2.999853E-05	7.353955E-10
4.000000E+01	2.999863E-05	6.830731E-10
4.200000E+01	2.999873E-05	6.357673E-10
4.400000E+01	2.999881E-05	5.929300E-10
4.600000E+01	2.999889E-05	5.540791E-10
4.800000E+01	2.999896E-05	5.187905E-10
5.000000E+01	2.999903E-05	4.866897E-10
5.200000E+01	2.999909E-05	4.574461E-10
5.400000E+01	2.999914E-05	4.307672E-10
5.600000E+01	2.999919E-05	4.063937E-10
5.800000E+01	2.999923E-05	3.840956E-10
6.000000E+01	2.999927E-05	3.636685E-10
6.200000E+01	2.999931E-05	3.449304E-10
6.400000E+01	2.999934E-05	3.277192E-10
6.600000E+01	2.999938E-05	3.118902E-10
6.800000E+01	2.999941E-05	2.973141E-10
7.000000E+01	2.999943E-05	2.838750E-10
7.200000E+01	2.999946E-05	2.714695E-10
7.400000E+01	2.999948E-05	2.600042E-10
7.600000E+01	2.999950E-05	2.493957E-10
7.800000E+01	2.999952E-05	2.395687E-10
8.000000E+01	2.999954E-05	2.304554E-10
8.200000E+01	2.999956E-05	2.219948E-10
8.400000E+01	2.999957E-05	2.141317E-10
8.600000E+01	2.999959E-05	2.068162E-10
8.800000E+01	2.999960E-05	2.000031E-10
9.000000E+01	2.999961E-05	1.936515E-10
9.200000E+01	2.999962E-05	1.877243E-10
9.400000E+01	2.999964E-05	1.821878E-10
9.600000E+01	2.999965E-05	1.770114E-10
9.800000E+01	2.999966E-05	1.721671E-10
