# temperature	A	A+A	A+A+A	A+A+A+A	A+A+A+B	A+A+B	A+A+B+B	A+B	A+B+A+B	A+B+B	A+B+B+B	B	B+B	B+B+B	B+B+B+B
0.000000E+00	3.645464E-23	9.566680E-40	1.941645E-57	1.517342E-73	4.346614E-40	4.032557E-22	5.991244E-14	1.765684E-07	4.991172E-05	1.608874E-25	7.779033E-43	2.037480E-22	6.621012E-39	3.059868E-56	7.932213E-73
2.000000E+00	1.158621E-22	7.521296E-39	3.823418E-56	6.828955E-72	3.040997E-39	1.141924E-21	1.071476E-13	2.313411E-07	4.988433E-05	6.047732E-25	7.190017E-42	7.089511E-22	4.675780E-38	5.746085E-55	3.092921E-71
4.000000E+00	3.693008E-22	5.965304E-38	7.673634E-55	3.132043E-70	2.161736E-38	3.240794E-21	1.938801E-13	3.062080E-07	4.984690E-05	2.251030E-24	6.773421E-41	2.439613E-21	3.284133E-37	1.087142E-53	1.254728E-69
6.000000E+00	1.181458E-21	4.773626E-37	1.571939E-53	1.467349E-68	1.563037E-37	9.220737E-21	3.549890E-13	4.095690E-07	4.979522E-05	8.304060E-24	6.497985E-40	8.303610E-21	2.301882E-36	2.076495E-52	5.302693E-68
8.000000E+00	1.290104E-22	4.451005E-39	1.291491E-56	9.386112E-73	1.328858E-39	8.939566E-22	6.574263E-13	5.534646E-07	4.972327E-05	8.945541E-22	5.494182E-36	8.229425E-19	1.400801E-32	1.023152E-46	1.751839E-60
1.000000E+01	4.801411E-22	4.814938E-38	4.233433E-55	8.147032E-71	1.323999E-38	2.947222E-21	1.230291E-12	7.550641E-07	4.962247E-05	2.824451E-21	4.110145E-35	2.381327E-18	7.476921E-32	1.312981E-45	4.566562E-59
1.200000E+01	1.564639E-21	3.982757E-37	9.377153E-54	4.178764E-69	1.019676E-37	8.482654E-21	2.322935E-12	1.038657E-06	4.948067E-05	1.019982E-20	4.124816E-34	7.842847E-18	5.346301E-31	2.601335E-44	2.164998E-57
1.400000E+01	6.589051E-21	5.480370E-36	4.506346E-52	6.009449E-67	1.321033E-36	3.143597E-20	4.416264E-12	1.438237E-06	4.928088E-05	2.862005E-20	2.549286E-33	1.994908E-17	2.369191E-30	2.486118E-43	3.951178E-56
1.600000E+01	2.181231E-20	4.636522E-35	1.055663E-50	3.316651E-65	1.063746E-35	9.117623E-20	8.433165E-12	2.000701E-06	4.899964E-05	1.028475E-19	2.619602E-32	6.451932E-17	1.769380E-29	5.109708E-42	2.034951E-54
1.800000E+01	9.338412E-20	6.522054E-34	5.357400E-49	5.144330E-63	1.438297E-34	3.402443E-19	1.612895E-11	2.789556E-06	4.860521E-05	2.883453E-19	1.649658E-31	1.614663E-16	8.253526E-29	5.080314E-41	4.042050E-53
2.000000E+01	3.146527E-19	5.645780E-33	1.324506E-47	3.072897E-61	1.206529E-33	9.934084E-19	3.079749E-11	3.888762E-06	4.805559E-05	1.037899E-18	1.712555E-30	5.142058E-16	6.487930E-28	1.083448E-39	2.251377E-51
2.200000E+01	1.210130E-18	6.324843E-32	4.856663E-46	3.124184E-59	1.317529E-32	3.288826E-18	5.850464E-11	5.405883E-06	4.729700E-05	3.307643E-18	1.385853E-29	1.436897E-15	4.065920E-27	1.618482E-38	7.884175E-50
2.400000E+01	4.686558E-18	7.139327E-31	1.811126E-44	3.272223E-57	1.454452E-31	1.088468E-17	1.101428E-10	7.473076E-06	4.626335E-05	1.056101E-17	1.115204E-28	3.990107E-15	2.587984E-26	2.447882E-37	2.827309E-48
2.600000E+01	1.824244E-17	8.096047E-30	6.827464E-43	3.503776E-55	1.614228E-30	3.592077E-17	2.046344E-10	1.024361E-05	4.487799E-05	3.372089E-17	8.878064E-28	1.100921E-14	1.660960E-25	3.727270E-36	1.027302E-46
2.800000E+01	6.697130E-17	8.132017E-29	2.151299E-41	2.976638E-53	1.584281E-29	1.108386E-16	3.734677E-10	1.388079E-05	4.305923E-05	1.140648E-16	7.856623E-27	3.206069E-14	1.205360E-24	6.813665E-35	4.773151E-45
3.000000E+01	2.613348E-16	9.204898E-28	8.125995E-40	3.244566E-51	1.745797E-28	3.601004E-16	6.661905E-10	1.853602E-05	4.073133E-05	3.598326E-16	6.010542E-26	8.705704E-14	7.681991E-24	1.026496E-33	1.715523E-43
3.200000E+01	1.079971E-15	1.167909E-26	3.649676E-38	4.488409E-49	2.144614E-27	1.226129E-15	1.155256E-09	2.431377E-05	3.784196E-05	1.052537E-15	3.950165E-25	2.200393E-13	4.270828E-23	1.263757E-32	4.715305E-42
3.400000E+01	4.709738E-15	1.652917E-25	1.935411E-36	7.807785E-47	2.917948E-26	4.355449E-15	1.936690E-09	3.122550E-05	3.438531E-05	2.835326E-15	2.213657E-24	5.163384E-13	2.056714E-22	1.259129E-31	9.785759E-41
3.600000E+01	2.266568E-14	2.860137E-24	1.391141E-34	2.053918E-44	4.812269E-25	1.686081E-14	3.121372E-09	3.914153E-05	3.042611E-05	6.656172E-15	9.532423E-24	1.068734E-12	7.738876E-22	8.700479E-31	1.248554E-39
3.800000E+01	2.865929E-13	3.438091E-22	1.836254E-31	2.640906E-40	5.458108E-23	1.692275E-13	4.812726E-09	4.776019E-05	2.611509E-05	5.664223E-15	5.488443E-24	8.143343E-13	3.963310E-22	3.031474E-31	2.972721E-40
4.000000E+01	1.152435E-12	4.216184E-21	7.921163E-30	3.582551E-38	6.245300E-22	5.329507E-13	7.073513E-09	5.661958E-05	2.168313E-05	1.432074E-14	2.850940E-23	1.876443E-12	1.865387E-21	2.954911E-30	6.022214E-39
4.200000E+01	3.379526E-12	2.779970E-20	1.350746E-28	1.424896E-36	3.798201E-21	1.208925E-12	9.896581E-09	6.517044E-05	1.740488E-05	4.666877E-14	2.520935E-22	5.676944E-12	1.522134E-20	6.600978E-29	3.693416E-37
