# concentration (uM) 	 Tm (C)
3.000000E+00	6.917517E+00
6.000000E+00	6.929782E+00
1.500000E+01	6.966271E+00
3.000000E+01	7.026098E+00
6.000000E+01	7.142260E+00
1.500000E+02	7.466396E+00
3.000000E+02	7.943271E+00
6.000000E+02	8.863060E+00
1.500000E+03	1.088867E+01
1.800000E+03	1.143298E+01
2.400000E+03	1.240743E+01
3.000000E+03	1.327229E+01
4.500000E+03	1.506707E+01
