# temperature	A	A+A	A+A+A	A+A+A+A	A+A+A+B	A+A+B	A+A+B+B	A+B	A+B+A+B	A+B+B	A+B+B+B	B	B+B	B+B+B	B+B+B+B
0.000000E+00	7.511342E-23	4.061541E-39	1.698494E-56	2.734907E-72	7.834480E-39	3.527564E-21	1.079882E-12	7.496225E-07	8.996252E-04	1.407396E-24	1.402119E-41	4.198153E-22	2.810955E-38	2.676683E-55	1.429728E-71
2.000000E+00	5.637305E-24	1.780545E-41	4.403948E-60	3.827144E-77	3.057010E-41	2.359326E-22	1.932073E-12	9.823661E-07	8.995088E-04	2.241319E-22	2.325581E-37	6.187380E-20	3.561517E-34	3.819825E-49	1.794448E-63
4.000000E+00	2.309576E-23	2.333118E-40	1.876970E-58	4.791109E-75	3.591303E-40	8.608922E-22	3.498031E-12	1.300654E-06	8.993497E-04	6.494110E-22	1.327210E-36	1.656968E-19	1.514980E-33	3.406166E-48	2.670067E-62
6.000000E+00	7.400848E-23	1.873161E-39	3.863900E-57	2.259368E-73	2.606234E-39	2.454406E-21	6.409876E-12	1.740382E-06	8.991298E-04	2.393657E-21	1.270586E-35	5.632756E-19	1.059232E-32	6.481759E-47	1.122826E-60
8.000000E+00	2.383180E-22	1.518876E-38	8.141194E-56	1.092986E-71	1.927970E-38	7.021114E-21	1.188398E-11	2.353137E-06	8.988234E-04	8.753649E-21	1.237402E-34	1.894064E-18	7.420391E-32	1.247429E-45	4.915806E-59
1.000000E+01	9.904122E-22	2.048731E-37	3.715642E-54	1.474985E-69	2.397044E-37	2.586748E-20	2.227390E-11	3.212758E-06	8.983936E-04	2.478992E-20	7.441242E-34	4.912089E-18	3.181390E-31	1.152390E-44	8.267565E-58
1.200000E+01	3.229228E-21	1.696496E-36	8.243746E-53	7.582038E-68	1.850122E-36	7.457364E-20	4.214782E-11	4.424267E-06	8.977878E-04	8.966974E-20	7.484155E-33	1.618670E-17	2.277312E-30	2.286914E-43	3.928219E-56
1.400000E+01	1.360953E-20	2.338032E-35	3.970868E-51	1.093744E-65	2.404334E-35	2.770051E-19	8.037780E-11	6.135798E-06	8.969320E-04	2.521919E-19	4.639804E-32	4.120437E-17	1.010743E-29	2.190698E-42	7.191305E-55
1.600000E+01	4.510211E-20	1.982361E-34	9.332777E-50	6.062902E-64	1.944549E-34	8.060597E-19	1.541599E-10	8.554063E-06	8.957228E-04	9.092418E-19	4.788683E-31	1.334090E-16	7.565044E-29	4.517328E-41	3.719929E-53
1.800000E+01	1.933922E-19	2.797152E-33	4.758298E-48	9.462203E-62	2.645526E-33	3.021957E-18	2.966671E-10	1.196373E-05	8.940178E-04	2.561005E-18	3.034292E-30	3.343857E-16	3.539739E-28	4.512198E-40	7.434727E-52
