# temperature	A	A+A	A+A+A	A+A+A+A	A+A+A+B	A+A+B	A+A+B+B	A+B	A+B+A+B	A+B+B	A+B+B+B	B	B+B	B+B+B	B+B+B+B
0.000000E+00	2.176700E-14	3.170452E-23	7.636188E-34	9.002905E-43	2.793867E-24	2.248948E-13	4.134338E-12	7.641641E-07	3.996179E-04	2.492687E-16	9.251868E-24	1.969201E-12	2.476957E-21	4.162739E-30	8.845969E-39
2.000000E+00	4.064235E-14	9.306743E-23	3.757883E-33	7.139328E-42	8.043948E-24	3.852137E-13	6.556836E-12	1.008664E-06	3.994957E-04	5.612055E-16	2.788350E-23	3.387942E-12	7.460437E-21	1.804007E-29	5.830482E-38
4.000000E+00	9.634720E-14	4.411021E-22	3.807138E-32	1.471178E-40	3.753359E-23	8.383568E-13	1.041838E-11	1.334462E-06	3.993328E-04	9.924658E-16	5.158387E-23	4.603254E-12	1.371332E-20	3.769766E-29	1.455680E-37
6.000000E+00	1.780306E-13	1.272338E-21	1.837998E-31	1.119774E-39	1.070185E-22	1.423247E-12	1.658652E-11	1.769054E-06	3.991155E-04	2.246707E-15	1.555660E-22	8.054737E-12	4.085624E-20	1.643866E-28	9.711750E-37
8.000000E+00	4.715952E-13	7.553409E-21	2.630510E-30	3.602651E-38	6.308044E-22	3.465940E-12	2.645940E-11	2.349129E-06	3.988254E-04	3.541732E-15	2.263993E-22	9.877827E-12	5.839710E-20	2.409276E-28	1.517826E-36
1.000000E+01	1.198276E-12	4.129758E-20	3.341656E-29	9.816798E-37	3.440768E-21	8.098740E-12	4.229499E-11	3.123515E-06	3.984382E-04	5.813850E-15	3.557618E-22	1.269623E-11	8.957438E-20	3.972153E-28	2.783191E-36
1.200000E+01	3.066859E-12	2.291200E-19	4.359327E-28	2.752562E-35	1.914362E-20	1.905925E-11	6.774716E-11	4.156980E-06	3.979214E-04	9.468714E-15	5.485805E-22	1.629323E-11	1.339372E-19	6.382122E-28	4.946475E-36
1.400000E+01	4.953271E-12	5.057074E-19	1.434039E-27	1.221683E-34	4.260968E-20	2.828322E-11	1.087404E-10	5.535107E-06	3.972323E-04	2.443513E-14	2.120510E-21	3.332600E-11	4.983769E-19	4.079149E-27	5.559321E-35
1.600000E+01	8.991393E-12	1.406663E-18	6.708940E-27	8.619980E-34	1.202324E-19	4.710079E-11	1.748983E-10	7.370440E-06	3.963146E-04	5.612665E-14	6.497580E-21	6.099100E-11	1.457897E-18	1.843118E-26	3.947277E-34
1.800000E+01	1.772127E-11	4.594680E-18	4.016059E-26	8.401834E-33	4.008873E-19	8.496021E-11	2.818765E-10	9.810122E-06	3.950946E-04	1.188304E-13	1.697042E-20	1.033512E-10	3.600717E-18	6.556690E-26	2.043375E-33
2.000000E+01	3.336999E-11	1.362400E-17	2.091321E-25	6.765812E-32	1.221319E-18	1.459264E-10	4.551694E-10	1.304514E-05	3.934768E-04	2.635926E-13	4.897395E-20	1.841885E-10	9.718504E-18	2.705280E-25	1.292140E-32
2.200000E+01	6.459885E-11	4.239061E-17	1.177599E-24	6.018971E-31	3.930424E-18	2.565476E-10	7.363009E-10	1.732119E-05	3.913384E-04	5.693481E-13	1.353870E-19	3.206425E-10	2.481096E-17	1.042377E-24	7.473129E-32
2.400000E+01	1.238944E-10	1.283595E-16	6.404723E-24	5.091268E-30	1.239195E-17	4.444808E-10	1.192838E-09	2.295075E-05	3.885229E-04	1.242173E-12	3.873721E-19	5.653289E-10	6.462412E-17	4.198924E-24	4.593468E-31
2.600000E+01	2.374884E-10	3.845014E-16	3.448444E-23	4.233820E-29	3.890305E-17	7.649184E-10	1.934432E-09	3.032557E-05	3.848344E-04	2.711670E-12	1.130263E-18	9.997131E-10	1.689635E-16	1.723456E-23	2.899483E-30
2.800000E+01	4.577040E-10	1.152251E-15	1.869125E-22	3.541798E-28	1.229379E-16	1.314375E-09	3.138159E-09	3.992772E-05	3.800315E-04	5.880833E-12	3.327858E-18	1.760471E-09	4.384337E-16	7.073085E-23	1.833114E-29
3.000000E+01	8.792395E-10	3.394261E-15	9.931562E-22	2.879231E-27	3.840227E-16	2.234281E-09	5.087698E-09	5.233607E-05	3.738242E-04	1.275850E-11	1.005663E-17	3.109431E-09	1.148493E-15	2.970939E-22	1.197923E-28
3.200000E+01	1.697255E-09	9.993506E-15	5.302218E-21	2.352788E-26	1.204602E-15	3.786339E-09	8.232035E-09	6.822335E-05	3.658754E-04	2.740019E-11	3.060835E-17	5.453801E-09	2.984025E-15	1.240833E-21	7.789856E-28
3.400000E+01	3.266541E-09	2.897494E-14	2.780275E-20	1.877195E-25	3.734159E-15	6.344818E-09	1.326950E-08	8.833650E-05	3.558105E-04	5.853397E-11	9.484418E-17	9.553286E-09	7.792603E-15	5.244204E-21	5.162114E-27
3.600000E+01	6.270789E-09	8.291799E-14	1.435875E-19	1.469949E-24	1.144836E-14	1.051580E-08	2.125996E-08	1.134514E-04	3.432393E-04	1.238744E-10	2.968017E-16	1.666287E-08	2.036148E-14	2.222996E-20	3.445882E-26
