# temperature	SE	SE+SE
0.000000E+00	1.761118E-03	6.194410E-04
2.000000E+00	1.867691E-03	5.661543E-04
4.000000E+00	1.970931E-03	5.145345E-04
6.000000E+00	2.069841E-03	4.650797E-04
8.000000E+00	2.163565E-03	4.182176E-04
1.000000E+01	2.251424E-03	3.742882E-04
1.200000E+01	2.332931E-03	3.335346E-04
1.400000E+01	2.407801E-03	2.960995E-04
1.600000E+01	2.475942E-03	2.620292E-04
1.800000E+01	2.537433E-03	2.312836E-04
2.000000E+01	2.592500E-03	2.037499E-04
2.200000E+01	2.641482E-03	1.792589E-04
2.400000E+01	2.684796E-03	1.576019E-04
2.600000E+01	2.722909E-03	1.385457E-04
2.800000E+01	2.756307E-03	1.218464E-04
3.000000E+01	2.785479E-03	1.072604E-04
3.200000E+01	2.810895E-03	9.455232E-05
3.400000E+01	2.832999E-03	8.350048E-05
3.600000E+01	2.852199E-03	7.390069E-05
3.800000E+01	2.868865E-03	6.556772E-05
4.000000E+01	2.883328E-03	5.833581E-05
4.200000E+01	2.895884E-03	5.205814E-05
4.400000E+01	2.906788E-03	4.660577E-05
4.600000E+01	2.916268E-03	4.186621E-05
4.800000E+01	2.924516E-03	3.774179E-05
5.000000E+01	2.931704E-03	3.414811E-05
5.200000E+01	2.937975E-03	3.101238E-05
5.400000E+01	2.943456E-03	2.827203E-05
5.600000E+01	2.948253E-03	2.587330E-05
5.800000E+01	2.952460E-03	2.377005E-05
6.000000E+01	2.956155E-03	2.192273E-05
6.200000E+01	2.959405E-03	2.029740E-05
6.400000E+01	2.962270E-03	1.886495E-05
6.600000E+01	2.964799E-03	1.760037E-05
6.800000E+01	2.967036E-03	1.648219E-05
7.000000E+01	2.969016E-03	1.549194E-05
7.200000E+01	2.970773E-03	1.461370E-05
7.400000E+01	2.972333E-03	1.383375E-05
7.600000E+01	2.973720E-03	1.314025E-05
7.800000E+01	2.974954E-03	1.252295E-05
8.000000E+01	2.976054E-03	1.197297E-05
8.200000E+01	2.977035E-03	1.148262E-05
8.400000E+01	2.977910E-03	1.104520E-05
8.600000E+01	2.978690E-03	1.065488E-05
8.800000E+01	2.979387E-03	1.030657E-05
9.000000E+01	2.980008E-03	9.995840E-06
9.200000E+01	2.980562E-03	9.718792E-06
9.400000E+01	2.981056E-03	9.472017E-06
9.600000E+01	2.981495E-03	9.252519E-06
9.800000E+01	2.981885E-03	9.057660E-06
