# temperature	SE	SE+SE
0.000000E+00	9.980438E-06	2.509781E-06
2.000000E+00	1.098661E-05	2.006695E-06
4.000000E+00	1.187812E-05	1.560940E-06
6.000000E+00	1.263048E-05	1.184759E-06
8.000000E+00	1.323744E-05	8.812801E-07
1.000000E+01	1.370845E-05	6.457745E-07
1.200000E+01	1.406279E-05	4.686026E-07
1.400000E+01	1.432332E-05	3.383392E-07
1.600000E+01	1.451192E-05	2.440397E-07
1.800000E+01	1.464719E-05	1.764049E-07
2.000000E+01	1.474379E-05	1.281049E-07
2.200000E+01	1.481273E-05	9.363262E-08
2.400000E+01	1.486205E-05	6.897555E-08
2.600000E+01	1.489747E-05	5.126464E-08
2.800000E+01	1.492306E-05	3.847058E-08
3.000000E+01	1.494167E-05	2.916575E-08
3.200000E+01	1.495531E-05	2.234733E-08
3.400000E+01	1.496538E-05	1.731022E-08
3.600000E+01	1.497289E-05	1.355718E-08
3.800000E+01	1.497853E-05	1.073609E-08
4.000000E+01	1.498281E-05	8.596319E-09
4.200000E+01	1.498608E-05	6.958434E-09
4.400000E+01	1.498861E-05	5.693173E-09
4.600000E+01	1.499059E-05	4.706789E-09
4.800000E+01	1.499214E-05	3.930827E-09
5.000000E+01	1.499337E-05	3.314940E-09
5.200000E+01	1.499436E-05	2.821832E-09
5.400000E+01	1.499515E-05	2.423671E-09
5.600000E+01	1.499580E-05	2.099530E-09
5.800000E+01	1.499633E-05	1.833561E-09
6.000000E+01	1.499677E-05	1.613671E-09
6.200000E+01	1.499714E-05	1.430562E-09
6.400000E+01	1.499745E-05	1.277035E-09
6.600000E+01	1.499771E-05	1.147475E-09
6.800000E+01	1.499793E-05	1.037470E-09
7.000000E+01	1.499811E-05	9.435309E-10
7.200000E+01	1.499827E-05	8.628772E-10
7.400000E+01	1.499841E-05	7.932803E-10
7.600000E+01	1.499853E-05	7.329415E-10
7.800000E+01	1.499864E-05	6.804000E-10
8.000000E+01	1.499873E-05	6.344624E-10
8.200000E+01	1.499881E-05	5.941477E-10
8.400000E+01	1.499888E-05	5.586453E-10
8.600000E+01	1.499895E-05	5.272816E-10
8.800000E+01	1.499900E-05	4.994941E-10
9.000000E+01	1.499905E-05	4.748103E-10
9.200000E+01	1.499909E-05	4.528322E-10
9.400000E+01	1.499913E-05	4.332220E-10
9.600000E+01	1.499917E-05	4.156928E-10
9.800000E+01	1.499920E-05	3.999990E-10
