# temperature	A	A+A	A+A+A	A+A+A+A	A+A+A+B	A+A+B	A+A+B+B	A+B	A+B+A+B	A+B+B	A+B+B+B	B	B+B	B+B+B	B+B+B+B
0.000000E+00	5.706951E-23	2.344574E-39	7.449443E-57	9.113577E-73	2.610697E-39	1.547158E-21	3.598508E-13	4.327288E-07	2.997836E-04	6.172715E-25	4.672303E-42	3.189663E-22	1.622658E-38	1.173969E-55	4.764307E-72
2.000000E+00	1.813961E-22	1.843597E-38	1.467275E-55	4.102992E-71	1.827100E-38	4.382249E-21	6.437671E-13	5.670560E-07	2.997165E-04	2.320878E-24	4.319927E-41	1.109949E-21	1.146113E-37	2.205118E-54	1.858298E-70
4.000000E+00	1.754666E-23	1.346670E-40	8.230836E-59	1.596191E-75	1.196468E-40	3.775161E-22	1.165394E-12	7.507343E-07	2.996246E-04	2.847780E-22	4.421693E-37	1.258857E-19	8.744430E-34	1.493663E-48	8.895514E-63
6.000000E+00	5.622433E-23	1.081087E-39	1.694160E-57	7.525894E-74	8.681296E-40	1.076155E-21	2.135113E-12	1.004454E-06	2.994978E-04	1.049519E-21	4.232289E-36	4.279212E-19	6.113315E-33	2.841982E-47	3.740105E-61
8.000000E+00	1.810392E-22	8.765040E-39	3.568907E-56	3.639799E-72	6.420416E-39	3.077890E-21	3.957534E-12	1.357934E-06	2.993210E-04	3.837393E-21	4.120724E-35	1.438833E-18	4.282114E-32	5.468433E-46	1.637034E-59
1.000000E+01	7.523045E-22	1.182062E-37	1.628422E-54	4.910192E-70	7.979705E-38	1.133671E-20	7.414929E-12	1.853674E-06	2.990732E-04	1.086446E-20	2.477172E-34	3.731160E-18	1.835576E-31	5.050480E-45	2.752253E-58
1.200000E+01	2.452578E-21	9.785907E-37	3.611577E-53	2.522797E-68	6.155974E-37	3.267064E-20	1.402399E-11	2.552052E-06	2.987240E-04	3.928422E-20	2.490228E-33	1.229369E-17	1.313623E-30	1.001895E-43	1.307049E-56
1.400000E+01	1.033455E-20	1.348177E-35	1.738722E-51	3.636712E-66	7.994438E-36	1.212921E-19	2.672571E-11	3.538080E-06	2.982309E-04	1.104272E-19	1.542740E-32	3.128899E-17	5.828236E-30	9.592403E-43	2.391117E-55
1.600000E+01	3.424033E-20	1.142523E-34	4.083514E-50	2.013932E-64	6.459265E-35	3.526878E-19	5.120774E-11	4.930087E-06	2.975349E-04	3.978346E-19	1.590671E-31	1.012805E-16	4.360072E-29	1.976536E-41	1.235660E-53
1.800000E+01	1.467670E-19	1.611000E-33	2.079795E-48	3.138708E-62	8.775476E-34	1.320862E-18	9.840747E-11	6.890425E-06	2.965547E-04	1.119385E-18	1.006505E-30	2.537683E-16	2.038687E-28	1.972228E-40	2.466174E-52
2.000000E+01	4.953561E-19	1.399252E-32	5.167878E-47	1.887523E-60	7.411091E-33	3.876020E-18	1.891732E-10	9.637923E-06	2.951809E-04	4.049611E-18	1.051935E-29	8.095116E-16	1.607971E-27	4.227330E-39	1.382905E-50
2.200000E+01	1.909590E-18	1.574947E-31	1.908369E-45	1.937177E-58	8.169451E-32	1.292306E-17	3.627630E-10	1.346117E-05	2.932691E-04	1.299700E-17	8.593099E-29	2.267429E-15	1.012454E-26	6.359636E-38	4.888650E-49
2.400000E+01	7.419614E-18	1.789419E-30	7.186718E-44	2.055664E-56	9.137106E-31	4.319142E-17	6.919350E-10	1.873070E-05	2.906340E-04	4.190708E-17	7.005896E-28	6.317014E-15	6.486586E-26	9.713426E-37	1.776162E-47
2.600000E+01	2.901096E-17	2.047537E-29	2.745980E-42	2.241061E-54	1.032481E-29	1.444719E-16	1.308868E-09	2.590666E-05	2.870454E-04	1.356241E-16	5.678521E-27	1.750795E-14	4.200662E-25	1.499093E-35	6.570753E-46
2.800000E+01	1.071576E-16	2.081931E-28	8.812576E-41	1.951022E-52	1.038408E-28	4.540385E-16	2.447870E-09	3.553709E-05	2.822290E-04	4.672541E-16	5.149569E-26	5.129872E-14	3.085915E-24	2.791140E-34	3.128526E-44
3.000000E+01	4.215939E-16	2.395593E-27	3.411674E-39	2.197579E-50	1.182442E-27	1.511864E-15	4.512143E-09	4.824015E-05	2.758754E-04	1.510734E-15	4.070956E-25	1.404427E-13	1.999237E-23	4.309661E-33	1.161924E-42
3.200000E+01	1.656711E-15	2.748390E-26	1.317522E-37	2.485597E-48	1.342219E-26	5.002369E-15	8.171246E-09	6.466324E-05	2.676602E-04	4.853031E-15	3.157631E-24	3.814792E-13	1.283669E-22	6.585296E-32	4.259826E-41
3.400000E+01	6.482148E-15	3.131089E-25	5.045914E-36	2.801669E-46	1.511951E-25	1.639724E-14	1.449076E-08	8.541320E-05	2.572789E-04	1.541388E-14	2.391733E-23	1.026190E-12	8.123828E-22	9.884402E-31	1.526750E-39
3.600000E+01	4.896596E-14	1.334867E-23	1.402645E-33	4.473889E-43	6.366700E-24	1.032565E-13	2.508259E-08	1.109561E-04	2.444969E-04	2.475858E-14	4.652565E-23	1.402353E-12	1.332458E-21	1.965652E-30	3.701337E-39
3.800000E+01	2.190931E-13	2.009295E-22	8.203937E-32	9.019981E-41	9.450182E-23	3.832709E-13	4.224104E-08	1.414939E-04	2.292108E-04	6.503103E-14	2.441957E-22	3.155813E-12	5.952168E-21	1.764329E-29	6.704840E-38
4.000000E+01	1.031129E-12	3.375305E-21	5.673865E-30	2.296038E-38	1.561542E-21	1.489329E-12	6.899998E-08	1.768372E-04	2.115124E-04	1.561286E-13	1.084964E-21	6.550066E-12	2.272948E-20	1.256826E-28	8.941226E-37
