# temperature	A	A+A	A+A+A	A+A+A+A	A+A+A+B	A+A+B	A+A+B+B	A+B	A+B+A+B	A+B+B	A+B+B+B	B	B+B	B+B+B	B+B+B+B
0.000000E+00	1.721191E-23	2.132622E-40	2.043613E-58	7.540299E-75	2.160012E-41	4.244332E-23	2.977297E-15	3.936096E-08	2.480320E-06	1.693367E-26	3.865723E-44	9.619882E-23	1.475968E-39	3.220561E-57	3.941845E-74
2.000000E+00	5.467777E-23	1.675064E-39	4.018462E-57	3.387129E-73	1.508320E-40	1.200177E-22	5.314469E-15	5.152185E-08	2.474239E-06	6.356246E-26	3.566214E-43	3.345690E-22	1.041341E-38	6.039211E-56	1.534074E-72
4.000000E+00	1.741673E-22	1.326800E-38	8.049339E-56	1.549435E-71	1.069420E-39	3.399465E-22	9.591330E-15	6.810662E-08	2.465947E-06	2.361242E-25	3.350840E-42	1.150555E-21	7.304550E-38	1.140369E-54	6.207190E-71
6.000000E+00	5.566901E-22	1.059837E-37	1.644454E-54	7.232939E-70	7.704610E-39	9.646099E-22	1.749832E-14	9.093222E-08	2.454534E-06	8.687135E-25	3.203024E-41	3.912572E-21	5.110623E-37	2.172286E-53	2.613833E-69
8.000000E+00	1.786696E-21	8.537095E-37	3.430596E-53	3.452946E-68	5.644575E-38	2.741846E-21	3.224396E-14	1.225718E-07	2.438714E-06	3.167975E-24	3.111378E-40	1.315964E-20	3.582001E-36	4.183733E-52	1.145493E-67
1.000000E+01	5.761982E-21	6.934205E-36	7.316471E-52	1.689707E-66	4.207892E-37	7.805248E-21	5.991693E-14	1.666306E-07	2.416685E-06	1.146232E-23	3.067352E-39	4.379121E-20	2.528474E-35	8.165105E-51	5.222286E-66
1.200000E+01	8.039423E-22	1.051490E-37	1.272047E-54	2.912667E-70	5.911499E-39	9.570978E-22	1.120120E-13	2.280794E-07	2.385960E-06	9.572143E-22	1.654339E-35	3.351790E-18	9.764714E-32	2.030511E-45	7.222204E-59
1.400000E+01	2.937899E-21	1.089527E-36	3.994537E-53	2.375147E-68	5.726726E-38	3.056368E-21	2.099832E-13	3.136139E-07	2.343193E-06	3.052010E-21	1.329490E-34	9.756045E-18	5.666328E-31	2.907865E-44	2.260112E-57
1.600000E+01	1.078827E-20	1.134208E-35	1.277250E-51	1.984726E-66	5.618136E-37	9.736114E-21	3.930956E-13	4.319524E-07	2.284023E-06	9.692845E-21	1.077696E-33	2.816394E-17	3.371540E-30	4.250176E-43	7.388706E-56
1.800000E+01	3.998296E-20	1.195606E-34	4.204940E-50	1.728767E-64	5.613370E-36	3.101444E-20	7.310523E-13	5.938903E-07	2.203054E-06	3.052484E-20	8.683680E-33	8.028810E-17	2.040695E-29	6.245949E-42	2.471034E-54
2.000000E+01	1.508319E-19	1.297321E-33	1.458946E-48	1.622537E-62	5.787471E-35	9.940704E-20	1.342056E-12	8.117811E-07	2.094108E-06	9.435146E-20	6.779598E-32	2.239252E-16	1.230377E-28	8.947583E-41	8.096772E-53
2.200000E+01	5.946144E-19	1.527062E-32	5.761668E-47	1.821169E-60	6.460730E-34	3.282153E-19	2.413345E-12	1.097946E-06	1.951024E-06	2.776798E-19	4.808991E-31	5.939320E-16	6.946742E-28	1.142987E-39	2.301446E-51
2.400000E+01	2.587469E-18	2.176204E-31	3.047980E-45	3.040378E-58	8.670045E-33	1.175212E-18	4.212261E-12	1.461433E-06	1.769279E-06	7.315492E-19	2.736220E-30	1.413328E-15	3.246971E-27	1.087842E-38	4.450483E-50
2.600000E+01	1.278850E-17	3.978749E-30	2.352175E-43	8.462203E-56	1.473627E-31	4.677692E-18	7.061177E-12	1.902839E-06	1.548573E-06	1.659819E-18	1.157956E-29	2.917215E-15	1.166230E-26	6.934706E-38	5.064631E-49
2.800000E+01	6.093054E-17	6.731175E-29	1.620092E-41	2.039441E-53	2.275015E-30	1.749431E-17	1.124015E-11	2.408095E-06	1.295941E-06	3.773327E-18	4.955892E-29	6.113446E-15	4.382713E-26	4.724114E-37	6.310415E-48
