# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
6.400000E+01	4.298447E-07	1.748166E-11	5.700723E-07	4.804019E-11	4.299061E-07	4.176023E-12	1.324168E-11	9.998608E-07	3.896203E-11
6.600000E+01	5.630642E-07	2.673307E-11	4.368294E-07	5.300879E-11	5.631403E-07	6.890058E-12	1.653908E-11	9.998673E-07	3.157661E-11
6.800000E+01	6.954447E-07	3.695015E-11	3.044254E-07	5.599661E-11	6.955348E-07	1.013992E-11	1.953053E-11	9.998726E-07	2.593284E-11
7.000000E+01	8.076365E-07	4.585468E-11	1.922154E-07	5.643367E-11	8.077364E-07	1.323360E-11	2.174298E-11	9.998787E-07	2.157092E-11
7.200000E+01	8.881172E-07	5.175292E-11	1.117247E-07	5.459675E-11	8.882213E-07	1.553023E-11	2.298049E-11	9.998861E-07	1.816182E-11
7.400000E+01	9.381853E-07	5.460998E-11	6.165404E-08	5.139343E-11	9.382888E-07	1.686538E-11	2.339273E-11	9.998943E-07	1.546806E-11
7.600000E+01	9.664811E-07	5.545465E-11	3.336030E-08	4.773803E-11	9.665815E-07	1.746324E-11	2.328043E-11	9.999024E-07	1.331675E-11
7.800000E+01	9.817056E-07	5.534273E-11	1.813955E-08	4.419964E-11	9.818023E-07	1.762437E-11	2.290189E-11	9.999097E-07	1.158097E-11
8.000000E+01	9.897763E-07	5.495218E-11	1.007273E-08	4.102573E-11	9.898697E-07	1.756682E-11	2.241773E-11	9.999162E-07	1.016665E-11
8.200000E+01	9.940808E-07	5.463233E-11	5.771660E-09	3.827939E-11	9.941716E-07	1.741603E-11	2.191275E-11	9.999218E-07	9.003460E-12
8.400000E+01	9.964176E-07	5.454092E-11	3.437348E-09	3.594249E-11	9.965068E-07	1.723699E-11	2.142773E-11	9.999266E-07	8.038363E-12
8.600000E+01	9.977171E-07	5.474111E-11	2.139493E-09	3.396925E-11	9.978054E-07	1.706160E-11	2.098077E-11	9.999306E-07	7.230975E-12
8.800000E+01	9.984594E-07	5.525363E-11	1.397764E-09	3.230944E-11	9.985478E-07	1.690494E-11	2.057892E-11	9.999340E-07	6.550284E-12
9.000000E+01	9.988956E-07	5.608201E-11	9.613617E-10	3.091705E-11	9.989849E-07	1.677373E-11	2.022398E-11	9.999369E-07	5.972267E-12
9.200000E+01	9.991588E-07	5.722401E-11	6.969659E-10	2.975267E-11	9.992498E-07	1.667062E-11	1.991530E-11	9.999394E-07	5.478151E-12
9.400000E+01	9.993217E-07	5.867674E-11	5.321664E-10	2.878356E-11	9.994150E-07	1.659624E-11	1.965115E-11	9.999415E-07	5.053144E-12
9.600000E+01	9.994244E-07	6.043873E-11	4.267006E-10	2.798282E-11	9.995208E-07	1.655026E-11	1.942941E-11	9.999432E-07	4.685493E-12
9.800000E+01	9.994900E-07	6.251067E-11	3.576258E-10	2.732845E-11	9.995901E-07	1.653191E-11	1.924782E-11	9.999447E-07	4.365791E-12
