# temperature	A	A+A	A+B	A+SE	B	B+B	B+SE	SE	SE+SE
0.000000E+00	3.003669E-12	6.037096E-19	1.500000E-03	4.241942E-11	2.801182E-11	5.012112E-19	9.326653E-14	7.116030E-06	7.464420E-04
2.000000E+00	3.830598E-12	8.267480E-19	1.500000E-03	4.959991E-11	5.345556E-11	1.857283E-18	2.187325E-13	9.316235E-06	7.453419E-04
4.000000E+00	6.529392E-12	2.025846E-18	1.500000E-03	7.756149E-11	7.635129E-11	3.772640E-18	3.808451E-13	1.214570E-05	7.439271E-04
6.000000E+00	1.068774E-11	4.585486E-18	1.500000E-03	1.165370E-10	1.137654E-10	8.150344E-18	6.853871E-13	1.576741E-05	7.421162E-04
8.000000E+00	1.633290E-11	9.060060E-18	1.500000E-03	1.635360E-10	1.821175E-10	1.985051E-17	1.311890E-12	2.038096E-05	7.398094E-04
1.000000E+01	2.764990E-11	2.198861E-17	1.500000E-03	2.542336E-10	2.642322E-10	3.879767E-17	2.252061E-12	2.622877E-05	7.368855E-04
1.200000E+01	4.445729E-11	4.814614E-17	1.500000E-03	3.752004E-10	4.055750E-10	8.299063E-17	4.046760E-12	3.360272E-05	7.331984E-04
1.400000E+01	7.196560E-11	1.067493E-16	1.499999E-03	5.568242E-10	6.216063E-10	1.733893E-16	7.186225E-12	4.285054E-05	7.285745E-04
1.600000E+01	1.173933E-10	2.397854E-16	1.499999E-03	8.310649E-10	9.507078E-10	3.542333E-16	1.261023E-11	5.438160E-05	7.228088E-04
1.800000E+01	1.952333E-10	5.576651E-16	1.499999E-03	1.260810E-09	1.434409E-09	6.935913E-16	2.163194E-11	6.867106E-05	7.156638E-04
2.000000E+01	3.247849E-10	1.290577E-15	1.499998E-03	1.905660E-09	2.176029E-09	1.356449E-15	3.700362E-11	8.626104E-05	7.068685E-04
2.200000E+01	5.368709E-10	2.927924E-15	1.499997E-03	2.847455E-09	3.341092E-09	2.693882E-15	6.358983E-11	1.077571E-04	6.961200E-04
2.400000E+01	9.005590E-10	6.781857E-15	1.499995E-03	4.291100E-09	5.083159E-09	5.224681E-15	1.075552E-10	1.338176E-04	6.830890E-04
2.600000E+01	1.513914E-09	1.562484E-14	1.499992E-03	6.435035E-09	7.757048E-09	1.017267E-14	1.813541E-10	1.651334E-04	6.674300E-04
2.800000E+01	2.553422E-09	3.586106E-14	1.499988E-03	9.606111E-09	1.185507E-08	1.988175E-14	3.044941E-10	2.023944E-04	6.487978E-04
3.000000E+01	4.327741E-09	8.223438E-14	1.499981E-03	1.428848E-08	1.810554E-08	3.893943E-14	5.080762E-10	2.462408E-04	6.268722E-04
3.200000E+01	7.359537E-09	1.878992E-13	1.499972E-03	2.113661E-08	2.765323E-08	7.671766E-14	8.431427E-10	2.971956E-04	6.013912E-04
3.400000E+01	1.254845E-08	4.275889E-13	1.499956E-03	3.106885E-08	4.222691E-08	1.522494E-13	1.390869E-09	3.555808E-04	5.721934E-04
3.600000E+01	2.142653E-08	9.680725E-13	1.499933E-03	4.532588E-08	6.447363E-08	3.048416E-13	2.280099E-09	4.214196E-04	5.392664E-04
3.800000E+01	3.658950E-08	2.178727E-12	1.499898E-03	6.555716E-08	9.843700E-08	6.165146E-13	3.712799E-09	4.943364E-04	5.027972E-04
4.000000E+01	6.239669E-08	4.870404E-12	1.499844E-03	9.390350E-08	1.503053E-07	1.260391E-12	6.002143E-09	5.734707E-04	4.632147E-04
4.200000E+01	1.060930E-07	1.080640E-11	1.499761E-03	1.330782E-07	2.295603E-07	2.605838E-12	9.628103E-09	6.574315E-04	4.212129E-04
4.400000E+01	1.795748E-07	2.378467E-11	1.499634E-03	1.864456E-07	3.507396E-07	5.448661E-12	1.531748E-08	7.443183E-04	3.777399E-04
