Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	5.51E+2	1E-2	3.21E-1	2.26E0	7.04	10	9.25E-2	9.96E-1	2.27E-2
2	7.41E+2	1.58E-2	4E-1	3.53E0	8.82	10	1.45E-1	1E0	3.57E-2
3	9.21E+2	2.51E-2	5.79E-1	5.51E0	9.52	10	2.26E-1	1E0	5.57E-2
4	1.02E+3	3.98E-2	9.34E-1	8.7E0	9.31	10	3.57E-1	1E0	8.78E-2
5	1.08E+3	6.31E-2	1.74E0	1.37E+1	7.85	10	5.63E-1	1E0	1.38E-1
6	1.12E+3	1E-1	3.63E0	2.12E+1	5.85	10	8.81E-1	1E0	2.16E-1
7	1.15E+3	1.58E-1	8.05E0	3.23E+1	4.02	10	1.36E0	1E0	3.34E-1
8	1.17E+3	2.51E-1	1.75E+1	4.7E+1	2.69	10	2.04E0	1E0	5.02E-1
9	1.18E+3	3.98E-1	3.48E+1	6.35E+1	1.82	10	2.96E0	1E0	7.27E-1
10	1.19E+3	6.31E-1	6.06E+1	7.61E+1	1.26	10	3.98E0	1E0	9.78E-1
11	1.2E+3	1E0	9.17E+1	8.15E+1	0.889	10	5E0	1E0	1.23E0
12	1.21E+3	1.58E0	1.21E+2	7.88E+1	0.651	10	5.88E0	1E0	1.45E0
13	1.22E+3	2.51E0	1.45E+2	7.14E+1	0.493	10	6.58E0	1E0	1.62E0
14	1.23E+3	3.98E0	1.62E+2	6.32E+1	0.389	10	7.09E0	1E0	1.74E0
15	1.24E+3	6.31E0	1.71E+2	5.62E+1	0.328	10	7.34E0	1E0	1.8E0
16	1.24E+3	1E+1	1.67E+2	5.17E+1	0.31	10	7.12E0	1E0	1.75E0
