Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1E-1	******	******	******	******	10	5.59E+1	1E+1	1.37E+1
2E-1	******	******	******	******	10	5.06E+1	1E+1	1.24E+1
3E-1	******	******	******	******	10	1.65E+1	1E+1	4.06E0
4E-1	******	******	******	******	10	1.57E+1	1E+1	3.85E0
5E-1	******	******	******	******	10	1.04E+1	1E+1	2.56E0
6E-1	******	******	******	******	10	7.62E0	1E+1	1.87E0
7.01E-1	******	******	******	******	10	5.32E0	1E+1	1.31E0
8.01E-1	******	******	******	******	10	3.99E0	1E+1	9.81E-1
9.01E-1	******	******	******	******	10	2.85E0	1E+1	7E-1
1E0	******	******	******	******	10	2.28E0	1E+1	5.6E-1
1.1E0	******	******	******	******	10	1.59E0	1E+1	3.9E-1
1.2E0	******	******	******	******	10	1.38E0	1E+1	3.4E-1
1.3E0	******	******	******	******	10	9.36E-1	1E+1	2.3E-1
1.4E0	******	******	******	******	10	7.97E-1	1E+1	1.96E-1
1.5E0	******	******	******	******	10	5.49E-1	1E+1	1.35E-1
1.6E0	******	******	******	******	10	4.95E-1	1E+1	1.22E-1
1.7E0	******	******	******	******	10	2.97E-1	1E+1	7.3E-2
1.8E0	******	******	******	******	10	2.22E-1	1E+1	5.44E-2
1.9E0	******	******	******	******	10	2.23E-1	1E+1	5.47E-2
2E0	******	******	******	******	10	2.28E-1	1E+1	5.61E-2
2.1E0	******	******	******	******	10	1.73E-1	1E+1	4.26E-2
2.2E0	******	******	******	******	10	2.2E-1	1E+1	5.41E-2
2.3E0	******	******	******	******	10	1.24E-1	1E+1	3.04E-2
2.4E0	******	******	******	******	10	9.96E-2	1E+1	2.45E-2
2.5E0	******	******	******	******	10	2.6E-2	1E+1	6.4E-3
2.6E0	******	******	******	******	10	9.41E-2	1E+1	2.31E-2
2.7E0	******	******	******	******	10	8.01E-2	1E+1	1.97E-2
2.8E0	******	******	******	******	10	2.92E-2	1E+1	7.18E-3
2.9E0	******	******	******	******	10	7.82E-3	1E+1	1.92E-3
3E0	******	******	******	******	10	1.04E-2	1E+1	2.55E-3
3.1E0	******	******	******	******	10	4.32E-2	1E+1	1.06E-2
3.2E0	******	******	******	******	10	2.77E-2	1E+1	6.81E-3
3.3E0	******	******	******	******	10	2.43E-2	1E+1	5.98E-3
3.4E0	******	******	******	******	10	8.76E-2	1E+1	2.15E-2
3.5E0	******	******	******	******	10	7.53E-2	1E+1	1.85E-2
3.6E0	******	******	******	******	10	6.73E-2	1E+1	1.65E-2
3.7E0	******	******	******	******	10	5.64E-2	1E+1	1.38E-2
3.8E0	******	******	******	******	10	7.5E-2	1E+1	1.84E-2
3.9E0	******	******	******	******	10	-1.3E-2	1E+1	-3.19E-3
4E0	******	******	******	******	10	-9.95E-3	1E+1	-2.44E-3
4.1E0	******	******	******	******	10	-5.6E-2	1E+1	-1.38E-2
4.2E0	******	******	******	******	10	8.98E-6	1E+1	2.21E-6
4.3E0	******	******	******	******	10	-1.59E-2	1E+1	-3.9E-3
4.4E0	******	******	******	******	10	1.51E-2	1E+1	3.72E-3
4.5E0	******	******	******	******	10	-3.9E-2	1E+1	-9.59E-3
4.6E0	******	******	******	******	10	8.31E-2	1E+1	2.04E-2
4.7E0	******	******	******	******	10	1.5E-1	1E+1	3.68E-2
4.8E0	******	******	******	******	10	9.1E-2	1E+1	2.24E-2
4.9E0	******	******	******	******	10	2.72E-2	1E+1	6.68E-3
5E0	******	******	******	******	10	1.16E-1	1E+1	2.85E-2
5.1E0	******	******	******	******	10	8.7E-2	1E+1	2.14E-2
5.2E0	******	******	******	******	10	9.37E-2	1E+1	2.3E-2
5.3E0	******	******	******	******	10	4.56E-2	1E+1	1.12E-2
5.4E0	******	******	******	******	10	9.57E-2	1E+1	2.35E-2
5.5E0	******	******	******	******	10	6.45E-2	1E+1	1.58E-2
5.6E0	******	******	******	******	10	5.01E-2	1E+1	1.23E-2
5.7E0	******	******	******	******	10	2.34E-2	1E+1	5.75E-3
5.8E0	******	******	******	******	10	5.28E-2	1E+1	1.3E-2
5.9E0	******	******	******	******	10	3.58E-2	1E+1	8.79E-3
6E0	******	******	******	******	10	1.31E-1	1E+1	3.21E-2
6.1E0	******	******	******	******	10	8.79E-2	1E+1	2.16E-2
6.2E0	******	******	******	******	10	1.84E-1	1E+1	4.52E-2
6.3E0	******	******	******	******	10	1.18E-1	1E+1	2.91E-2
6.4E0	******	******	******	******	10	1.52E-1	1E+1	3.73E-2
6.5E0	******	******	******	******	10	9.06E-2	1E+1	2.23E-2
6.6E0	******	******	******	******	10	1.06E-1	1E+1	2.59E-2
6.7E0	******	******	******	******	10	1.45E-1	1E+1	3.56E-2
6.8E0	******	******	******	******	10	4.11E-2	1E+1	1.01E-2
6.9E0	******	******	******	******	10	-5.07E-3	1E+1	-1.25E-3
7E0	******	******	******	******	10	4.23E-2	1E+1	1.04E-2
7.1E0	******	******	******	******	10	1.29E-2	1E+1	3.17E-3
7.2E0	******	******	******	******	10	5.42E-2	1E+1	1.33E-2
7.3E0	******	******	******	******	10	8.13E-2	1E+1	2E-2
7.4E0	******	******	******	******	10	1.12E-1	1E+1	2.75E-2
7.5E0	******	******	******	******	10	9.37E-2	1E+1	2.3E-2
7.6E0	******	******	******	******	10	1.47E-1	1E+1	3.61E-2
7.7E0	******	******	******	******	10	9.71E-2	1E+1	2.39E-2
7.8E0	******	******	******	******	10	5.63E-2	1E+1	1.38E-2
7.9E0	******	******	******	******	10	1.64E-1	1E+1	4.02E-2
8E0	******	******	******	******	10	1.2E-1	1E+1	2.94E-2
8.1E0	******	******	******	******	10	9.54E-2	1E+1	2.35E-2
8.2E0	******	******	******	******	10	7.21E-2	1E+1	1.77E-2
8.3E0	******	******	******	******	10	1.56E-2	1E+1	3.83E-3
8.4E0	******	******	******	******	10	3.01E-2	1E+1	7.4E-3
8.5E0	******	******	******	******	10	-4.65E-3	1E+1	-1.14E-3
8.6E0	******	******	******	******	10	-2.79E-2	1E+1	-6.86E-3
8.7E0	******	******	******	******	10	2.76E-2	1E+1	6.78E-3
8.8E0	******	******	******	******	10	5.99E-3	1E+1	1.47E-3
8.9E0	******	******	******	******	10	2.77E-2	1E+1	6.8E-3
9E0	******	******	******	******	10	5.94E-2	1E+1	1.46E-2
9.1E0	******	******	******	******	10	9.14E-2	1E+1	2.25E-2
9.2E0	******	******	******	******	10	6.17E-2	1E+1	1.52E-2
9.3E0	******	******	******	******	10	9.89E-2	1E+1	2.43E-2
9.4E0	******	******	******	******	10	3.79E-2	1E+1	9.31E-3
9.5E0	******	******	******	******	10	9.56E-2	1E+1	2.35E-2
9.6E0	******	******	******	******	10	6.69E-2	1E+1	1.64E-2
9.7E0	******	******	******	******	10	8.71E-2	1E+1	2.14E-2
9.8E0	******	******	******	******	10	4.95E-2	1E+1	1.22E-2
9.9E0	******	******	******	******	10	5.98E-2	1E+1	1.47E-2
1E+1	******	******	******	******	10	9.56E-2	1E+1	2.35E-2
1.01E+1	******	******	******	******	10	3.42E-2	1E+1	8.4E-3
1.02E+1	******	******	******	******	10	9.9E-3	1E+1	2.43E-3
1.03E+1	******	******	******	******	10	-3.78E-2	1E+1	-9.29E-3
1.04E+1	******	******	******	******	10	-9.54E-3	1E+1	-2.34E-3
1.05E+1	******	******	******	******	10	-7.31E-2	1E+1	-1.8E-2
1.06E+1	******	******	******	******	10	-7.8E-2	1E+1	-1.92E-2
1.07E+1	******	******	******	******	10	-4.47E-2	1E+1	-1.1E-2
1.08E+1	******	******	******	******	10	-2.08E-2	1E+1	-5.1E-3
1.09E+1	******	******	******	******	10	-4.04E-2	1E+1	-9.93E-3
1.1E+1	******	******	******	******	10	3.78E-2	1E+1	9.3E-3
1.11E+1	******	******	******	******	10	1.8E-2	1E+1	4.41E-3
1.12E+1	******	******	******	******	10	6.89E-2	1E+1	1.69E-2
1.13E+1	******	******	******	******	10	5.46E-2	1E+1	1.34E-2
1.14E+1	******	******	******	******	10	1.07E-1	1E+1	2.64E-2
1.15E+1	******	******	******	******	10	2.67E-2	1E+1	6.56E-3
1.16E+1	******	******	******	******	10	2.26E-3	1E+1	5.54E-4
1.17E+1	******	******	******	******	10	3.09E-2	1E+1	7.58E-3
1.18E+1	******	******	******	******	10	2.6E-3	1E+1	6.4E-4
1.19E+1	******	******	******	******	10	-5.07E-2	1E+1	-1.24E-2
1.2E+1	******	******	******	******	10	-5.98E-2	1E+1	-1.47E-2
1.21E+1	******	******	******	******	10	-6.12E-2	1E+1	-1.5E-2
1.22E+1	******	******	******	******	10	2.84E-2	1E+1	6.98E-3
1.23E+1	******	******	******	******	10	-6.03E-2	1E+1	-1.48E-2
1.24E+1	******	******	******	******	10	3.15E-2	1E+1	7.73E-3
1.25E+1	******	******	******	******	10	1.99E-2	1E+1	4.9E-3
1.26E+1	******	******	******	******	10	5.25E-2	1E+1	1.29E-2
1.27E+1	******	******	******	******	10	1.09E-1	1E+1	2.69E-2
1.28E+1	******	******	******	******	10	1.38E-1	1E+1	3.39E-2
1.29E+1	******	******	******	******	10	5.4E-2	1E+1	1.33E-2
1.3E+1	******	******	******	******	10	9.85E-2	1E+1	2.42E-2
1.31E+1	******	******	******	******	10	1.23E-1	1E+1	3.03E-2
1.32E+1	******	******	******	******	10	6.06E-2	1E+1	1.49E-2
1.33E+1	******	******	******	******	10	5.61E-2	1E+1	1.38E-2
1.34E+1	******	******	******	******	10	-1.08E-2	1E+1	-2.66E-3
1.35E+1	******	******	******	******	10	1.16E-2	1E+1	2.84E-3
1.36E+1	******	******	******	******	10	2.61E-2	1E+1	6.41E-3
1.37E+1	******	******	******	******	10	2.78E-2	1E+1	6.82E-3
1.38E+1	******	******	******	******	9.99	1.18E-2	1E+1	2.89E-3
1.39E+1	******	******	******	******	9.99	8.16E-2	1E+1	2E-2
1.4E+1	******	******	******	******	10	8.14E-2	1E+1	2E-2
1.41E+1	******	******	******	******	10	9.75E-2	1E+1	2.4E-2
1.42E+1	******	******	******	******	10	1.27E-1	1E+1	3.12E-2
1.43E+1	******	******	******	******	10	1.08E-1	1E+1	2.65E-2
1.44E+1	******	******	******	******	10	1.82E-1	1E+1	4.48E-2
1.45E+1	******	******	******	******	10	1.23E-1	1E+1	3.02E-2
1.46E+1	******	******	******	******	10	1.59E-1	1E+1	3.9E-2
1.47E+1	******	******	******	******	10	6.2E-2	1E+1	1.52E-2
1.48E+1	******	******	******	******	10	1.01E-1	1E+1	2.48E-2
1.49E+1	******	******	******	******	10	5.87E-2	1E+1	1.44E-2
1.5E+1	******	******	******	******	10	3.13E-2	1E+1	7.7E-3
1.51E+1	******	******	******	******	10	4.33E-2	1E+1	1.06E-2
1.52E+1	******	******	******	******	10	1.29E-2	1E+1	3.18E-3
1.53E+1	******	******	******	******	10	1.04E-2	1E+1	2.55E-3
1.54E+1	******	******	******	******	10	4.33E-2	1E+1	1.06E-2
1.55E+1	******	******	******	******	10	1.29E-1	1E+1	3.16E-2
1.56E+1	******	******	******	******	10	1.12E-1	1E+1	2.75E-2
1.57E+1	******	******	******	******	10	1.15E-1	1E+1	2.82E-2
1.58E+1	******	******	******	******	10	1.34E-1	1E+1	3.29E-2
1.59E+1	******	******	******	******	10	1.65E-1	1E+1	4.05E-2
1.6E+1	******	******	******	******	10	6.34E-2	1E+1	1.56E-2
1.61E+1	******	******	******	******	10	1.76E-1	1E+1	4.33E-2
1.62E+1	******	******	******	******	10	6.25E-2	1E+1	1.54E-2
1.63E+1	******	******	******	******	10	3.9E-2	1E+1	9.58E-3
1.64E+1	******	******	******	******	10	2.04E-2	1E+1	5.01E-3
1.65E+1	******	******	******	******	10	-2.92E-2	1E+1	-7.18E-3
