Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
9.8E-2	******	******	******	******	4.99	1.7E+3	1E+2	4.18E+2
1.99E-1	******	******	******	******	4.99	1.06E+3	1E+2	2.62E+2
2.97E-1	******	******	******	******	5	8.09E+2	1E+2	1.99E+2
3.98E-1	******	******	******	******	5	6.62E+2	1E+2	1.63E+2
5E-1	******	******	******	******	5	5.55E+2	1E+2	1.36E+2
5.98E-1	******	******	******	******	5	4.73E+2	1E+2	1.16E+2
7.03E-1	******	******	******	******	5	4.06E+2	1E+2	9.99E+1
8.01E-1	******	******	******	******	5	3.53E+2	1E+2	8.67E+1
9.02E-1	******	******	******	******	5	3.08E+2	1E+2	7.56E+1
1E0	******	******	******	******	5	2.7E+2	1E+2	6.65E+1
1.1E0	******	******	******	******	5	2.39E+2	1E+2	5.87E+1
1.2E0	******	******	******	******	5	2.11E+2	1E+2	5.19E+1
1.3E0	******	******	******	******	5	1.88E+2	1E+2	4.62E+1
1.4E0	******	******	******	******	5	1.68E+2	1E+2	4.12E+1
1.5E0	******	******	******	******	5	1.5E+2	1E+2	3.68E+1
1.6E0	******	******	******	******	5	1.34E+2	1E+2	3.3E+1
1.7E0	******	******	******	******	5	1.21E+2	1E+2	2.97E+1
1.8E0	******	******	******	******	5	1.09E+2	1E+2	2.67E+1
1.9E0	******	******	******	******	5	9.83E+1	1E+2	2.41E+1
2E0	******	******	******	******	5	8.9E+1	1E+2	2.19E+1
2.1E0	******	******	******	******	5	8.06E+1	1E+2	1.98E+1
2.2E0	******	******	******	******	5	7.35E+1	1E+2	1.81E+1
2.3E0	******	******	******	******	5	6.39E+1	1E+2	1.57E+1
2.4E0	******	******	******	******	5	6.05E+1	1E+2	1.49E+1
2.5E0	******	******	******	******	5	5.57E+1	1E+2	1.37E+1
2.6E0	******	******	******	******	5	5.08E+1	1E+2	1.25E+1
2.7E0	******	******	******	******	5	4.64E+1	1E+2	1.14E+1
2.8E0	******	******	******	******	5	4.26E+1	1E+2	1.05E+1
2.9E0	******	******	******	******	5	3.89E+1	1E+2	9.56E0
3E0	******	******	******	******	5	3.57E+1	1E+2	8.76E0
3.1E0	******	******	******	******	5	3.28E+1	1E+2	8.06E0
3.2E0	******	******	******	******	5	3.03E+1	1E+2	7.44E0
3.3E0	******	******	******	******	5	2.77E+1	1E+2	6.81E0
3.4E0	******	******	******	******	5	2.56E+1	1E+2	6.3E0
3.5E0	******	******	******	******	5	2.37E+1	1E+2	5.83E0
3.6E0	******	******	******	******	5	2.19E+1	1E+2	5.39E0
3.7E0	******	******	******	******	5	2.02E+1	1E+2	4.98E0
3.8E0	******	******	******	******	5	1.87E+1	1E+2	4.61E0
3.9E0	******	******	******	******	5	1.74E+1	1E+2	4.27E0
4E0	******	******	******	******	5	1.6E+1	1E+2	3.94E0
4.1E0	******	******	******	******	5	1.5E+1	1E+2	3.68E0
4.2E0	******	******	******	******	5	1.38E+1	1E+2	3.4E0
4.3E0	******	******	******	******	5	1.28E+1	1E+2	3.13E0
4.4E0	******	******	******	******	5	1.2E+1	1E+2	2.94E0
4.5E0	******	******	******	******	5	1.11E+1	1E+2	2.73E0
4.6E0	******	******	******	******	5	1.02E+1	1E+2	2.51E0
4.7E0	******	******	******	******	5	9.68E0	1E+2	2.38E0
4.8E0	******	******	******	******	5	8.98E0	1E+2	2.21E0
4.9E0	******	******	******	******	5	8.28E0	1E+2	2.03E0
5E0	******	******	******	******	5	7.82E0	1E+2	1.92E0
5.1E0	******	******	******	******	5	7.36E0	1E+2	1.81E0
5.2E0	******	******	******	******	5	6.77E0	1E+2	1.66E0
5.3E0	******	******	******	******	5	6.41E0	1E+2	1.57E0
5.4E0	******	******	******	******	5	6.06E0	1E+2	1.49E0
5.5E0	******	******	******	******	5	5.68E0	1E+2	1.4E0
5.6E0	******	******	******	******	5	5.27E0	1E+2	1.29E0
5.7E0	******	******	******	******	5	5E0	1E+2	1.23E0
5.8E0	******	******	******	******	5	4.65E0	1E+2	1.14E0
5.9E0	******	******	******	******	5	4.36E0	1E+2	1.07E0
6E0	******	******	******	******	5	4.1E0	1E+2	1.01E0
6.1E0	******	******	******	******	5	3.82E0	1E+2	9.39E-1
6.2E0	******	******	******	******	5	3.53E0	1E+2	8.66E-1
6.3E0	******	******	******	******	5	3.41E0	1E+2	8.38E-1
6.4E0	******	******	******	******	5	3.19E0	1E+2	7.85E-1
6.5E0	******	******	******	******	5	2.97E0	1E+2	7.29E-1
6.6E0	******	******	******	******	5	2.88E0	1E+2	7.07E-1
6.7E0	******	******	******	******	5	2.76E0	1E+2	6.79E-1
6.8E0	******	******	******	******	5	2.55E0	1E+2	6.26E-1
6.9E0	******	******	******	******	5	2.41E0	1E+2	5.91E-1
7E0	******	******	******	******	5	2.36E0	1E+2	5.81E-1
7.1E0	******	******	******	******	5	2.19E0	1E+2	5.38E-1
7.2E0	******	******	******	******	5	2.01E0	1E+2	4.95E-1
7.3E0	******	******	******	******	5	2E0	1E+2	4.92E-1
7.4E0	******	******	******	******	5	1.83E0	1E+2	4.49E-1
7.5E0	******	******	******	******	5	1.66E0	1E+2	4.07E-1
7.6E0	******	******	******	******	5	1.66E0	1E+2	4.08E-1
7.7E0	******	******	******	******	5	1.57E0	1E+2	3.85E-1
7.8E0	******	******	******	******	5	1.4E0	1E+2	3.43E-1
7.9E0	******	******	******	******	5	1.4E0	1E+2	3.45E-1
8E0	******	******	******	******	5	1.35E0	1E+2	3.32E-1
8.1E0	******	******	******	******	5	1.2E0	1E+2	2.94E-1
8.2E0	******	******	******	******	5	1.23E0	1E+2	3.03E-1
8.3E0	******	******	******	******	5	1.21E0	1E+2	2.98E-1
8.4E0	******	******	******	******	5	1.11E0	1E+2	2.72E-1
8.5E0	******	******	******	******	5	1.06E0	1E+2	2.6E-1
8.6E0	******	******	******	******	5	1.11E0	1E+2	2.73E-1
8.7E0	******	******	******	******	5	1E0	1E+2	2.47E-1
8.8E0	******	******	******	******	5	9.04E-1	1E+2	2.22E-1
8.9E0	******	******	******	******	5	9.47E-1	1E+2	2.33E-1
9E0	******	******	******	******	5	9.11E-1	1E+2	2.24E-1
9.1E0	******	******	******	******	5	7.84E-1	1E+2	1.93E-1
9.2E0	******	******	******	******	5	7.9E-1	1E+2	1.94E-1
9.3E0	******	******	******	******	5	7.88E-1	1E+2	1.94E-1
9.4E0	******	******	******	******	5	6.35E-1	1E+2	1.56E-1
9.5E0	******	******	******	******	5	6.52E-1	1E+2	1.6E-1
9.6E0	******	******	******	******	5	6.24E-1	1E+2	1.53E-1
9.7E0	******	******	******	******	5	6.72E-1	1E+2	1.65E-1
9.8E0	******	******	******	******	5	5.86E-1	1E+2	1.44E-1
9.9E0	******	******	******	******	5	5.91E-1	1E+2	1.45E-1
1E+1	******	******	******	******	5	6.11E-1	1E+2	1.5E-1
