Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1E-1	******	******	******	******	10	-5.54E+1	-1.21E-2	-1.36E+1
2E-1	******	******	******	******	10	-3.62E+1	5.24E-5	-8.9E0
3E-1	******	******	******	******	10	-1.42E+1	-2.51E-6	-3.5E0
4E-1	******	******	******	******	10	-1.57E+1	-3.51E-4	-3.85E0
5E-1	******	******	******	******	10	-1.07E+1	1.38E-5	-2.64E0
6E-1	******	******	******	******	10	-7.42E0	-1.01E-3	-1.82E0
7.01E-1	******	******	******	******	10	-5.33E0	-1.35E-3	-1.31E0
8.01E-1	******	******	******	******	10	-3.87E0	-1.72E-3	-9.5E-1
9.01E-1	******	******	******	******	10	-2.8E0	-1.61E-3	-6.89E-1
1E0	******	******	******	******	10	-2.08E0	-1.21E-3	-5.11E-1
1.1E0	******	******	******	******	10	-1.53E0	-8.7E-4	-3.76E-1
1.2E0	******	******	******	******	10	-1.12E0	-6.64E-4	-2.76E-1
1.3E0	******	******	******	******	10	-8.35E-1	-6.3E-4	-2.05E-1
1.4E0	******	******	******	******	10	-6.11E-1	-3.86E-4	-1.5E-1
1.5E0	******	******	******	******	10	-4.87E-1	-3.94E-4	-1.2E-1
1.6E0	******	******	******	******	10	-4.11E-1	-2.44E-4	-1.01E-1
1.7E0	******	******	******	******	10	-3.22E-1	-2.76E-4	-7.91E-2
1.8E0	******	******	******	******	10	-3.17E-1	-1.11E-4	-7.8E-2
1.9E0	******	******	******	******	10	-2.29E-1	-1.8E-4	-5.62E-2
2E0	******	******	******	******	10	-1.85E-1	-1.53E-4	-4.55E-2
2.1E0	******	******	******	******	10	-1.6E-1	-1.11E-4	-3.94E-2
2.2E0	******	******	******	******	10	-8.29E-2	-2.14E-6	-2.04E-2
2.3E0	******	******	******	******	10	2.02E-2	-2.83E-4	4.97E-3
2.4E0	******	******	******	******	10	-7.85E-2	7.18E-5	-1.93E-2
2.5E0	******	******	******	******	10	-3.24E-2	-1.61E-4	-7.96E-3
2.6E0	******	******	******	******	10	-1.01E-1	9.23E-5	-2.47E-2
2.7E0	******	******	******	******	10	-6.93E-2	-4.35E-5	-1.7E-2
2.8E0	******	******	******	******	10	-1.67E-2	-2.78E-6	-4.11E-3
2.9E0	******	******	******	******	10	-1.25E-1	1.28E-4	-3.07E-2
3E0	******	******	******	******	10	-1.04E-1	1.22E-4	-2.55E-2
3.1E0	******	******	******	******	10	-6.33E-2	1.07E-4	-1.56E-2
3.2E0	******	******	******	******	10	-5.28E-2	1.41E-4	-1.3E-2
3.3E0	******	******	******	******	10	1.1E-2	-3.38E-5	2.7E-3
3.4E0	******	******	******	******	10	2.93E-3	-3.33E-5	7.19E-4
3.5E0	******	******	******	******	10	-6E-3	8.4E-5	-1.47E-3
3.6E0	******	******	******	******	10	-3.08E-2	3.83E-5	-7.56E-3
3.7E0	******	******	******	******	10	-3.8E-2	6.41E-5	-9.34E-3
3.8E0	******	******	******	******	10	-1.17E-1	7.67E-5	-2.88E-2
3.9E0	******	******	******	******	10	-8.76E-2	8.38E-5	-2.15E-2
4E0	******	******	******	******	10	-1.66E-1	1.44E-4	-4.07E-2
4.1E0	******	******	******	******	10	-1.24E-1	1.3E-4	-3.04E-2
4.2E0	******	******	******	******	10	-1.23E-1	9.52E-5	-3.02E-2
4.3E0	******	******	******	******	10	-1.23E-1	1.94E-4	-3.02E-2
4.4E0	******	******	******	******	10	-5.2E-2	6.46E-6	-1.28E-2
4.5E0	******	******	******	******	10	-1.15E-1	1.14E-4	-2.83E-2
4.6E0	******	******	******	******	10	-4.45E-3	-1.69E-5	-1.09E-3
4.7E0	******	******	******	******	10	4.39E-3	-7.74E-6	1.08E-3
4.8E0	******	******	******	******	10	2.27E-2	-1.14E-4	5.59E-3
4.9E0	******	******	******	******	10	-1.96E-2	5.4E-5	-4.82E-3
5E0	******	******	******	******	10	-3.18E-2	-2.56E-5	-7.81E-3
5.1E0	******	******	******	******	10	-8.9E-2	-6.67E-6	-2.19E-2
5.2E0	******	******	******	******	10	-1.26E-1	1.34E-4	-3.1E-2
5.3E0	******	******	******	******	10	-4.15E-2	1.94E-5	-1.02E-2
5.4E0	******	******	******	******	10	-4.91E-2	-3.36E-5	-1.21E-2
5.5E0	******	******	******	******	10	-9.57E-2	2.4E-5	-2.35E-2
5.6E0	******	******	******	******	10	-3.92E-2	3.58E-5	-9.64E-3
5.7E0	******	******	******	******	10	-3.31E-2	-3.08E-5	-8.13E-3
5.8E0	******	******	******	******	10	1.03E-1	-1.91E-4	2.54E-2
5.9E0	******	******	******	******	10	-7.27E-2	1.29E-4	-1.79E-2
6E0	******	******	******	******	10	1.18E-1	-2.65E-4	2.89E-2
6.1E0	******	******	******	******	10	3.66E-3	-7.76E-5	9E-4
6.2E0	******	******	******	******	10	1.5E-2	-1.32E-4	3.68E-3
6.3E0	******	******	******	******	10	6.34E-2	-7.72E-5	1.56E-2
