Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1E-1	******	******	******	******	10	-1.22E+1	-1.03E-3	-3E0
2E-1	******	******	******	******	10	-2.51E0	-1.73E-5	-6.17E-1
3E-1	******	******	******	******	10	-1.89E0	-1.92E-5	-4.64E-1
4E-1	******	******	******	******	10	-1.38E0	-2.95E-5	-3.38E-1
5E-1	******	******	******	******	10	-8.9E-1	-4.25E-4	-2.19E-1
6E-1	******	******	******	******	10	-6.96E-1	-3.03E-4	-1.71E-1
7.01E-1	******	******	******	******	10	-3.81E-1	-5.23E-4	-9.36E-2
8.01E-1	******	******	******	******	10	-3.01E-1	-3.22E-4	-7.4E-2
9.01E-1	******	******	******	******	10	-1.72E-1	-3.39E-4	-4.24E-2
1E0	******	******	******	******	10	-1.76E-1	-1.69E-4	-4.33E-2
1.1E0	******	******	******	******	10	-6.18E-2	-2.52E-4	-1.52E-2
1.2E0	******	******	******	******	10	-1.23E-1	-1.22E-4	-3.02E-2
1.3E0	******	******	******	******	10	-7.15E-2	-1.21E-4	-1.76E-2
1.4E0	******	******	******	******	10	-9.01E-2	-5.4E-5	-2.21E-2
1.5E0	******	******	******	******	10	-8.14E-2	-5.1E-5	-2E-2
1.6E0	******	******	******	******	10	-6.52E-2	-4.16E-6	-1.6E-2
1.7E0	******	******	******	******	10	-4.18E-2	-1.51E-5	-1.03E-2
1.8E0	******	******	******	******	10	1.2E-3	-2.1E-5	2.96E-4
1.9E0	******	******	******	******	10	2.67E-2	-8.47E-5	6.55E-3
2E0	******	******	******	******	10	2.9E-3	1.2E-4	7.14E-4
2.1E0	******	******	******	******	10	6.17E-2	-7.44E-5	1.52E-2
2.2E0	******	******	******	******	10	3.53E-2	-1.15E-4	8.67E-3
2.3E0	******	******	******	******	10	1.21E-3	-6.19E-6	2.98E-4
2.4E0	******	******	******	******	10	-5.91E-2	4.58E-5	-1.45E-2
2.5E0	******	******	******	******	10	-2.4E-2	9.53E-5	-5.9E-3
2.6E0	******	******	******	******	10	5.41E-3	2.54E-5	1.33E-3
2.7E0	******	******	******	******	10	-5.22E-2	2.58E-5	-1.28E-2
2.8E0	******	******	******	******	10	-6.65E-2	1.59E-4	-1.63E-2
2.9E0	******	******	******	******	10	-6.93E-2	1.36E-4	-1.7E-2
3E0	******	******	******	******	10	-5.82E-2	1.53E-4	-1.43E-2
3.1E0	******	******	******	******	10	-3.87E-2	5.7E-5	-9.51E-3
3.2E0	******	******	******	******	10	-1.61E-2	4.47E-5	-3.96E-3
3.3E0	******	******	******	******	10	1.56E-3	1.07E-4	3.84E-4
3.4E0	******	******	******	******	10	2.62E-2	9.32E-5	6.45E-3
3.5E0	******	******	******	******	10	-3.99E-2	1.26E-4	-9.81E-3
3.6E0	******	******	******	******	10	6.47E-2	-7.52E-5	1.59E-2
3.7E0	******	******	******	******	10	-5.68E-3	1.87E-4	-1.4E-3
3.8E0	******	******	******	******	10	7.26E-2	-8.62E-5	1.78E-2
3.9E0	******	******	******	******	10	-3.17E-2	9.38E-5	-7.79E-3
4E0	******	******	******	******	10	-1.4E-2	-5.81E-5	-3.45E-3
4.1E0	******	******	******	******	10	-5.76E-2	9.69E-5	-1.41E-2
4.2E0	******	******	******	******	10	-9.37E-2	1.61E-4	-2.3E-2
4.3E0	******	******	******	******	10	-8.3E-2	6.12E-5	-2.04E-2
4.4E0	******	******	******	******	10	1.11E-2	4.59E-5	2.72E-3
4.5E0	******	******	******	******	10	-9.22E-2	9.48E-5	-2.27E-2
4.6E0	******	******	******	******	10	-7.65E-2	9.58E-5	-1.88E-2
4.7E0	******	******	******	******	10	-4.63E-2	7.56E-5	-1.14E-2
4.8E0	******	******	******	******	10	-1.14E-1	1.79E-4	-2.81E-2
4.9E0	******	******	******	******	10	3.35E-2	-4.01E-5	8.24E-3
5E0	******	******	******	******	10	-1.68E-1	2.94E-4	-4.13E-2
5.1E0	******	******	******	******	10	7.59E-2	-1.21E-5	1.87E-2
5.2E0	******	******	******	******	10	9.57E-3	-2.83E-5	2.35E-3
5.3E0	******	******	******	******	10	2.37E-2	2.56E-6	5.83E-3
5.4E0	******	******	******	******	10	-3.88E-2	5.34E-6	-9.53E-3
5.5E0	******	******	******	******	10	-3.27E-2	1.35E-5	-8.02E-3
5.6E0	******	******	******	******	10	-8.52E-2	-6.51E-6	-2.09E-2
5.7E0	******	******	******	******	10	2.13E-2	5E-5	5.23E-3
5.8E0	******	******	******	******	10	-8.88E-2	9.61E-5	-2.18E-2
5.9E0	******	******	******	******	10	-7.29E-2	-4.42E-5	-1.79E-2
6E0	******	******	******	******	10	-6.03E-2	1.33E-6	-1.48E-2
6.1E0	******	******	******	******	10	-8.37E-2	1.41E-4	-2.06E-2
6.2E0	******	******	******	******	10	-1.44E-2	4.11E-6	-3.53E-3
6.3E0	******	******	******	******	10	1.5E-2	-4.25E-5	3.69E-3
6.4E0	******	******	******	******	10	3.27E-2	-5.48E-5	8.05E-3
6.5E0	******	******	******	******	10	5.6E-2	-4.19E-5	1.38E-2
6.6E0	******	******	******	******	10	5.23E-2	-1.19E-4	1.28E-2
6.7E0	******	******	******	******	10	6.7E-2	-1.45E-4	1.65E-2
6.8E0	******	******	******	******	10	4.7E-2	-1.3E-4	1.16E-2
6.9E0	******	******	******	******	10	4.62E-3	3.27E-5	1.13E-3
