Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
9.8E-2	******	******	******	******	5	4.85E0	1E0	1.19E0
1.99E-1	******	******	******	******	5	9.59E0	1E0	2.36E0
2.97E-1	******	******	******	******	5	7.21E0	1E0	1.77E0
3.98E-1	******	******	******	******	5	6.04E0	1E0	1.48E0
5E-1	******	******	******	******	5	5.22E0	1E0	1.28E0
5.98E-1	******	******	******	******	5	4.64E0	1E0	1.14E0
7.03E-1	******	******	******	******	5	3.99E0	1E0	9.81E-1
8.01E-1	******	******	******	******	5	3.51E0	1E0	8.61E-1
9.02E-1	******	******	******	******	5	3.17E0	1E0	7.79E-1
1E0	******	******	******	******	5	2.78E0	1E0	6.83E-1
1.1E0	******	******	******	******	5	2.42E0	1E0	5.96E-1
1.2E0	******	******	******	******	5	2.24E0	1E0	5.51E-1
1.3E0	******	******	******	******	5	2.02E0	1E0	4.95E-1
1.4E0	******	******	******	******	5	1.77E0	1E0	4.35E-1
1.5E0	******	******	******	******	5	1.61E0	1E0	3.95E-1
1.6E0	******	******	******	******	5	1.56E0	1E0	3.84E-1
1.7E0	******	******	******	******	5	1.34E0	1E0	3.3E-1
1.8E0	******	******	******	******	5	1.22E0	1E0	2.99E-1
1.9E0	******	******	******	******	5	1.21E0	1E0	2.97E-1
2E0	******	******	******	******	5	1.1E0	1E0	2.69E-1
2.1E0	******	******	******	******	5	9.74E-1	1E0	2.39E-1
2.2E0	******	******	******	******	5	9.48E-1	1E0	2.33E-1
2.3E0	******	******	******	******	5	7.99E-1	1E0	1.96E-1
2.4E0	******	******	******	******	5	6.86E-1	1E0	1.69E-1
2.5E0	******	******	******	******	5	6.81E-1	1E0	1.67E-1
2.6E0	******	******	******	******	5	5.87E-1	1E0	1.44E-1
2.7E0	******	******	******	******	5	4.83E-1	1E0	1.19E-1
2.8E0	******	******	******	******	5	5.07E-1	1E0	1.25E-1
2.9E0	******	******	******	******	5	4.75E-1	1E0	1.17E-1
3E0	******	******	******	******	5	4E-1	1E0	9.82E-2
3.1E0	******	******	******	******	5	3.73E-1	1E0	9.17E-2
3.2E0	******	******	******	******	5	4.65E-1	1E0	1.14E-1
3.3E0	******	******	******	******	5	4.02E-1	1E0	9.87E-2
3.4E0	******	******	******	******	5	3.05E-1	1E0	7.5E-2
3.5E0	******	******	******	******	5	2.96E-1	1E0	7.28E-2
3.6E0	******	******	******	******	4.99	3.19E-1	1E0	7.85E-2
3.7E0	******	******	******	******	4.99	2.77E-1	1E0	6.81E-2
3.8E0	******	******	******	******	4.99	2.73E-1	1E0	6.71E-2
3.9E0	******	******	******	******	4.99	3.22E-1	1E0	7.92E-2
4E0	******	******	******	******	4.99	1.91E-1	1E0	4.7E-2
4.1E0	******	******	******	******	5	1.69E-1	1E0	4.16E-2
4.2E0	******	******	******	******	5	2.17E-1	1E0	5.34E-2
4.3E0	******	******	******	******	5	1.33E-1	1E0	3.26E-2
4.4E0	******	******	******	******	5	1.33E-1	1E0	3.27E-2
4.5E0	******	******	******	******	5	1.41E-1	1E0	3.47E-2
4.6E0	******	******	******	******	5	1.53E-1	1E0	3.75E-2
4.7E0	******	******	******	******	5	4.88E-2	1E0	1.2E-2
4.8E0	******	******	******	******	5	5.06E-2	1E0	1.24E-2
4.9E0	******	******	******	******	5	1.62E-1	1E0	3.97E-2
5E0	******	******	******	******	5	1.04E-1	1E0	2.56E-2
5.1E0	******	******	******	******	5	1.18E-1	1E0	2.9E-2
5.2E0	******	******	******	******	5	1.76E-1	1E0	4.33E-2
5.3E0	******	******	******	******	5	1.64E-1	1E0	4.04E-2
5.4E0	******	******	******	******	5	1.1E-1	1E0	2.69E-2
5.5E0	******	******	******	******	5	1.52E-1	1E0	3.74E-2
5.6E0	******	******	******	******	5	1.36E-1	1E0	3.35E-2
5.7E0	******	******	******	******	5	1.65E-1	1E0	4.06E-2
5.8E0	******	******	******	******	5	7.15E-2	1E0	1.76E-2
5.9E0	******	******	******	******	5	1.05E-1	1E0	2.59E-2
6E0	******	******	******	******	5	4.55E-3	1E0	1.12E-3
6.1E0	******	******	******	******	5	6.62E-2	1E0	1.63E-2
6.2E0	******	******	******	******	5	4.58E-2	1E0	1.13E-2
6.3E0	******	******	******	******	5	4.28E-2	1E0	1.05E-2
6.4E0	******	******	******	******	5	1.5E-2	1E0	3.69E-3
6.5E0	******	******	******	******	5	2.64E-2	1E0	6.48E-3
6.6E0	******	******	******	******	5	7.22E-2	1E0	1.77E-2
6.7E0	******	******	******	******	5	9.05E-2	1E0	2.22E-2
6.8E0	******	******	******	******	5	6.23E-2	1E0	1.53E-2
6.9E0	******	******	******	******	5	1.34E-1	1E0	3.29E-2
7E0	******	******	******	******	5	7.92E-2	1E0	1.95E-2
7.1E0	******	******	******	******	5	5E-2	1E0	1.23E-2
7.2E0	******	******	******	******	5	4.57E-2	1E0	1.12E-2
7.3E0	******	******	******	******	4.99	1.48E-1	1E0	3.64E-2
7.4E0	******	******	******	******	4.99	-1.44E-2	1E0	-3.53E-3
7.5E0	******	******	******	******	4.99	9.09E-3	1E0	2.23E-3
7.6E0	******	******	******	******	4.99	6.81E-2	1E0	1.67E-2
7.7E0	******	******	******	******	4.99	-7.3E-4	1E0	-1.79E-4
7.8E0	******	******	******	******	4.99	-4.57E-2	1E0	-1.12E-2
7.9E0	******	******	******	******	5	8.7E-4	1E0	2.14E-4
8E0	******	******	******	******	5	2.16E-2	1E0	5.3E-3
8.1E0	******	******	******	******	5	-7.12E-2	1E0	-1.75E-2
8.2E0	******	******	******	******	5	2.12E-2	1E0	5.22E-3
