Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;11.9;100;******;0.1;******;******;******;2.05;19.9;409;
2;12.6;100;******;0.201;******;******;******;2.18;19.9;409;
3;12.8;100;******;0.302;******;******;******;2.21;19.9;409;
4;12.7;100;******;0.403;******;******;******;2.19;19.9;409;
5;12.6;100;******;0.505;******;******;******;2.17;19.9;409;
6;12.4;100;******;0.607;******;******;******;2.15;19.9;409;
7;12.4;100;******;0.71;******;******;******;2.14;19.9;409;
8;12.4;100;******;0.814;******;******;******;2.14;19.9;409;
9;12.4;100;******;0.917;******;******;******;2.15;19.9;409;
10;12.5;100;******;1.02;******;******;******;2.16;19.9;409;
11;12.6;100;******;1.13;******;******;******;2.18;19.9;409;
12;12.8;100;******;1.23;******;******;******;2.2;19.9;409;
13;12.9;100;******;1.34;******;******;******;2.23;19.9;409;
14;13;100;******;1.44;******;******;******;2.25;19.9;409;
15;13.1;100;******;1.55;******;******;******;2.27;19.9;409;
16;13.3;100;******;1.66;******;******;******;2.3;19.9;409;
17;13.4;100;******;1.77;******;******;******;2.32;19.9;409;
18;13.5;100;******;1.87;******;******;******;2.34;19.9;409;
19;13.6;100;******;1.98;******;******;******;2.35;19.9;409;
20;13.7;100;******;2.09;******;******;******;2.37;19.9;409;
21;13.8;100;******;2.2;******;******;******;2.39;19.9;409;
22;14;100;******;2.31;******;******;******;2.41;19.9;409;
23;14.1;100;******;2.42;******;******;******;2.43;19.9;409;
24;14.1;100;******;2.53;******;******;******;2.45;19.9;409;
25;14.2;100;******;2.64;******;******;******;2.46;19.9;409;
26;14.3;100;******;2.76;******;******;******;2.48;19.9;409;
27;14.5;100;******;2.87;******;******;******;2.5;19.9;409;
28;14.5;100;******;2.98;******;******;******;2.51;19.9;409;
29;14.6;100;******;3.1;******;******;******;2.53;19.9;409;
30;14.7;100;******;3.21;******;******;******;2.55;19.9;409;
31;14.8;100;******;3.33;******;******;******;2.56;19.9;409;
32;14.9;100;******;3.44;******;******;******;2.58;19.9;409;
33;15;100;******;3.56;******;******;******;2.59;19.9;409;
34;15.1;100;******;3.67;******;******;******;2.61;19.9;409;
35;15.2;100;******;3.79;******;******;******;2.62;19.9;409;
36;15.2;100;******;3.91;******;******;******;2.63;19.9;409;
37;15.3;100;******;4.02;******;******;******;2.65;19.9;409;
38;15.4;100;******;4.14;******;******;******;2.66;19.9;409;
39;15.5;100;******;4.26;******;******;******;2.67;19.9;409;
40;15.5;100;******;4.38;******;******;******;2.68;19.9;409;
41;15.6;100;******;4.5;******;******;******;2.7;19.9;409;
42;15.7;100;******;4.62;******;******;******;2.71;19.9;409;
43;15.7;100;******;4.75;******;******;******;2.72;19.9;409;
44;15.8;100;******;4.87;******;******;******;2.73;19.9;409;
45;15.9;100;******;4.99;******;******;******;2.74;19.9;409;
46;15.9;100;******;5.11;******;******;******;2.76;19.9;409;
47;16;100;******;5.24;******;******;******;2.77;19.9;409;
48;16.1;100;******;5.36;******;******;******;2.78;19.9;409;
49;16.1;100;******;5.48;******;******;******;2.79;19.9;409;
50;16.2;100;******;5.61;******;******;******;2.8;19.9;409;
51;16.3;100;******;5.74;******;******;******;2.81;19.9;409;
52;16.3;100;******;5.86;******;******;******;2.82;19.9;409;
53;16.4;100;******;5.99;******;******;******;2.83;19.9;409;
54;16.4;100;******;6.12;******;******;******;2.84;19.9;409;
55;16.5;100;******;6.25;******;******;******;2.85;19.9;409;
56;16.5;100;******;6.38;******;******;******;2.86;19.9;409;
57;16.6;100;******;6.5;******;******;******;2.87;19.9;409;
58;16.6;100;******;6.64;******;******;******;2.88;19.9;409;
59;16.7;100;******;6.77;******;******;******;2.88;19.9;409;
