Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;10;100;******;0.1;******;******;******;1.73;14.9;409;
2;10.2;100;******;0.202;******;******;******;1.76;14.9;409;
3;10.4;100;******;0.302;******;******;******;1.79;14.9;409;
4;10.3;100;******;0.403;******;******;******;1.78;14.9;409;
5;10.3;100;******;0.505;******;******;******;1.77;14.9;409;
6;10.2;100;******;0.607;******;******;******;1.77;14.9;409;
7;10.2;100;******;0.71;******;******;******;1.77;14.9;409;
8;10.2;100;******;0.814;******;******;******;1.76;14.9;409;
9;10.2;100;******;0.917;******;******;******;1.76;14.9;409;
10;10.2;100;******;1.02;******;******;******;1.77;14.9;409;
11;10.3;100;******;1.13;******;******;******;1.77;14.9;409;
12;10.3;100;******;1.23;******;******;******;1.78;14.9;409;
13;10.3;100;******;1.34;******;******;******;1.79;14.9;409;
14;10.4;100;******;1.44;******;******;******;1.8;14.9;409;
15;10.5;100;******;1.55;******;******;******;1.81;14.9;409;
16;10.5;100;******;1.66;******;******;******;1.82;14.9;409;
17;10.6;100;******;1.77;******;******;******;1.83;14.9;409;
18;10.7;100;******;1.87;******;******;******;1.84;14.9;409;
19;10.7;100;******;1.98;******;******;******;1.86;14.9;409;
20;10.8;100;******;2.09;******;******;******;1.87;14.9;409;
21;10.9;100;******;2.2;******;******;******;1.88;14.9;409;
22;10.9;100;******;2.31;******;******;******;1.89;14.9;409;
23;11;100;******;2.42;******;******;******;1.9;14.9;409;
24;11;100;******;2.53;******;******;******;1.91;14.9;409;
25;11.1;100;******;2.64;******;******;******;1.92;14.9;409;
26;11.1;100;******;2.76;******;******;******;1.93;14.9;409;
27;11.2;100;******;2.87;******;******;******;1.93;14.9;409;
28;11.2;100;******;2.98;******;******;******;1.94;14.9;409;
29;11.3;100;******;3.1;******;******;******;1.95;14.9;409;
30;11.3;100;******;3.21;******;******;******;1.96;14.9;409;
31;11.4;100;******;3.33;******;******;******;1.97;14.9;409;
32;11.4;100;******;3.44;******;******;******;1.98;14.9;409;
33;11.5;100;******;3.56;******;******;******;1.99;14.9;409;
34;11.5;100;******;3.67;******;******;******;1.99;14.9;409;
35;11.6;100;******;3.79;******;******;******;2;14.9;409;
36;11.6;100;******;3.91;******;******;******;2.01;14.9;409;
