Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;855;100;******;0.1;******;******;******;148;19.9;409;
2;856;100;******;0.2;******;******;******;148;19.9;409;
3;855;100;******;0.3;******;******;******;148;19.9;409;
4;853;100;******;0.4;******;******;******;147;19.9;409;
5;851;100;******;0.5;******;******;******;147;19.9;409;
6;850;100;******;0.6;******;******;******;147;19.9;409;
7;850;100;******;0.701;******;******;******;147;19.9;409;
8;850;100;******;0.801;******;******;******;147;19.9;409;
9;851;100;******;0.901;******;******;******;147;19.9;409;
10;852;100;******;1;******;******;******;147;19.9;409;
11;853;100;******;1.1;******;******;******;147;19.9;409;
12;853;100;******;1.2;******;******;******;147;19.9;409;
13;853;100;******;1.3;******;******;******;147;19.9;409;
14;853;100;******;1.4;******;******;******;147;19.9;409;
15;852;100;******;1.5;******;******;******;147;19.9;409;
16;852;100;******;1.6;******;******;******;147;19.9;409;
17;852;100;******;1.7;******;******;******;147;19.9;409;
18;852;100;******;1.8;******;******;******;147;19.9;409;
19;852;100;******;1.9;******;******;******;147;19.9;409;
20;853;100;******;2;******;******;******;147;19.9;409;
21;853;100;******;2.1;******;******;******;147;19.9;409;
22;853;100;******;2.2;******;******;******;147;19.9;409;
23;853;100;******;2.3;******;******;******;147;19.9;409;
24;853;100;******;2.4;******;******;******;147;19.9;409;
25;853;100;******;2.5;******;******;******;147;19.9;409;
26;853;100;******;2.6;******;******;******;147;19.9;409;
27;853;100;******;2.7;******;******;******;147;19.9;409;
28;853;100;******;2.8;******;******;******;147;19.9;409;
29;853;100;******;2.9;******;******;******;147;19.9;409;
30;853;100;******;3;******;******;******;147;19.9;409;
31;853;100;******;3.1;******;******;******;147;19.9;409;
32;853;100;******;3.2;******;******;******;147;19.9;409;
33;853;100;******;3.3;******;******;******;147;19.9;409;
34;853;100;******;3.4;******;******;******;147;19.9;409;
35;853;100;******;3.5;******;******;******;147;19.9;409;
36;853;100;******;3.6;******;******;******;147;19.9;409;
37;853;100;******;3.7;******;******;******;147;19.9;409;
38;853;100;******;3.8;******;******;******;147;19.9;409;
39;853;100;******;3.9;******;******;******;147;19.9;409;
40;853;100;******;4;******;******;******;147;19.9;409;
41;853;100;******;4.1;******;******;******;148;19.9;409;
42;853;100;******;4.2;******;******;******;148;19.9;409;
43;854;100;******;4.3;******;******;******;148;19.9;409;
44;854;100;******;4.4;******;******;******;148;19.9;409;
45;854;100;******;4.5;******;******;******;148;19.9;409;
46;854;100;******;4.6;******;******;******;148;19.9;409;
47;854;100;******;4.7;******;******;******;148;19.9;409;
48;854;100;******;4.8;******;******;******;148;19.9;409;
49;854;100;******;4.9;******;******;******;148;19.9;409;
50;854;100;******;5;******;******;******;148;19.9;409;
51;854;100;******;5.1;******;******;******;148;19.9;409;
52;854;100;******;5.2;******;******;******;148;19.9;409;
53;854;100;******;5.3;******;******;******;148;19.9;409;
54;854;100;******;5.4;******;******;******;148;19.9;409;
55;854;100;******;5.5;******;******;******;148;19.9;409;
56;854;100;******;5.6;******;******;******;148;19.9;409;
57;854;100;******;5.7;******;******;******;148;19.9;409;
58;854;100;******;5.8;******;******;******;148;19.9;409;
59;854;100;******;5.9;******;******;******;148;19.9;409;
60;854;100;******;6;******;******;******;148;19.9;409;
61;854;100;******;6.1;******;******;******;148;19.9;409;
62;854;100;******;6.2;******;******;******;148;19.9;409;
63;854;100;******;6.3;******;******;******;148;19.9;409;
64;854;100;******;6.4;******;******;******;148;19.9;409;
65;854;100;******;6.5;******;******;******;148;19.9;409;
66;854;100;******;6.6;******;******;******;148;19.9;409;
67;854;100;******;6.7;******;******;******;148;19.9;409;
68;854;100;******;6.8;******;******;******;148;19.9;409;
69;854;100;******;6.9;******;******;******;148;19.9;409;
70;854;100;******;7;******;******;******;148;19.9;409;
71;854;100;******;7.1;******;******;******;148;19.9;409;
72;854;100;******;7.2;******;******;******;148;19.9;409;
73;854;100;******;7.3;******;******;******;148;19.9;409;
74;854;100;******;7.4;******;******;******;148;19.9;409;
75;854;100;******;7.5;******;******;******;148;19.9;409;
76;854;100;******;7.6;******;******;******;148;19.9;409;
77;854;100;******;7.7;******;******;******;148;19.9;409;
78;855;100;******;7.8;******;******;******;148;19.9;409;
79;855;100;******;7.9;******;******;******;148;19.9;409;
80;855;100;******;8;******;******;******;148;19.9;409;
81;855;100;******;8.1;******;******;******;148;19.9;409;
82;855;100;******;8.2;******;******;******;148;19.9;409;
83;855;100;******;8.3;******;******;******;148;19.9;409;
84;855;100;******;8.4;******;******;******;148;19.9;409;
85;855;100;******;8.5;******;******;******;148;19.9;409;
86;855;100;******;8.6;******;******;******;148;19.9;409;
87;855;100;******;8.7;******;******;******;148;19.9;409;
88;855;100;******;8.8;******;******;******;148;19.9;409;
89;855;100;******;8.9;******;******;******;148;19.9;409;
90;855;100;******;9;******;******;******;148;19.9;409;
91;855;100;******;9.1;******;******;******;148;19.9;409;
92;855;100;******;9.2;******;******;******;148;19.9;409;
93;855;100;******;9.3;******;******;******;148;19.9;409;
94;855;100;******;9.4;******;******;******;148;19.9;409;
95;855;100;******;9.5;******;******;******;148;19.9;409;
96;855;100;******;9.6;******;******;******;148;19.9;409;
97;855;100;******;9.7;******;******;******;148;19.9;409;
98;855;100;******;9.8;******;******;******;148;19.9;409;
99;855;100;******;9.9;******;******;******;148;19.9;409;
100;855;100;******;10;******;******;******;148;19.9;409;
101;855;100;******;10.1;******;******;******;148;19.9;409;
102;855;100;******;10.2;******;******;******;148;19.9;409;
103;855;100;******;10.3;******;******;******;148;19.9;409;
104;855;100;******;10.4;******;******;******;148;19.9;409;
105;855;100;******;10.5;******;******;******;148;19.9;409;
106;855;100;******;10.6;******;******;******;148;19.9;409;
107;855;100;******;10.7;******;******;******;148;19.9;409;
108;855;100;******;10.8;******;******;******;148;19.9;409;
109;855;100;******;10.9;******;******;******;148;19.9;409;
110;855;100;******;11;******;******;******;148;19.9;409;
111;855;100;******;11.1;******;******;******;148;19.9;409;
112;855;100;******;11.2;******;******;******;148;19.9;409;
113;855;100;******;11.3;******;******;******;148;19.9;409;
114;855;100;******;11.4;******;******;******;148;19.9;409;
115;855;100;******;11.5;******;******;******;148;19.9;409;
116;855;100;******;11.6;******;******;******;148;19.9;409;
117;855;100;******;11.7;******;******;******;148;19.9;409;
118;856;100;******;11.8;******;******;******;148;19.9;409;
119;856;100;******;11.9;******;******;******;148;19.9;409;
120;856;100;******;12;******;******;******;148;19.9;409;
121;856;100;******;12.1;******;******;******;148;19.9;409;
122;856;100;******;12.2;******;******;******;148;19.9;409;
123;856;100;******;12.3;******;******;******;148;19.9;409;
124;856;100;******;12.4;******;******;******;148;19.9;409;
125;856;100;******;12.5;******;******;******;148;19.9;409;
126;856;100;******;12.6;******;******;******;148;19.9;409;
127;856;100;******;12.7;******;******;******;148;19.9;409;
128;856;100;******;12.8;******;******;******;148;19.9;409;
129;856;100;******;12.9;******;******;******;148;19.9;409;
130;856;100;******;13;******;******;******;148;19.9;409;
131;856;100;******;13.1;******;******;******;148;19.9;409;
132;856;100;******;13.2;******;******;******;148;19.9;409;
133;856;100;******;13.3;******;******;******;148;19.9;409;
134;856;100;******;13.4;******;******;******;148;19.9;409;
135;856;100;******;13.5;******;******;******;148;19.9;409;
136;856;100;******;13.6;******;******;******;148;19.9;409;
137;856;100;******;13.7;******;******;******;148;19.9;409;
138;856;100;******;13.8;******;******;******;148;19.9;409;
139;856;100;******;13.9;******;******;******;148;19.9;409;
140;856;100;******;14;******;******;******;148;19.9;409;
141;856;100;******;14.1;******;******;******;148;19.9;409;
142;856;100;******;14.2;******;******;******;148;19.9;409;
143;856;100;******;14.3;******;******;******;148;19.9;409;
144;856;100;******;14.4;******;******;******;148;19.9;409;
145;856;100;******;14.5;******;******;******;148;19.9;409;
146;856;100;******;14.6;******;******;******;148;19.9;409;
147;856;100;******;14.7;******;******;******;148;19.9;409;
148;856;100;******;14.8;******;******;******;148;19.9;409;
149;856;100;******;14.9;******;******;******;148;19.9;409;
150;856;100;******;15;******;******;******;148;19.9;409;
151;856;100;******;15.1;******;******;******;148;19.9;409;
152;856;100;******;15.2;******;******;******;148;19.9;409;
153;856;100;******;15.3;******;******;******;148;19.9;409;
154;856;100;******;15.4;******;******;******;148;19.9;409;
155;856;100;******;15.5;******;******;******;148;19.9;409;
156;856;100;******;15.6;******;******;******;148;19.9;409;
