Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;1.74;10;******;0.1;******;******;******;0.301;29.9;40.9;
2;1.51;10;******;0.201;******;******;******;0.262;29.9;40.9;
3;0.991;10;******;0.303;******;******;******;0.171;29.9;40.9;
4;0.974;10;******;0.403;******;******;******;0.168;29.9;40.9;
5;1.38;10;******;0.505;******;******;******;0.238;29.9;40.9;
6;1.72;10;******;0.607;******;******;******;0.297;29.9;40.9;
7;1.73;10;******;0.71;******;******;******;0.299;29.9;40.9;
8;1.57;10;******;0.814;******;******;******;0.272;29.9;40.9;
9;1.51;10;******;0.917;******;******;******;0.261;29.9;40.9;
10;1.62;10;******;1.02;******;******;******;0.28;29.9;40.9;
11;1.79;10;******;1.13;******;******;******;0.31;29.9;40.9;
12;1.91;10;******;1.23;******;******;******;0.33;29.9;40.9;
13;1.93;10;******;1.34;******;******;******;0.334;29.9;40.9;
14;1.92;10;******;1.44;******;******;******;0.332;29.9;40.9;
15;1.93;10;******;1.55;******;******;******;0.334;29.9;40.9;
16;1.98;10;******;1.66;******;******;******;0.343;29.9;40.9;
17;2.06;10;******;1.77;******;******;******;0.356;29.9;40.9;
18;2.14;10;******;1.87;******;******;******;0.37;29.9;40.9;
19;2.2;10;******;1.98;******;******;******;0.38;29.9;40.9;
20;2.24;10;******;2.09;******;******;******;0.388;29.9;40.9;
21;2.28;10;******;2.2;******;******;******;0.394;29.9;40.9;
22;2.32;10;******;2.31;******;******;******;0.401;29.9;40.9;
23;2.36;10;******;2.42;******;******;******;0.408;29.9;40.9;
24;2.41;10;******;2.53;******;******;******;0.417;29.9;40.9;
25;2.47;10;******;2.64;******;******;******;0.427;29.9;40.9;
26;2.52;10;******;2.76;******;******;******;0.436;29.9;40.9;
27;2.57;10;******;2.87;******;******;******;0.445;29.9;40.9;
