Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;12.1;100;******;0.1;******;******;******;2.08;19.9;409;
2;13.1;100;******;0.203;******;******;******;2.26;19.9;409;
3;12.6;100;******;0.303;******;******;******;2.17;19.9;409;
4;11.2;100;******;0.404;******;******;******;1.93;19.9;409;
5;9.91;100;******;0.506;******;******;******;1.71;19.9;409;
6;8.94;100;******;0.609;******;******;******;1.54;19.9;409;
7;8.58;100;******;0.711;******;******;******;1.48;19.9;409;
8;8.52;100;******;0.815;******;******;******;1.47;19.9;409;
9;8.72;100;******;0.918;******;******;******;1.51;19.9;409;
10;9.13;100;******;1.02;******;******;******;1.58;19.9;409;
11;9.56;100;******;1.13;******;******;******;1.65;19.9;409;
12;9.98;100;******;1.23;******;******;******;1.72;19.9;409;
13;10.3;100;******;1.34;******;******;******;1.77;19.9;409;
14;10.5;100;******;1.44;******;******;******;1.81;19.9;409;
15;10.6;100;******;1.55;******;******;******;1.83;19.9;409;
16;10.7;100;******;1.66;******;******;******;1.85;19.9;409;
17;10.7;100;******;1.77;******;******;******;1.86;19.9;409;
18;10.8;100;******;1.88;******;******;******;1.86;19.9;409;
19;10.8;100;******;1.98;******;******;******;1.87;19.9;409;
20;10.8;100;******;2.09;******;******;******;1.87;19.9;409;
21;10.8;100;******;2.2;******;******;******;1.87;19.9;409;
22;10.9;100;******;2.31;******;******;******;1.88;19.9;409;
23;10.9;100;******;2.42;******;******;******;1.88;19.9;409;
24;10.9;100;******;2.53;******;******;******;1.88;19.9;409;
25;10.9;100;******;2.65;******;******;******;1.89;19.9;409;
26;11;100;******;2.76;******;******;******;1.89;19.9;409;
27;11;100;******;2.87;******;******;******;1.9;19.9;409;
28;11;100;******;2.98;******;******;******;1.9;19.9;409;
29;11;100;******;3.1;******;******;******;1.91;19.9;409;
30;11.1;100;******;3.21;******;******;******;1.91;19.9;409;
31;11.1;100;******;3.33;******;******;******;1.92;19.9;409;
32;11.1;100;******;3.44;******;******;******;1.92;19.9;409;
33;11.2;100;******;3.56;******;******;******;1.93;19.9;409;
34;11.2;100;******;3.67;******;******;******;1.94;19.9;409;
35;11.2;100;******;3.79;******;******;******;1.94;19.9;409;
36;11.3;100;******;3.91;******;******;******;1.95;19.9;409;
37;11.3;100;******;4.03;******;******;******;1.95;19.9;409;
38;11.3;100;******;4.15;******;******;******;1.96;19.9;409;
39;11.4;100;******;4.26;******;******;******;1.97;19.9;409;
40;11.4;100;******;4.38;******;******;******;1.97;19.9;409;
41;11.5;100;******;4.5;******;******;******;1.98;19.9;409;
42;11.5;100;******;4.63;******;******;******;1.99;19.9;409;
43;11.5;100;******;4.75;******;******;******;1.99;19.9;409;
44;11.6;100;******;4.87;******;******;******;2;19.9;409;
45;11.6;100;******;4.99;******;******;******;2;19.9;409;
46;11.6;100;******;5.11;******;******;******;2.01;19.9;409;
47;11.6;100;******;5.24;******;******;******;2.01;19.9;409;
48;11.7;100;******;5.36;******;******;******;2.02;19.9;409;
49;11.7;100;******;5.49;******;******;******;2.02;19.9;409;
50;11.7;100;******;5.61;******;******;******;2.03;19.9;409;
51;11.8;100;******;5.74;******;******;******;2.04;19.9;409;
52;11.8;100;******;5.86;******;******;******;2.04;19.9;409;
53;11.8;100;******;5.99;******;******;******;2.05;19.9;409;
54;11.9;100;******;6.12;******;******;******;2.05;19.9;409;
55;11.9;100;******;6.25;******;******;******;2.06;19.9;409;
56;11.9;100;******;6.38;******;******;******;2.06;19.9;409;
57;12;100;******;6.5;******;******;******;2.07;19.9;409;
58;12;100;******;6.64;******;******;******;2.08;19.9;409;
59;12;100;******;6.77;******;******;******;2.08;19.9;409;
60;12.1;100;******;6.9;******;******;******;2.09;19.9;409;
61;12.1;100;******;7.03;******;******;******;2.09;19.9;409;
62;12.1;100;******;7.16;******;******;******;2.1;19.9;409;
63;12.2;100;******;7.29;******;******;******;2.1;19.9;409;
64;12.2;100;******;7.43;******;******;******;2.11;19.9;409;
65;12.2;100;******;7.56;******;******;******;2.11;19.9;409;
66;12.3;100;******;7.7;******;******;******;2.12;19.9;409;
67;12.3;100;******;7.83;******;******;******;2.13;19.9;409;
68;12.3;100;******;7.97;******;******;******;2.13;19.9;409;
69;12.4;100;******;8.11;******;******;******;2.14;19.9;409;
70;12.4;100;******;8.24;******;******;******;2.14;19.9;409;
71;12.4;100;******;8.38;******;******;******;2.15;19.9;409;
72;12.5;100;******;8.52;******;******;******;2.15;19.9;409;
73;12.5;100;******;8.66;******;******;******;2.16;19.9;409;
74;12.5;100;******;8.8;******;******;******;2.17;19.9;409;
75;12.6;100;******;8.94;******;******;******;2.17;19.9;409;
76;12.6;100;******;9.08;******;******;******;2.18;19.9;409;
77;12.6;100;******;9.22;******;******;******;2.18;19.9;409;
78;12.7;100;******;9.37;******;******;******;2.19;19.9;409;
79;12.7;100;******;9.51;******;******;******;2.19;19.9;409;
80;12.7;100;******;9.65;******;******;******;2.2;19.9;409;
81;12.7;100;******;9.8;******;******;******;2.2;19.9;409;
82;12.8;100;******;9.94;******;******;******;2.21;19.9;409;
83;12.8;100;******;10.1;******;******;******;2.21;19.9;409;
84;12.8;100;******;10.2;******;******;******;2.22;19.9;409;
85;12.9;100;******;10.4;******;******;******;2.22;19.9;409;
86;12.9;100;******;10.5;******;******;******;2.23;19.9;409;
87;12.9;100;******;10.7;******;******;******;2.23;19.9;409;
88;13;100;******;10.8;******;******;******;2.24;19.9;409;
89;13;100;******;11;******;******;******;2.24;19.9;409;
90;13;100;******;11.1;******;******;******;2.25;19.9;409;
91;13;100;******;11.3;******;******;******;2.25;19.9;409;
92;13.1;100;******;11.4;******;******;******;2.26;19.9;409;
93;13.1;100;******;11.6;******;******;******;2.27;19.9;409;
94;13.1;100;******;11.7;******;******;******;2.27;19.9;409;
95;13.2;100;******;11.9;******;******;******;2.28;19.9;409;
96;13.2;100;******;12;******;******;******;2.28;19.9;409;
97;13.2;100;******;12.2;******;******;******;2.29;19.9;409;
98;13.3;100;******;12.4;******;******;******;2.29;19.9;409;
