Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;11.3;100;******;0.102;******;******;******;1.95;14.9;409;
2;12;100;******;0.201;******;******;******;2.07;14.9;409;
3;12.2;100;******;0.303;******;******;******;2.11;14.9;409;
4;12.2;100;******;0.402;******;******;******;2.1;14.9;409;
5;12;100;******;0.504;******;******;******;2.07;14.9;409;
6;11.8;100;******;0.608;******;******;******;2.04;14.9;409;
7;11.7;100;******;0.711;******;******;******;2.02;14.9;409;
8;11.7;100;******;0.815;******;******;******;2.02;14.9;409;
9;11.6;100;******;0.916;******;******;******;2.01;14.9;409;
10;11.6;100;******;1.02;******;******;******;2;14.9;409;
11;11.7;100;******;1.13;******;******;******;2.02;14.9;409;
12;11.7;100;******;1.23;******;******;******;2.02;14.9;409;
13;11.8;100;******;1.34;******;******;******;2.04;14.9;409;
14;11.9;100;******;1.44;******;******;******;2.05;14.9;409;
15;12;100;******;1.55;******;******;******;2.07;14.9;409;
16;12.1;100;******;1.66;******;******;******;2.09;14.9;409;
17;12.2;100;******;1.77;******;******;******;2.1;14.9;409;
18;12.2;100;******;1.87;******;******;******;2.12;14.9;409;
19;12.3;100;******;1.98;******;******;******;2.13;14.9;409;
20;12.4;100;******;2.09;******;******;******;2.14;14.9;409;
21;12.5;100;******;2.2;******;******;******;2.16;14.9;409;
22;12.5;100;******;2.31;******;******;******;2.17;14.9;409;
23;12.6;100;******;2.42;******;******;******;2.18;14.9;409;
24;12.7;100;******;2.53;******;******;******;2.19;14.9;409;
25;12.7;100;******;2.65;******;******;******;2.2;14.9;409;
26;12.8;100;******;2.76;******;******;******;2.21;14.9;409;
27;12.9;100;******;2.87;******;******;******;2.22;14.9;409;
28;12.9;100;******;2.98;******;******;******;2.23;14.9;409;
29;13;100;******;3.1;******;******;******;2.24;14.9;409;
30;13;100;******;3.21;******;******;******;2.26;14.9;409;
31;13.1;100;******;3.32;******;******;******;2.27;14.9;409;
32;13.2;100;******;3.44;******;******;******;2.28;14.9;409;
33;13.2;100;******;3.56;******;******;******;2.29;14.9;409;
34;13.3;100;******;3.67;******;******;******;2.3;14.9;409;
35;13.4;100;******;3.79;******;******;******;2.31;14.9;409;
36;13.4;100;******;3.91;******;******;******;2.32;14.9;409;
37;13.5;100;******;4.03;******;******;******;2.33;14.9;409;
38;13.5;100;******;4.15;******;******;******;2.34;14.9;409;
39;13.6;100;******;4.26;******;******;******;2.35;14.9;409;
40;13.7;100;******;4.38;******;******;******;2.36;14.9;409;
41;13.7;100;******;4.5;******;******;******;2.37;14.9;409;
42;13.8;100;******;4.63;******;******;******;2.38;14.9;409;
43;13.8;100;******;4.74;******;******;******;2.39;14.9;409;
44;13.9;100;******;4.87;******;******;******;2.4;14.9;409;
45;13.9;100;******;4.99;******;******;******;2.4;14.9;409;
46;14;100;******;5.11;******;******;******;2.41;14.9;409;
47;14;100;******;5.24;******;******;******;2.42;14.9;409;
48;14.1;100;******;5.36;******;******;******;2.43;14.9;409;
49;14.1;100;******;5.48;******;******;******;2.44;14.9;409;
50;14.2;100;******;5.61;******;******;******;2.45;14.9;409;
51;14.2;100;******;5.74;******;******;******;2.45;14.9;409;
52;14.2;100;******;5.86;******;******;******;2.46;14.9;409;
53;14.3;100;******;5.99;******;******;******;2.47;14.9;409;
54;14.3;100;******;6.12;******;******;******;2.48;14.9;409;
55;14.4;100;******;6.25;******;******;******;2.49;14.9;409;
56;14.4;100;******;6.38;******;******;******;2.49;14.9;409;
57;14.5;100;******;6.5;******;******;******;2.5;14.9;409;
58;14.5;100;******;6.64;******;******;******;2.51;14.9;409;
59;14.6;100;******;6.77;******;******;******;2.52;14.9;409;
60;14.6;100;******;6.9;******;******;******;2.52;14.9;409;
61;14.7;100;******;7.03;******;******;******;2.53;14.9;409;
62;14.7;100;******;7.16;******;******;******;2.54;14.9;409;
63;14.7;100;******;7.3;******;******;******;2.55;14.9;409;
64;14.8;100;******;7.43;******;******;******;2.56;14.9;409;
65;14.8;100;******;7.56;******;******;******;2.56;14.9;409;
66;14.9;100;******;7.7;******;******;******;2.57;14.9;409;
67;14.9;100;******;7.83;******;******;******;2.58;14.9;409;
68;15;100;******;7.97;******;******;******;2.58;14.9;409;
69;15;100;******;8.11;******;******;******;2.59;14.9;409;
70;15;100;******;8.24;******;******;******;2.6;14.9;409;
71;15.1;100;******;8.38;******;******;******;2.61;14.9;409;
72;15.1;100;******;8.52;******;******;******;2.61;14.9;409;
73;15.2;100;******;8.66;******;******;******;2.62;14.9;409;
74;15.2;100;******;8.8;******;******;******;2.63;14.9;409;
75;15.2;100;******;8.94;******;******;******;2.64;14.9;409;
76;15.3;100;******;9.08;******;******;******;2.64;14.9;409;
77;15.3;100;******;9.22;******;******;******;2.65;14.9;409;
78;15.4;100;******;9.37;******;******;******;2.66;14.9;409;
79;15.4;100;******;9.51;******;******;******;2.66;14.9;409;
80;15.5;100;******;9.65;******;******;******;2.67;14.9;409;
81;15.5;100;******;9.8;******;******;******;2.68;14.9;409;
82;15.5;100;******;9.94;******;******;******;2.69;14.9;409;
83;15.6;100;******;10.1;******;******;******;2.69;14.9;409;
84;15.6;100;******;10.2;******;******;******;2.7;14.9;409;
85;15.7;100;******;10.4;******;******;******;2.71;14.9;409;
86;15.7;100;******;10.5;******;******;******;2.71;14.9;409;
87;15.7;100;******;10.7;******;******;******;2.72;14.9;409;
88;15.8;100;******;10.8;******;******;******;2.73;14.9;409;
89;15.8;100;******;11;******;******;******;2.74;14.9;409;
90;15.9;100;******;11.1;******;******;******;2.74;14.9;409;
91;15.9;100;******;11.3;******;******;******;2.75;14.9;409;
92;16;100;******;11.4;******;******;******;2.76;14.9;409;
93;16;100;******;11.6;******;******;******;2.77;14.9;409;
94;16.1;100;******;11.7;******;******;******;2.77;14.9;409;
95;16.1;100;******;11.9;******;******;******;2.78;14.9;409;
96;16.1;100;******;12;******;******;******;2.79;14.9;409;
97;16.2;100;******;12.2;******;******;******;2.8;14.9;409;
98;16.2;100;******;12.4;******;******;******;2.8;14.9;409;
99;16.3;100;******;12.5;******;******;******;2.81;14.9;409;
100;16.3;100;******;12.7;******;******;******;2.82;14.9;409;
101;16.3;100;******;12.8;******;******;******;2.83;14.9;409;
102;16.4;100;******;13;******;******;******;2.83;14.9;409;
103;16.4;100;******;13.2;******;******;******;2.84;14.9;409;
104;16.5;100;******;13.3;******;******;******;2.85;14.9;409;
105;16.5;100;******;13.5;******;******;******;2.85;14.9;409;
106;16.6;100;******;13.6;******;******;******;2.86;14.9;409;
107;16.6;100;******;13.8;******;******;******;2.87;14.9;409;
108;16.6;100;******;14;******;******;******;2.87;14.9;409;
109;16.7;100;******;14.1;******;******;******;2.88;14.9;409;
110;16.7;100;******;14.3;******;******;******;2.89;14.9;409;
111;16.8;100;******;14.5;******;******;******;2.9;14.9;409;
