Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;3.53;10;******;0.1;******;******;******;0.611;39.9;40.9;
2;5.97;10;******;0.201;******;******;******;1.03;39.9;40.9;
3;8.85;10;******;0.302;******;******;******;1.53;39.9;40.9;
4;11.4;10;******;0.403;******;******;******;1.96;39.9;40.9;
5;13.9;10;******;0.505;******;******;******;2.4;39.9;40.9;
6;16.5;10;******;0.607;******;******;******;2.85;39.9;40.9;
7;19;10;******;0.71;******;******;******;3.29;39.9;40.9;
8;21.6;10;******;0.814;******;******;******;3.73;39.9;40.9;
9;24.3;10;******;0.917;******;******;******;4.2;39.9;40.9;
10;26.9;10;******;1.02;******;******;******;4.64;39.9;40.9;
11;29.4;10;******;1.13;******;******;******;5.08;39.9;40.9;
12;32.1;10;******;1.23;******;******;******;5.54;39.9;40.9;
13;34.7;10;******;1.34;******;******;******;5.99;39.9;40.9;
14;37.3;10;******;1.44;******;******;******;6.45;39.9;40.9;
15;40;10;******;1.55;******;******;******;6.91;39.9;40.9;
16;42.6;10;******;1.66;******;******;******;7.37;39.9;40.9;
17;45.3;10;******;1.77;******;******;******;7.83;39.9;40.9;
18;47.9;10;******;1.87;******;******;******;8.28;39.9;40.9;
19;50.5;10;******;1.98;******;******;******;8.74;39.9;40.9;
20;53.3;10;******;2.09;******;******;******;9.22;39.9;40.9;
21;56;10;******;2.2;******;******;******;9.67;39.9;40.9;
22;58.7;10;******;2.31;******;******;******;10.1;39.9;40.9;
23;61.4;10;******;2.42;******;******;******;10.6;39.9;40.9;
24;64;10;******;2.53;******;******;******;11.1;39.9;40.9;
25;66.8;10;******;2.64;******;******;******;11.5;39.9;40.9;
26;69.6;10;******;2.76;******;******;******;12;39.9;40.9;
27;72.3;10;******;2.87;******;******;******;12.5;39.9;40.9;
28;75;10;******;2.98;******;******;******;13;39.9;40.9;
29;77.8;10;******;3.1;******;******;******;13.4;39.9;40.9;
