Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;0.0262;0.1;******;0.1;******;******;******;0.00452;39.9;0.409;
2;0.05;0.1;******;0.201;******;******;******;0.00864;39.9;0.409;
3;0.0764;0.1;******;0.302;******;******;******;0.0132;39.9;0.409;
4;0.0993;0.1;******;0.403;******;******;******;0.0172;39.9;0.409;
5;0.124;0.1;******;0.505;******;******;******;0.0214;39.9;0.409;
6;0.148;0.1;******;0.607;******;******;******;0.0255;39.9;0.409;
7;0.171;0.1;******;0.71;******;******;******;0.0296;39.9;0.409;
8;0.195;0.1;******;0.814;******;******;******;0.0337;39.9;0.409;
9;0.219;0.1;******;0.917;******;******;******;0.0378;39.9;0.409;
10;0.242;0.1;******;1.02;******;******;******;0.0418;39.9;0.409;
11;0.266;0.1;******;1.13;******;******;******;0.046;39.9;0.409;
12;0.29;0.1;******;1.23;******;******;******;0.0501;39.9;0.409;
13;0.314;0.1;******;1.34;******;******;******;0.0543;39.9;0.409;
14;0.338;0.1;******;1.44;******;******;******;0.0583;39.9;0.409;
15;0.362;0.1;******;1.55;******;******;******;0.0625;39.9;0.409;
16;0.386;0.1;******;1.66;******;******;******;0.0667;39.9;0.409;
17;0.41;0.1;******;1.77;******;******;******;0.0709;39.9;0.409;
18;0.433;0.1;******;1.87;******;******;******;0.0749;39.9;0.409;
19;0.457;0.1;******;1.98;******;******;******;0.079;39.9;0.409;
20;0.482;0.1;******;2.09;******;******;******;0.0833;39.9;0.409;
21;0.505;0.1;******;2.2;******;******;******;0.0873;39.9;0.409;
22;0.53;0.1;******;2.31;******;******;******;0.0916;39.9;0.409;
23;0.554;0.1;******;2.42;******;******;******;0.0957;39.9;0.409;
24;0.577;0.1;******;2.53;******;******;******;0.0998;39.9;0.409;
25;0.602;0.1;******;2.64;******;******;******;0.104;39.9;0.409;
26;0.625;0.1;******;2.76;******;******;******;0.108;39.9;0.409;
27;0.65;0.1;******;2.87;******;******;******;0.112;39.9;0.409;
28;0.673;0.1;******;2.98;******;******;******;0.116;39.9;0.409;
29;0.697;0.1;******;3.1;******;******;******;0.121;39.9;0.409;
30;0.721;0.1;******;3.21;******;******;******;0.125;39.9;0.409;
31;0.745;0.1;******;3.33;******;******;******;0.129;39.9;0.409;
32;0.769;0.1;******;3.44;******;******;******;0.133;39.9;0.409;
33;0.793;0.1;******;3.56;******;******;******;0.137;39.9;0.409;
34;0.816;0.1;******;3.67;******;******;******;0.141;39.9;0.409;
35;0.84;0.1;******;3.79;******;******;******;0.145;39.9;0.409;
36;0.864;0.1;******;3.91;******;******;******;0.149;39.9;0.409;
37;0.888;0.1;******;4.03;******;******;******;0.153;39.9;0.409;
38;0.911;0.1;******;4.14;******;******;******;0.157;39.9;0.409;
39;0.936;0.1;******;4.26;******;******;******;0.162;39.9;0.409;
40;0.96;0.1;******;4.38;******;******;******;0.166;39.9;0.409;
41;0.984;0.1;******;4.5;******;******;******;0.17;39.9;0.409;
42;1.01;0.1;******;4.62;******;******;******;0.174;39.9;0.409;
43;1.03;0.1;******;4.75;******;******;******;0.179;39.9;0.409;
44;1.06;0.1;******;4.87;******;******;******;0.183;39.9;0.409;
45;1.08;0.1;******;4.99;******;******;******;0.187;39.9;0.409;
46;1.11;0.1;******;5.11;******;******;******;0.191;39.9;0.409;
47;1.13;0.1;******;5.24;******;******;******;0.196;39.9;0.409;
48;1.16;0.1;******;5.36;******;******;******;0.2;39.9;0.409;
49;1.18;0.1;******;5.49;******;******;******;0.204;39.9;0.409;
50;1.21;0.1;******;5.61;******;******;******;0.208;39.9;0.409;
51;1.23;0.1;******;5.74;******;******;******;0.213;39.9;0.409;
52;1.25;0.1;******;5.86;******;******;******;0.217;39.9;0.409;
53;1.28;0.1;******;5.99;******;******;******;0.221;39.9;0.409;
54;1.3;0.1;******;6.12;******;******;******;0.225;39.9;0.409;
55;1.33;0.1;******;6.25;******;******;******;0.229;39.9;0.409;
56;1.35;0.1;******;6.38;******;******;******;0.233;39.9;0.409;
57;1.38;0.1;******;6.5;******;******;******;0.238;39.9;0.409;
58;1.4;0.1;******;6.64;******;******;******;0.242;39.9;0.409;
59;1.43;0.1;******;6.77;******;******;******;0.246;39.9;0.409;
60;1.45;0.1;******;6.9;******;******;******;0.251;39.9;0.409;
61;1.48;0.1;******;7.03;******;******;******;0.255;39.9;0.409;
62;1.5;0.1;******;7.16;******;******;******;0.259;39.9;0.409;
63;1.53;0.1;******;7.29;******;******;******;0.264;39.9;0.409;
64;1.55;0.1;******;7.43;******;******;******;0.268;39.9;0.409;
65;1.58;0.1;******;7.56;******;******;******;0.272;39.9;0.409;
66;1.6;0.1;******;7.7;******;******;******;0.277;39.9;0.409;
67;1.63;0.1;******;7.83;******;******;******;0.281;39.9;0.409;
68;1.65;0.1;******;7.97;******;******;******;0.286;39.9;0.409;
69;1.68;0.1;******;8.11;******;******;******;0.29;39.9;0.409;
70;1.71;0.1;******;8.24;******;******;******;0.295;39.9;0.409;
71;1.73;0.1;******;8.38;******;******;******;0.299;39.9;0.409;
72;1.76;0.1;******;8.52;******;******;******;0.304;39.9;0.409;
73;1.78;0.1;******;8.66;******;******;******;0.308;39.9;0.409;
