Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;12.6;100;******;0.1;******;******;******;2.18;24.9;409;
2;13.3;100;******;0.2;******;******;******;2.3;24.9;409;
3;12.2;100;******;0.3;******;******;******;2.11;24.9;409;
4;10.5;100;******;0.4;******;******;******;1.81;24.9;409;
5;9.07;100;******;0.5;******;******;******;1.57;24.9;409;
6;8.43;100;******;0.6;******;******;******;1.46;24.9;409;
7;8.64;100;******;0.701;******;******;******;1.49;24.9;409;
8;9.31;100;******;0.801;******;******;******;1.61;24.9;409;
9;10.2;100;******;0.901;******;******;******;1.77;24.9;409;
10;11.1;100;******;1;******;******;******;1.91;24.9;409;
11;11.6;100;******;1.1;******;******;******;2;24.9;409;
12;11.8;100;******;1.2;******;******;******;2.04;24.9;409;
13;11.7;100;******;1.3;******;******;******;2.03;24.9;409;
14;11.6;100;******;1.4;******;******;******;2;24.9;409;
15;11.4;100;******;1.5;******;******;******;1.97;24.9;409;
16;11.4;100;******;1.6;******;******;******;1.97;24.9;409;
17;11.5;100;******;1.7;******;******;******;1.98;24.9;409;
18;11.6;100;******;1.8;******;******;******;2.01;24.9;409;
19;11.9;100;******;1.9;******;******;******;2.05;24.9;409;
20;12.1;100;******;2;******;******;******;2.09;24.9;409;
21;12.3;100;******;2.1;******;******;******;2.12;24.9;409;
22;12.4;100;******;2.2;******;******;******;2.14;24.9;409;
23;12.5;100;******;2.3;******;******;******;2.16;24.9;409;
24;12.6;100;******;2.4;******;******;******;2.17;24.9;409;
25;12.6;100;******;2.5;******;******;******;2.18;24.9;409;
26;12.7;100;******;2.6;******;******;******;2.2;24.9;409;
27;12.8;100;******;2.7;******;******;******;2.21;24.9;409;
28;12.9;100;******;2.8;******;******;******;2.23;24.9;409;
29;13.1;100;******;2.9;******;******;******;2.26;24.9;409;
30;13.2;100;******;3;******;******;******;2.28;24.9;409;
31;13.3;100;******;3.1;******;******;******;2.3;24.9;409;
32;13.4;100;******;3.2;******;******;******;2.32;24.9;409;
33;13.5;100;******;3.3;******;******;******;2.33;24.9;409;
34;13.6;100;******;3.4;******;******;******;2.35;24.9;409;
35;13.7;100;******;3.5;******;******;******;2.36;24.9;409;
36;13.7;100;******;3.6;******;******;******;2.37;24.9;409;
37;13.8;100;******;3.7;******;******;******;2.39;24.9;409;
38;13.9;100;******;3.8;******;******;******;2.41;24.9;409;
39;14;100;******;3.9;******;******;******;2.42;24.9;409;
40;14.1;100;******;4;******;******;******;2.44;24.9;409;
41;14.2;100;******;4.1;******;******;******;2.45;24.9;409;
42;14.3;100;******;4.2;******;******;******;2.47;24.9;409;
43;14.4;100;******;4.3;******;******;******;2.48;24.9;409;
44;14.5;100;******;4.4;******;******;******;2.5;24.9;409;
45;14.5;100;******;4.5;******;******;******;2.51;24.9;409;
46;14.6;100;******;4.6;******;******;******;2.53;24.9;409;
47;14.7;100;******;4.7;******;******;******;2.54;24.9;409;
48;14.8;100;******;4.8;******;******;******;2.55;24.9;409;
49;14.9;100;******;4.9;******;******;******;2.57;24.9;409;
50;14.9;100;******;5;******;******;******;2.58;24.9;409;
51;15;100;******;5.1;******;******;******;2.6;24.9;409;
52;15.1;100;******;5.2;******;******;******;2.61;24.9;409;
53;15.2;100;******;5.3;******;******;******;2.63;24.9;409;
54;15.3;100;******;5.4;******;******;******;2.64;24.9;409;
55;15.4;100;******;5.5;******;******;******;2.65;24.9;409;
56;15.4;100;******;5.6;******;******;******;2.67;24.9;409;
57;15.5;100;******;5.7;******;******;******;2.68;24.9;409;
