Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;1.43;10;******;0.1;******;******;******;0.247;24.9;40.9;
2;1.43;10;******;0.201;******;******;******;0.247;24.9;40.9;
3;1.11;10;******;0.303;******;******;******;0.193;24.9;40.9;
4;0.776;10;******;0.403;******;******;******;0.134;24.9;40.9;
5;0.719;10;******;0.506;******;******;******;0.124;24.9;40.9;
6;0.888;10;******;0.607;******;******;******;0.153;24.9;40.9;
7;1.1;10;******;0.71;******;******;******;0.191;24.9;40.9;
8;1.26;10;******;0.814;******;******;******;0.217;24.9;40.9;
9;1.29;10;******;0.917;******;******;******;0.223;24.9;40.9;
10;1.22;10;******;1.02;******;******;******;0.211;24.9;40.9;
11;1.13;10;******;1.13;******;******;******;0.195;24.9;40.9;
12;1.06;10;******;1.23;******;******;******;0.184;24.9;40.9;
13;1.07;10;******;1.34;******;******;******;0.184;24.9;40.9;
14;1.11;10;******;1.44;******;******;******;0.191;24.9;40.9;
15;1.16;10;******;1.55;******;******;******;0.2;24.9;40.9;
16;1.21;10;******;1.66;******;******;******;0.21;24.9;40.9;
17;1.25;10;******;1.76;******;******;******;0.216;24.9;40.9;
18;1.27;10;******;1.87;******;******;******;0.219;24.9;40.9;
19;1.27;10;******;1.98;******;******;******;0.219;24.9;40.9;
20;1.27;10;******;2.09;******;******;******;0.219;24.9;40.9;
21;1.26;10;******;2.2;******;******;******;0.218;24.9;40.9;
22;1.26;10;******;2.31;******;******;******;0.218;24.9;40.9;
23;1.26;10;******;2.42;******;******;******;0.218;24.9;40.9;
24;1.27;10;******;2.53;******;******;******;0.22;24.9;40.9;
25;1.28;10;******;2.64;******;******;******;0.221;24.9;40.9;
26;1.29;10;******;2.76;******;******;******;0.223;24.9;40.9;
27;1.31;10;******;2.87;******;******;******;0.226;24.9;40.9;
28;1.32;10;******;2.98;******;******;******;0.228;24.9;40.9;
29;1.33;10;******;3.1;******;******;******;0.23;24.9;40.9;
30;1.34;10;******;3.21;******;******;******;0.232;24.9;40.9;
31;1.35;10;******;3.33;******;******;******;0.234;24.9;40.9;
32;1.36;10;******;3.44;******;******;******;0.236;24.9;40.9;
33;1.37;10;******;3.56;******;******;******;0.237;24.9;40.9;
34;1.38;10;******;3.67;******;******;******;0.239;24.9;40.9;
35;1.39;10;******;3.79;******;******;******;0.241;24.9;40.9;
36;1.4;10;******;3.91;******;******;******;0.242;24.9;40.9;
37;1.41;10;******;4.02;******;******;******;0.244;24.9;40.9;
38;1.42;10;******;4.14;******;******;******;0.245;24.9;40.9;
39;1.43;10;******;4.26;******;******;******;0.247;24.9;40.9;
40;1.44;10;******;4.38;******;******;******;0.249;24.9;40.9;
41;1.45;10;******;4.5;******;******;******;0.25;24.9;40.9;
42;1.46;10;******;4.62;******;******;******;0.252;24.9;40.9;
43;1.46;10;******;4.75;******;******;******;0.253;24.9;40.9;
44;1.47;10;******;4.87;******;******;******;0.255;24.9;40.9;
45;1.48;10;******;4.99;******;******;******;0.256;24.9;40.9;
46;1.49;10;******;5.11;******;******;******;0.258;24.9;40.9;
47;1.5;10;******;5.24;******;******;******;0.259;24.9;40.9;
48;1.51;10;******;5.36;******;******;******;0.261;24.9;40.9;
49;1.52;10;******;5.49;******;******;******;0.262;24.9;40.9;
50;1.53;10;******;5.61;******;******;******;0.264;24.9;40.9;
51;1.54;10;******;5.74;******;******;******;0.265;24.9;40.9;
52;1.54;10;******;5.86;******;******;******;0.267;24.9;40.9;
53;1.55;10;******;5.99;******;******;******;0.268;24.9;40.9;
54;1.56;10;******;6.12;******;******;******;0.27;24.9;40.9;
55;1.57;10;******;6.25;******;******;******;0.271;24.9;40.9;
56;1.58;10;******;6.38;******;******;******;0.273;24.9;40.9;
57;1.59;10;******;6.5;******;******;******;0.274;24.9;40.9;
58;1.6;10;******;6.64;******;******;******;0.276;24.9;40.9;
59;1.61;10;******;6.76;******;******;******;0.278;24.9;40.9;
60;1.61;10;******;6.9;******;******;******;0.279;24.9;40.9;
61;1.62;10;******;7.03;******;******;******;0.281;24.9;40.9;
62;1.63;10;******;7.16;******;******;******;0.282;24.9;40.9;
63;1.64;10;******;7.29;******;******;******;0.284;24.9;40.9;
64;1.65;10;******;7.43;******;******;******;0.285;24.9;40.9;
65;1.66;10;******;7.56;******;******;******;0.287;24.9;40.9;
66;1.67;10;******;7.7;******;******;******;0.288;24.9;40.9;
67;1.68;10;******;7.83;******;******;******;0.29;24.9;40.9;
68;1.68;10;******;7.97;******;******;******;0.291;24.9;40.9;
69;1.69;10;******;8.1;******;******;******;0.293;24.9;40.9;
70;1.7;10;******;8.24;******;******;******;0.294;24.9;40.9;
71;1.71;10;******;8.38;******;******;******;0.296;24.9;40.9;
72;1.72;10;******;8.52;******;******;******;0.297;24.9;40.9;
73;1.73;10;******;8.66;******;******;******;0.299;24.9;40.9;
74;1.74;10;******;8.8;******;******;******;0.3;24.9;40.9;
75;1.75;10;******;8.94;******;******;******;0.302;24.9;40.9;
76;1.76;10;******;9.08;******;******;******;0.303;24.9;40.9;
77;1.76;10;******;9.22;******;******;******;0.305;24.9;40.9;
78;1.77;10;******;9.37;******;******;******;0.307;24.9;40.9;
79;1.78;10;******;9.51;******;******;******;0.308;24.9;40.9;
80;1.79;10;******;9.65;******;******;******;0.31;24.9;40.9;
81;1.8;10;******;9.8;******;******;******;0.311;24.9;40.9;
82;1.81;10;******;9.94;******;******;******;0.313;24.9;40.9;
83;1.82;10;******;10.1;******;******;******;0.314;24.9;40.9;
84;1.83;10;******;10.2;******;******;******;0.316;24.9;40.9;
85;1.84;10;******;10.4;******;******;******;0.317;24.9;40.9;
86;1.84;10;******;10.5;******;******;******;0.319;24.9;40.9;
87;1.85;10;******;10.7;******;******;******;0.32;24.9;40.9;
88;1.86;10;******;10.8;******;******;******;0.322;24.9;40.9;
89;1.87;10;******;11;******;******;******;0.323;24.9;40.9;
90;1.88;10;******;11.1;******;******;******;0.325;24.9;40.9;
91;1.89;10;******;11.3;******;******;******;0.327;24.9;40.9;
92;1.9;10;******;11.4;******;******;******;0.328;24.9;40.9;
93;1.91;10;******;11.6;******;******;******;0.33;24.9;40.9;
94;1.92;10;******;11.7;******;******;******;0.331;24.9;40.9;
95;1.93;10;******;11.9;******;******;******;0.333;24.9;40.9;
96;1.93;10;******;12;******;******;******;0.334;24.9;40.9;
97;1.94;10;******;12.2;******;******;******;0.336;24.9;40.9;
98;1.95;10;******;12.4;******;******;******;0.338;24.9;40.9;
99;1.96;10;******;12.5;******;******;******;0.339;24.9;40.9;
100;1.97;10;******;12.7;******;******;******;0.341;24.9;40.9;
101;1.98;10;******;12.8;******;******;******;0.342;24.9;40.9;
102;1.99;10;******;13;******;******;******;0.344;24.9;40.9;
103;2;10;******;13.2;******;******;******;0.345;24.9;40.9;
104;2.01;10;******;13.3;******;******;******;0.347;24.9;40.9;
105;2.02;10;******;13.5;******;******;******;0.349;24.9;40.9;
106;2.03;10;******;13.6;******;******;******;0.35;24.9;40.9;
107;2.04;10;******;13.8;******;******;******;0.352;24.9;40.9;
108;2.05;10;******;14;******;******;******;0.354;24.9;40.9;
109;2.05;10;******;14.1;******;******;******;0.355;24.9;40.9;
110;2.06;10;******;14.3;******;******;******;0.357;24.9;40.9;
111;2.07;10;******;14.5;******;******;******;0.358;24.9;40.9;
112;2.08;10;******;14.6;******;******;******;0.36;24.9;40.9;
113;2.09;10;******;14.8;******;******;******;0.362;24.9;40.9;
114;2.1;10;******;15;******;******;******;0.363;24.9;40.9;
115;2.11;10;******;15.1;******;******;******;0.365;24.9;40.9;
116;2.12;10;******;15.3;******;******;******;0.367;24.9;40.9;
117;2.13;10;******;15.5;******;******;******;0.368;24.9;40.9;
118;2.14;10;******;15.6;******;******;******;0.37;24.9;40.9;
119;2.15;10;******;15.8;******;******;******;0.372;24.9;40.9;
120;2.16;10;******;16;******;******;******;0.373;24.9;40.9;
121;2.17;10;******;16.2;******;******;******;0.375;24.9;40.9;
122;2.18;10;******;16.3;******;******;******;0.377;24.9;40.9;
123;2.19;10;******;16.5;******;******;******;0.378;24.9;40.9;
124;2.2;10;******;16.7;******;******;******;0.38;24.9;40.9;
125;2.21;10;******;16.9;******;******;******;0.382;24.9;40.9;
126;2.22;10;******;17;******;******;******;0.383;24.9;40.9;
127;2.23;10;******;17.2;******;******;******;0.385;24.9;40.9;
128;2.24;10;******;17.4;******;******;******;0.387;24.9;40.9;
129;2.25;10;******;17.6;******;******;******;0.389;24.9;40.9;
130;2.26;10;******;17.8;******;******;******;0.39;24.9;40.9;
131;2.27;10;******;17.9;******;******;******;0.392;24.9;40.9;
132;2.28;10;******;18.1;******;******;******;0.394;24.9;40.9;
133;2.29;10;******;18.3;******;******;******;0.396;24.9;40.9;
134;2.3;10;******;18.5;******;******;******;0.397;24.9;40.9;
135;2.31;10;******;18.7;******;******;******;0.399;24.9;40.9;
136;2.32;10;******;18.9;******;******;******;0.401;24.9;40.9;
137;2.33;10;******;19.1;******;******;******;0.403;24.9;40.9;
138;2.34;10;******;19.2;******;******;******;0.404;24.9;40.9;
139;2.35;10;******;19.4;******;******;******;0.406;24.9;40.9;
140;2.36;10;******;19.6;******;******;******;0.408;24.9;40.9;
141;2.37;10;******;19.8;******;******;******;0.41;24.9;40.9;
142;2.38;10;******;20;******;******;******;0.412;24.9;40.9;
143;2.39;10;******;20.2;******;******;******;0.413;24.9;40.9;
144;2.4;10;******;20.4;******;******;******;0.415;24.9;40.9;
145;2.41;10;******;20.6;******;******;******;0.417;24.9;40.9;
146;2.42;10;******;20.8;******;******;******;0.419;24.9;40.9;
147;2.43;10;******;21;******;******;******;0.421;24.9;40.9;
148;2.44;10;******;21.2;******;******;******;0.422;24.9;40.9;
149;2.45;10;******;21.4;******;******;******;0.424;24.9;40.9;
150;2.47;10;******;21.6;******;******;******;0.426;24.9;40.9;
151;2.48;10;******;21.8;******;******;******;0.428;24.9;40.9;
152;2.49;10;******;22;******;******;******;0.43;24.9;40.9;
153;2.5;10;******;22.2;******;******;******;0.432;24.9;40.9;
154;2.51;10;******;22.4;******;******;******;0.433;24.9;40.9;
155;2.52;10;******;22.6;******;******;******;0.435;24.9;40.9;
156;2.53;10;******;22.8;******;******;******;0.437;24.9;40.9;
157;2.54;10;******;23;******;******;******;0.439;24.9;40.9;
158;2.55;10;******;23.2;******;******;******;0.441;24.9;40.9;
159;2.56;10;******;23.4;******;******;******;0.443;24.9;40.9;
160;2.57;10;******;23.6;******;******;******;0.445;24.9;40.9;
161;2.58;10;******;23.8;******;******;******;0.447;24.9;40.9;
162;2.6;10;******;24;******;******;******;0.449;24.9;40.9;
163;2.61;10;******;24.2;******;******;******;0.451;24.9;40.9;
164;2.62;10;******;24.5;******;******;******;0.453;24.9;40.9;
165;2.63;10;******;24.7;******;******;******;0.455;24.9;40.9;
166;2.64;10;******;24.9;******;******;******;0.457;24.9;40.9;
167;2.65;10;******;25.1;******;******;******;0.458;24.9;40.9;
168;2.66;10;******;25.3;******;******;******;0.46;24.9;40.9;
169;2.68;10;******;25.5;******;******;******;0.462;24.9;40.9;
170;2.69;10;******;25.7;******;******;******;0.464;24.9;40.9;
171;2.7;10;******;26;******;******;******;0.466;24.9;40.9;
172;2.71;10;******;26.2;******;******;******;0.468;24.9;40.9;
173;2.72;10;******;26.4;******;******;******;0.47;24.9;40.9;
174;2.73;10;******;26.6;******;******;******;0.472;24.9;40.9;
175;2.74;10;******;26.8;******;******;******;0.474;24.9;40.9;
176;2.76;10;******;27.1;******;******;******;0.476;24.9;40.9;
177;2.77;10;******;27.3;******;******;******;0.478;24.9;40.9;
178;2.78;10;******;27.5;******;******;******;0.48;24.9;40.9;
179;2.79;10;******;27.8;******;******;******;0.482;24.9;40.9;
180;2.8;10;******;28;******;******;******;0.484;24.9;40.9;
181;2.81;10;******;28.2;******;******;******;0.486;24.9;40.9;
182;2.83;10;******;28.4;******;******;******;0.489;24.9;40.9;
183;2.84;10;******;28.7;******;******;******;0.491;24.9;40.9;
184;2.85;10;******;28.9;******;******;******;0.493;24.9;40.9;
185;2.86;10;******;29.1;******;******;******;0.495;24.9;40.9;
186;2.88;10;******;29.4;******;******;******;0.497;24.9;40.9;
187;2.89;10;******;29.6;******;******;******;0.499;24.9;40.9;
188;2.9;10;******;29.8;******;******;******;0.501;24.9;40.9;
189;2.91;10;******;30.1;******;******;******;0.503;24.9;40.9;
190;2.93;10;******;30.3;******;******;******;0.506;24.9;40.9;
