Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;2.26;10;******;0.0997;******;******;******;0.391;34.9;40.9;
2;1.89;10;******;0.2;******;******;******;0.327;34.9;40.9;
3;2;10;******;0.302;******;******;******;0.347;34.9;40.9;
4;2.75;10;******;0.402;******;******;******;0.475;34.9;40.9;
5;3.21;10;******;0.505;******;******;******;0.555;34.9;40.9;
6;3.38;10;******;0.606;******;******;******;0.584;34.9;40.9;
7;3.65;10;******;0.71;******;******;******;0.631;34.9;40.9;
8;4.06;10;******;0.814;******;******;******;0.701;34.9;40.9;
9;4.42;10;******;0.917;******;******;******;0.764;34.9;40.9;
10;4.71;10;******;1.02;******;******;******;0.815;34.9;40.9;
11;5.02;10;******;1.13;******;******;******;0.867;34.9;40.9;
12;5.34;10;******;1.23;******;******;******;0.924;34.9;40.9;
13;5.67;10;******;1.34;******;******;******;0.98;34.9;40.9;
14;5.98;10;******;1.44;******;******;******;1.03;34.9;40.9;
15;6.28;10;******;1.55;******;******;******;1.09;34.9;40.9;
16;6.59;10;******;1.66;******;******;******;1.14;34.9;40.9;
17;6.91;10;******;1.76;******;******;******;1.19;34.9;40.9;
18;7.21;10;******;1.87;******;******;******;1.25;34.9;40.9;
19;7.52;10;******;1.98;******;******;******;1.3;34.9;40.9;
20;7.84;10;******;2.09;******;******;******;1.36;34.9;40.9;
21;8.16;10;******;2.2;******;******;******;1.41;34.9;40.9;
22;8.49;10;******;2.31;******;******;******;1.47;34.9;40.9;
23;8.81;10;******;2.42;******;******;******;1.52;34.9;40.9;
24;9.14;10;******;2.53;******;******;******;1.58;34.9;40.9;
25;9.48;10;******;2.64;******;******;******;1.64;34.9;40.9;
26;9.82;10;******;2.76;******;******;******;1.7;34.9;40.9;
27;10.2;10;******;2.87;******;******;******;1.76;34.9;40.9;
28;10.5;10;******;2.98;******;******;******;1.82;34.9;40.9;
29;10.8;10;******;3.1;******;******;******;1.87;34.9;40.9;
30;11.2;10;******;3.21;******;******;******;1.93;34.9;40.9;
31;11.5;10;******;3.32;******;******;******;1.99;34.9;40.9;
32;11.9;10;******;3.44;******;******;******;2.05;34.9;40.9;
33;12.2;10;******;3.56;******;******;******;2.11;34.9;40.9;
34;12.5;10;******;3.67;******;******;******;2.17;34.9;40.9;
35;12.9;10;******;3.79;******;******;******;2.23;34.9;40.9;
36;13.2;10;******;3.91;******;******;******;2.28;34.9;40.9;
37;13.5;10;******;4.02;******;******;******;2.34;34.9;40.9;
38;13.9;10;******;4.14;******;******;******;2.4;34.9;40.9;
39;14.2;10;******;4.26;******;******;******;2.46;34.9;40.9;
40;14.5;10;******;4.38;******;******;******;2.51;34.9;40.9;
41;14.9;10;******;4.5;******;******;******;2.57;34.9;40.9;
42;15.2;10;******;4.62;******;******;******;2.63;34.9;40.9;
43;15.6;10;******;4.74;******;******;******;2.69;34.9;40.9;
44;15.9;10;******;4.87;******;******;******;2.75;34.9;40.9;
45;16.3;10;******;4.99;******;******;******;2.81;34.9;40.9;
46;16.6;10;******;5.11;******;******;******;2.87;34.9;40.9;
47;17;10;******;5.24;******;******;******;2.93;34.9;40.9;
48;17.3;10;******;5.36;******;******;******;2.99;34.9;40.9;
49;17.7;10;******;5.48;******;******;******;3.06;34.9;40.9;
50;18;10;******;5.61;******;******;******;3.12;34.9;40.9;
51;18.4;10;******;5.74;******;******;******;3.18;34.9;40.9;
52;18.8;10;******;5.86;******;******;******;3.25;34.9;40.9;
53;19.1;10;******;5.99;******;******;******;3.31;34.9;40.9;
54;19.5;10;******;6.12;******;******;******;3.37;34.9;40.9;
55;19.9;10;******;6.25;******;******;******;3.43;34.9;40.9;
56;20.2;10;******;6.38;******;******;******;3.5;34.9;40.9;
57;20.6;10;******;6.5;******;******;******;3.56;34.9;40.9;
58;21;10;******;6.63;******;******;******;3.62;34.9;40.9;
59;21.3;10;******;6.76;******;******;******;3.68;34.9;40.9;
60;21.7;10;******;6.9;******;******;******;3.74;34.9;40.9;
61;22;10;******;7.03;******;******;******;3.81;34.9;40.9;
62;22.4;10;******;7.16;******;******;******;3.87;34.9;40.9;
63;22.8;10;******;7.29;******;******;******;3.93;34.9;40.9;
