Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
9.8E-2	******	******	******	******	40	-1.44E+2	-4.18E-3	-3.54E+1
1.99E-1	******	******	******	******	40	-1.3E+2	1.32E-5	-3.2E+1
2.97E-1	******	******	******	******	40	-1.21E+2	-4.22E-6	-2.98E+1
3.98E-1	******	******	******	******	40	-1.15E+2	1.99E-5	-2.82E+1
5E-1	******	******	******	******	40	-1.09E+2	4.06E-5	-2.68E+1
5.98E-1	******	******	******	******	40	-1.04E+2	7.85E-6	-2.56E+1
6.99E-1	******	******	******	******	40	-9.95E+1	4.27E-7	-2.45E+1
7.97E-1	******	******	******	******	40	-9.55E+1	-3.43E-5	-2.35E+1
8.98E-1	******	******	******	******	40	-9.2E+1	-4.84E-5	-2.26E+1
1E0	******	******	******	******	40	-8.85E+1	-2.07E-4	-2.18E+1
1.1E0	******	******	******	******	40	-8.54E+1	-4.01E-4	-2.1E+1
1.2E0	******	******	******	******	40	-8.26E+1	-8.82E-4	-2.03E+1
1.3E0	******	******	******	******	40	-7.99E+1	-9E-4	-1.96E+1
1.4E0	******	******	******	******	40	-7.72E+1	-9.42E-4	-1.9E+1
1.5E0	******	******	******	******	40	-7.48E+1	-9.18E-4	-1.84E+1
1.6E0	******	******	******	******	40	-7.25E+1	-8.93E-4	-1.78E+1
1.7E0	******	******	******	******	40	-7.04E+1	-8.81E-4	-1.73E+1
1.8E0	******	******	******	******	40	-6.84E+1	-7.8E-4	-1.68E+1
1.9E0	******	******	******	******	40	-6.31E+1	-2.13E-3	-1.55E+1
2E0	******	******	******	******	40	-6.46E+1	-7.5E-4	-1.59E+1
2.1E0	******	******	******	******	40	-6.29E+1	-7.5E-4	-1.54E+1
2.2E0	******	******	******	******	40	-6.11E+1	-7.6E-4	-1.5E+1
2.3E0	******	******	******	******	40	-5.95E+1	-7.83E-4	-1.46E+1
2.4E0	******	******	******	******	40	-5.8E+1	-7.23E-4	-1.42E+1
2.5E0	******	******	******	******	40	-5.64E+1	-7.88E-4	-1.39E+1
2.6E0	******	******	******	******	40	-5.5E+1	-7.31E-4	-1.35E+1
2.7E0	******	******	******	******	40	-5.35E+1	-8.14E-4	-1.32E+1
2.8E0	******	******	******	******	40	-5.22E+1	-7.79E-4	-1.28E+1
2.9E0	******	******	******	******	40	-5.08E+1	-8.99E-4	-1.25E+1
3E0	******	******	******	******	40	-4.96E+1	-7.79E-4	-1.22E+1
3.1E0	******	******	******	******	40	-4.83E+1	-9.05E-4	-1.19E+1
3.2E0	******	******	******	******	40	-4.71E+1	-9.65E-4	-1.16E+1
3.3E0	******	******	******	******	40	-4.6E+1	-8.83E-4	-1.13E+1
3.4E0	******	******	******	******	40	-4.49E+1	-8.36E-4	-1.1E+1
3.5E0	******	******	******	******	40	-4.39E+1	-8.17E-4	-1.08E+1
3.6E0	******	******	******	******	40	-4.28E+1	-8.61E-4	-1.05E+1
3.7E0	******	******	******	******	40	-4.18E+1	-7.71E-4	-1.03E+1
3.8E0	******	******	******	******	40	-4.09E+1	-7.84E-4	-1.01E+1
3.9E0	******	******	******	******	40	-3.99E+1	-7.45E-4	-9.82E0
4E0	******	******	******	******	40	-3.91E+1	-6.97E-4	-9.6E0
4.1E0	******	******	******	******	40	-3.82E+1	-7E-4	-9.39E0
4.2E0	******	******	******	******	40	-3.74E+1	-6.7E-4	-9.19E0
4.3E0	******	******	******	******	40	-3.66E+1	-6.56E-4	-8.99E0
4.4E0	******	******	******	******	40	-3.57E+1	-6.75E-4	-8.78E0
4.5E0	******	******	******	******	40	-3.49E+1	-7.77E-4	-8.58E0
4.6E0	******	******	******	******	40	-3.43E+1	-6.87E-4	-8.42E0
4.7E0	******	******	******	******	40	-3.35E+1	-7.43E-4	-8.23E0
4.8E0	******	******	******	******	40	-3.27E+1	-7.89E-4	-8.05E0
