Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1.02E-1	******	******	******	******	40	-1.63E+1	-3.45E-4	-3.99E0
1.99E-1	******	******	******	******	40	-1.8E+1	2.78E-4	-4.42E0
3.01E-1	******	******	******	******	40	-1.51E+1	-2.8E-4	-3.72E0
4.03E-1	******	******	******	******	40	-1.49E+1	-5.76E-5	-3.66E0
5E-1	******	******	******	******	40	-1.41E+1	-1.23E-4	-3.47E0
6.02E-1	******	******	******	******	40	-1.35E+1	-2.66E-4	-3.32E0
6.99E-1	******	******	******	******	40	-1.3E+1	-4.87E-4	-3.19E0
8.01E-1	******	******	******	******	40	-1.25E+1	-5.48E-4	-3.08E0
9.03E-1	******	******	******	******	40	-1.21E+1	-7.32E-4	-2.96E0
1E0	******	******	******	******	40	-1.16E+1	-5.66E-4	-2.86E0
1.1E0	******	******	******	******	40	-1.12E+1	-6.05E-4	-2.75E0
1.2E0	******	******	******	******	40	-1.09E+1	-6.13E-4	-2.67E0
1.3E0	******	******	******	******	40	-1.05E+1	-5.2E-4	-2.58E0
1.4E0	******	******	******	******	40	-1.01E+1	-5.87E-4	-2.49E0
1.5E0	******	******	******	******	40	-9.83E0	-5.24E-4	-2.42E0
1.6E0	******	******	******	******	40	-9.51E0	-6.3E-4	-2.34E0
1.7E0	******	******	******	******	40	-9.22E0	-5.03E-4	-2.26E0
1.8E0	******	******	******	******	40	-8.92E0	-6.01E-4	-2.19E0
1.9E0	******	******	******	******	40	-8.71E0	-4.76E-4	-2.14E0
2E0	******	******	******	******	40	-8.44E0	-4.93E-4	-2.07E0
2.1E0	******	******	******	******	40	-8.19E0	-4.6E-4	-2.01E0
2.2E0	******	******	******	******	40	-8E0	-3.58E-4	-1.97E0
2.3E0	******	******	******	******	40	-7.75E0	-4.53E-4	-1.9E0
2.4E0	******	******	******	******	40	-7.58E0	-2.46E-4	-1.86E0
2.5E0	******	******	******	******	40	-7.33E0	-4.12E-4	-1.8E0
2.6E0	******	******	******	******	40	-7.23E0	-2.12E-4	-1.78E0
2.7E0	******	******	******	******	40	-7.04E0	-1.59E-4	-1.73E0
2.8E0	******	******	******	******	40	-6.86E0	-2.28E-4	-1.68E0
2.9E0	******	******	******	******	40	-6.68E0	-2.13E-4	-1.64E0
3E0	******	******	******	******	40	-6.57E0	-1.6E-4	-1.61E0
3.1E0	******	******	******	******	40	-6.44E0	-1.17E-4	-1.58E0
3.2E0	******	******	******	******	40	-6.2E0	-2.87E-4	-1.52E0
3.3E0	******	******	******	******	40	-6.09E0	-1.73E-4	-1.5E0
3.4E0	******	******	******	******	40	-5.92E0	-2.39E-4	-1.46E0
3.5E0	******	******	******	******	40	-5.83E0	-1.91E-4	-1.43E0
3.6E0	******	******	******	******	40	-5.66E0	-2E-4	-1.39E0
3.7E0	******	******	******	******	40	-5.55E0	-2.35E-4	-1.36E0
3.8E0	******	******	******	******	40	-5.35E0	-2.96E-4	-1.31E0
3.9E0	******	******	******	******	40	-5.26E0	-2.99E-4	-1.29E0
4E0	******	******	******	******	40	-5.14E0	-2.11E-4	-1.26E0
4.1E0	******	******	******	******	40	-5.01E0	-2.67E-4	-1.23E0
4.2E0	******	******	******	******	40	-4.9E0	-3.01E-4	-1.2E0
4.3E0	******	******	******	******	40	-4.77E0	-2.45E-4	-1.17E0
4.4E0	******	******	******	******	40	-4.7E0	-2.25E-4	-1.15E0
4.5E0	******	******	******	******	40	-4.6E0	-1.29E-4	-1.13E0
4.6E0	******	******	******	******	40	-4.44E0	-2.85E-4	-1.09E0
4.7E0	******	******	******	******	40	-4.41E0	-1.45E-4	-1.08E0
4.8E0	******	******	******	******	40	-4.33E0	-1.16E-4	-1.06E0
4.9E0	******	******	******	******	40	-4.26E0	-2.27E-5	-1.05E0
5E0	******	******	******	******	40	-4.17E0	-1.07E-4	-1.02E0
5.1E0	******	******	******	******	40	-4.11E0	-5.23E-6	-1.01E0
5.2E0	******	******	******	******	40	-4.01E0	1.82E-6	-9.85E-1
5.3E0	******	******	******	******	40	-3.95E0	-3.05E-5	-9.71E-1
5.4E0	******	******	******	******	40	-3.9E0	-1.52E-5	-9.58E-1
5.5E0	******	******	******	******	40	-3.78E0	-5.73E-5	-9.3E-1
5.6E0	******	******	******	******	40	-3.75E0	-2.39E-5	-9.2E-1
5.7E0	******	******	******	******	40	-3.68E0	-7.89E-5	-9.03E-1
5.8E0	******	******	******	******	40	-3.57E0	-1.05E-4	-8.78E-1
5.9E0	******	******	******	******	40	-3.5E0	-1.1E-4	-8.61E-1
6E0	******	******	******	******	40	-3.4E0	-1.44E-4	-8.34E-1
6.1E0	******	******	******	******	40	-3.35E0	-1.56E-4	-8.23E-1
6.2E0	******	******	******	******	40	-3.28E0	-1.52E-4	-8.07E-1
6.3E0	******	******	******	******	40	-3.22E0	-1.44E-4	-7.92E-1
6.4E0	******	******	******	******	40	-3.12E0	-2E-4	-7.68E-1
6.5E0	******	******	******	******	40	-3.04E0	-2.21E-4	-7.48E-1
6.6E0	******	******	******	******	40	-3E0	-1.79E-4	-7.37E-1
6.7E0	******	******	******	******	40	-2.97E0	-1.25E-4	-7.29E-1
6.8E0	******	******	******	******	40	-2.9E0	-1.17E-4	-7.14E-1
6.9E0	******	******	******	******	40	-2.81E0	-1.89E-4	-6.9E-1
7E0	******	******	******	******	40	-2.8E0	-4.07E-5	-6.87E-1
7.1E0	******	******	******	******	40	-2.76E0	-8.73E-5	-6.79E-1
7.2E0	******	******	******	******	40	-2.76E0	6.89E-5	-6.79E-1
7.3E0	******	******	******	******	40	-2.68E0	-7.78E-5	-6.59E-1
7.4E0	******	******	******	******	40	-2.65E0	-1.77E-5	-6.52E-1
7.5E0	******	******	******	******	40	-2.61E0	3.16E-5	-6.4E-1
7.6E0	******	******	******	******	40	-2.63E0	5.55E-5	-6.47E-1
7.7E0	******	******	******	******	40	-2.55E0	7.64E-5	-6.28E-1
7.8E0	******	******	******	******	40	-2.5E0	7.31E-6	-6.15E-1
