Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1E0	******	******	******	******	35	4E+2	1E+1	9.83E+1
2E0	******	******	******	******	35	3.53E+2	1E+1	8.67E+1
3E0	******	******	******	******	35	3.23E+2	1E+1	7.94E+1
4E0	******	******	******	******	35	3E+2	1E+1	7.38E+1
5E0	******	******	******	******	35	2.81E+2	1E+1	6.92E+1
6E0	******	******	******	******	35	2.65E+2	1E+1	6.52E+1
7E0	******	******	******	******	35	2.51E+2	1E+1	6.17E+1
8E0	******	******	******	******	35	2.39E+2	1E+1	5.86E+1
9E0	******	******	******	******	35	2.27E+2	1E+1	5.58E+1
1E+1	******	******	******	******	35	2.17E+2	1E+1	5.33E+1
1.1E+1	******	******	******	******	35	2.07E+2	1E+1	5.09E+1
1.2E+1	******	******	******	******	35	1.98E+2	1E+1	4.87E+1
1.3E+1	******	******	******	******	35	1.9E+2	1E+1	4.67E+1
1.4E+1	******	******	******	******	35	1.83E+2	1E+1	4.48E+1
1.5E+1	******	******	******	******	35	1.75E+2	1E+1	4.31E+1
1.6E+1	******	******	******	******	35	1.69E+2	1E+1	4.14E+1
1.7E+1	******	******	******	******	35	1.62E+2	1E+1	3.99E+1
1.8E+1	******	******	******	******	35	1.56E+2	1E+1	3.84E+1
1.9E+1	******	******	******	******	35	1.51E+2	1E+1	3.71E+1
2E+1	******	******	******	******	35	1.45E+2	1E+1	3.57E+1
2.1E+1	******	******	******	******	35	1.4E+2	1E+1	3.45E+1
2.2E+1	******	******	******	******	35	1.36E+2	1E+1	3.33E+1
2.3E+1	******	******	******	******	35	1.31E+2	1E+1	3.22E+1
2.4E+1	******	******	******	******	35	1.27E+2	1E+1	3.11E+1
2.5E+1	******	******	******	******	35	1.23E+2	1E+1	3.01E+1
2.6E+1	******	******	******	******	35	1.19E+2	1E+1	2.92E+1
2.7E+1	******	******	******	******	35	1.15E+2	1E+1	2.82E+1
2.8E+1	******	******	******	******	35	1.11E+2	1E+1	2.74E+1
2.9E+1	******	******	******	******	35	1.08E+2	1E+1	2.65E+1
3E+1	******	******	******	******	35	1.04E+2	1E+1	2.57E+1
3.1E+1	******	******	******	******	35	1.01E+2	1E+1	2.49E+1
3.2E+1	******	******	******	******	35	9.83E+1	1E+1	2.42E+1
3.3E+1	******	******	******	******	35	9.54E+1	1E+1	2.34E+1
3.4E+1	******	******	******	******	35	9.26E+1	1E+1	2.28E+1
3.5E+1	******	******	******	******	35	8.99E+1	1E+1	2.21E+1
3.6E+1	******	******	******	******	35	8.73E+1	1E+1	2.14E+1
3.7E+1	******	******	******	******	35	8.47E+1	1E+1	2.08E+1
3.8E+1	******	******	******	******	35	8.23E+1	1E+1	2.02E+1
3.9E+1	******	******	******	******	35	8E+1	1E+1	1.97E+1
4E+1	******	******	******	******	35	7.78E+1	1E+1	1.91E+1
4.1E+1	******	******	******	******	35	7.56E+1	1E+1	1.86E+1
4.2E+1	******	******	******	******	35	7.35E+1	1E+1	1.81E+1
4.3E+1	******	******	******	******	35	7.14E+1	1E+1	1.76E+1
4.4E+1	******	******	******	******	35	6.95E+1	1E+1	1.71E+1
4.5E+1	******	******	******	******	35	6.69E+1	1E+1	1.64E+1
4.6E+1	******	******	******	******	35	6.58E+1	1E+1	1.62E+1
4.7E+1	******	******	******	******	35	6.4E+1	1E+1	1.57E+1
4.8E+1	******	******	******	******	35	6.24E+1	1E+1	1.53E+1
