Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
9.8E-2	******	******	******	******	35	-5.61E+2	-1.39E-2	-1.38E+2
1.99E-1	******	******	******	******	35	-5.37E+2	7.58E-6	-1.32E+2
3.01E-1	******	******	******	******	35	-5.21E+2	4.8E-5	-1.28E+2
3.98E-1	******	******	******	******	35	-5.09E+2	5.34E-8	-1.25E+2
5E-1	******	******	******	******	35	-4.99E+2	2.99E-6	-1.23E+2
5.98E-1	******	******	******	******	35	-4.91E+2	5.51E-5	-1.21E+2
6.99E-1	******	******	******	******	35	-4.83E+2	-1.68E-5	-1.19E+2
8.01E-1	******	******	******	******	35	-4.76E+2	-2.59E-5	-1.17E+2
8.98E-1	******	******	******	******	35	-4.7E+2	-1.06E-5	-1.15E+2
1E0	******	******	******	******	35	-4.64E+2	-8.97E-6	-1.14E+2
1.1E0	******	******	******	******	35	-4.58E+2	-4.07E-5	-1.13E+2
1.2E0	******	******	******	******	35	-4.53E+2	-2.58E-5	-1.11E+2
1.3E0	******	******	******	******	35	-4.48E+2	2.45E-5	-1.1E+2
1.4E0	******	******	******	******	35	-4.44E+2	-3.16E-5	-1.09E+2
1.5E0	******	******	******	******	35	-4.39E+2	-2.79E-5	-1.08E+2
1.6E0	******	******	******	******	35	-4.35E+2	3.54E-5	-1.07E+2
1.7E0	******	******	******	******	35	-4.31E+2	2.6E-5	-1.06E+2
1.8E0	******	******	******	******	35	-4.27E+2	4.18E-5	-1.05E+2
1.9E0	******	******	******	******	35	-4.23E+2	3.35E-5	-1.04E+2
2E0	******	******	******	******	35	-4.2E+2	1.7E-5	-1.03E+2
2.1E0	******	******	******	******	35	-4.16E+2	4.28E-5	-1.02E+2
2.2E0	******	******	******	******	35	-4.13E+2	4.31E-5	-1.01E+2
2.3E0	******	******	******	******	35	-4.1E+2	5.34E-6	-1.01E+2
2.4E0	******	******	******	******	35	-4.06E+2	1.11E-5	-9.99E+1
2.5E0	******	******	******	******	35	-4.03E+2	2.39E-5	-9.91E+1
2.6E0	******	******	******	******	35	-4E+2	-2.89E-5	-9.84E+1
2.7E0	******	******	******	******	35	-3.97E+2	-1.61E-5	-9.76E+1
2.8E0	******	******	******	******	35	-3.95E+2	-2.39E-5	-9.7E+1
2.9E0	******	******	******	******	35	-3.92E+2	-2.64E-5	-9.63E+1
3E0	******	******	******	******	35	-3.89E+2	-4.55E-5	-9.56E+1
3.1E0	******	******	******	******	35	-3.86E+2	-5.01E-5	-9.49E+1
3.2E0	******	******	******	******	35	-3.84E+2	-2.14E-6	-9.43E+1
3.3E0	******	******	******	******	35	-3.81E+2	-1.11E-5	-9.37E+1
3.4E0	******	******	******	******	35	-3.79E+2	-3.32E-5	-9.3E+1
3.5E0	******	******	******	******	35	-3.76E+2	6.19E-6	-9.25E+1
3.6E0	******	******	******	******	35	-3.74E+2	1.41E-5	-9.19E+1
3.7E0	******	******	******	******	35	-3.71E+2	4.71E-5	-9.13E+1
3.8E0	******	******	******	******	35	-3.69E+2	1.46E-5	-9.07E+1
3.9E0	******	******	******	******	35	-3.67E+2	3.32E-5	-9.02E+1
4E0	******	******	******	******	35	-3.65E+2	1.27E-5	-8.96E+1
4.1E0	******	******	******	******	35	-3.62E+2	2.25E-5	-8.91E+1
4.2E0	******	******	******	******	35	-3.6E+2	3.09E-5	-8.85E+1
4.3E0	******	******	******	******	35	-3.58E+2	-6.83E-6	-8.8E+1
4.4E0	******	******	******	******	35	-3.56E+2	-1.07E-5	-8.75E+1
4.5E0	******	******	******	******	35	-3.54E+2	-2.92E-5	-8.7E+1
4.6E0	******	******	******	******	35	-3.52E+2	-1.34E-5	-8.64E+1
4.7E0	******	******	******	******	35	-3.5E+2	-2.39E-5	-8.6E+1
4.8E0	******	******	******	******	35	-3.48E+2	-9.5E-6	-8.55E+1
4.9E0	******	******	******	******	35	-3.46E+2	-4.94E-5	-8.5E+1
5E0	******	******	******	******	35	-3.44E+2	-2.16E-5	-8.45E+1
5.1E0	******	******	******	******	35	-3.42E+2	2.23E-5	-8.41E+1
5.2E0	******	******	******	******	35	-3.4E+2	-3.74E-5	-8.36E+1
5.3E0	******	******	******	******	35	-3.38E+2	-2.01E-5	-8.31E+1
5.4E0	******	******	******	******	35	-3.37E+2	4.84E-5	-8.27E+1
5.5E0	******	******	******	******	35	-3.35E+2	4.11E-5	-8.22E+1
5.6E0	******	******	******	******	35	-3.33E+2	-1.44E-6	-8.18E+1
5.7E0	******	******	******	******	35	-3.31E+2	5.75E-5	-8.14E+1
5.8E0	******	******	******	******	35	-3.29E+2	1.94E-5	-8.09E+1
5.9E0	******	******	******	******	35	-3.28E+2	6.57E-6	-8.05E+1
6E0	******	******	******	******	35	-3.26E+2	1.25E-5	-8.01E+1
6.1E0	******	******	******	******	35	-3.24E+2	9.98E-6	-7.96E+1
6.2E0	******	******	******	******	35	-3.23E+2	-3.22E-5	-7.93E+1
6.3E0	******	******	******	******	35	-3.21E+2	3.74E-7	-7.89E+1
6.4E0	******	******	******	******	35	-3.19E+2	-3.42E-5	-7.84E+1
6.5E0	******	******	******	******	35	-3.18E+2	-3.82E-5	-7.8E+1
6.6E0	******	******	******	******	35	-3.16E+2	-3.58E-6	-7.77E+1
6.7E0	******	******	******	******	35	-3.14E+2	-6.3E-5	-7.73E+1
6.8E0	******	******	******	******	35	-3.13E+2	-8.69E-5	-7.69E+1
6.9E0	******	******	******	******	35	-3.11E+2	6.19E-6	-7.65E+1
7E0	******	******	******	******	35	-3.1E+2	-1.65E-6	-7.62E+1
7.1E0	******	******	******	******	35	-3.08E+2	-1.45E-5	-7.58E+1
7.2E0	******	******	******	******	35	-3.07E+2	-1.55E-5	-7.54E+1
7.3E0	******	******	******	******	35	-3.06E+2	7.82E-5	-7.51E+1
7.4E0	******	******	******	******	35	-3.04E+2	4.52E-5	-7.47E+1
7.5E0	******	******	******	******	35	-3.02E+2	1.35E-5	-7.43E+1
