Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
9.8E-2	******	******	******	******	35	-5.59E+1	-1.67E-3	-1.37E+1
1.99E-1	******	******	******	******	35	-5.33E+1	3.21E-4	-1.31E+1
3.01E-1	******	******	******	******	35	-4.23E+1	1.58E-3	-1.04E+1
3.99E-1	******	******	******	******	35	-5.08E+1	5.87E-7	-1.25E+1
5E-1	******	******	******	******	35	-4.97E+1	-4.9E-5	-1.22E+1
5.98E-1	******	******	******	******	35	-4.89E+1	-9.84E-5	-1.2E+1
6.99E-1	******	******	******	******	35	-4.81E+1	-2.58E-4	-1.18E+1
8.01E-1	******	******	******	******	35	-4.75E+1	-2.33E-4	-1.17E+1
8.99E-1	******	******	******	******	35	-4.69E+1	-1.99E-4	-1.15E+1
1E0	******	******	******	******	35	-4.63E+1	-2.51E-4	-1.14E+1
1.1E0	******	******	******	******	35	-4.57E+1	-3.25E-4	-1.12E+1
1.2E0	******	******	******	******	35	-4.53E+1	-2.99E-4	-1.11E+1
1.3E0	******	******	******	******	35	-4.47E+1	-3.24E-4	-1.1E+1
1.4E0	******	******	******	******	35	-4.43E+1	-3.37E-4	-1.09E+1
1.5E0	******	******	******	******	35	-4.38E+1	-4.11E-4	-1.08E+1
1.6E0	******	******	******	******	35	-4.34E+1	-3.95E-4	-1.07E+1
1.7E0	******	******	******	******	35	-4.3E+1	-4.06E-4	-1.06E+1
1.8E0	******	******	******	******	35	-4.25E+1	-4.45E-4	-1.05E+1
1.9E0	******	******	******	******	35	-4.22E+1	-4.38E-4	-1.04E+1
2E0	******	******	******	******	35	-4.18E+1	-4.21E-4	-1.03E+1
2.1E0	******	******	******	******	35	-4.15E+1	-3.44E-4	-1.02E+1
2.2E0	******	******	******	******	35	-4.11E+1	-3.34E-4	-1.01E+1
2.3E0	******	******	******	******	35	-4.08E+1	-3.35E-4	-1E+1
2.4E0	******	******	******	******	35	-4.05E+1	-2.71E-4	-9.96E0
2.5E0	******	******	******	******	35	-4.02E+1	-2.2E-4	-9.89E0
2.6E0	******	******	******	******	35	-4E+1	-1.77E-4	-9.83E0
2.7E0	******	******	******	******	35	-3.97E+1	-1.98E-4	-9.76E0
2.8E0	******	******	******	******	35	-3.94E+1	-1.78E-4	-9.69E0
2.9E0	******	******	******	******	35	-3.91E+1	-2E-4	-9.61E0
3E0	******	******	******	******	35	-3.89E+1	-1.78E-4	-9.56E0
3.1E0	******	******	******	******	35	-3.86E+1	-1.58E-4	-9.5E0
3.2E0	******	******	******	******	35	-3.83E+1	-2.12E-4	-9.42E0
3.3E0	******	******	******	******	35	-3.81E+1	-2.91E-4	-9.35E0
3.4E0	******	******	******	******	35	-3.79E+1	-2.5E-4	-9.3E0
3.5E0	******	******	******	******	35	-3.75E+1	-3.09E-4	-9.23E0
3.6E0	******	******	******	******	35	-3.73E+1	-3.42E-4	-9.17E0
3.7E0	******	******	******	******	35	-3.71E+1	-3.32E-4	-9.11E0
3.8E0	******	******	******	******	35	-3.68E+1	-3.38E-4	-9.04E0
3.9E0	******	******	******	******	35	-3.66E+1	-3.49E-4	-8.98E0
4E0	******	******	******	******	35	-3.64E+1	-2.45E-4	-8.94E0
4.1E0	******	******	******	******	35	-3.62E+1	-2.85E-4	-8.89E0
4.2E0	******	******	******	******	35	-3.59E+1	-3.17E-4	-8.83E0
4.3E0	******	******	******	******	35	-3.58E+1	-1.82E-4	-8.79E0
4.4E0	******	******	******	******	35	-3.56E+1	-1.09E-4	-8.76E0
4.5E0	******	******	******	******	35	-3.53E+1	-1.39E-4	-8.69E0
4.6E0	******	******	******	******	35	-3.52E+1	-1.69E-4	-8.64E0
4.7E0	******	******	******	******	35	-3.51E+1	-2.79E-5	-8.62E0
4.8E0	******	******	******	******	35	-3.48E+1	-1.48E-4	-8.55E0
4.9E0	******	******	******	******	35	-3.46E+1	-1.08E-4	-8.51E0
5E0	******	******	******	******	35	-3.44E+1	-1.62E-4	-8.46E0
5.1E0	******	******	******	******	35	-3.42E+1	-1.5E-4	-8.41E0
5.2E0	******	******	******	******	35	-3.4E+1	-2.88E-4	-8.35E0
5.3E0	******	******	******	******	35	-3.38E+1	-2.14E-4	-8.32E0
5.4E0	******	******	******	******	35	-3.36E+1	-3.4E-4	-8.25E0
5.5E0	******	******	******	******	35	-3.34E+1	-3.04E-4	-8.22E0
5.6E0	******	******	******	******	35	-3.32E+1	-3.07E-4	-8.16E0
5.7E0	******	******	******	******	35	-3.3E+1	-3.03E-4	-8.11E0
5.8E0	******	******	******	******	35	-3.28E+1	-3.01E-4	-8.07E0
5.9E0	******	******	******	******	35	-3.26E+1	-3.25E-4	-8.02E0
6E0	******	******	******	******	35	-3.25E+1	-2.45E-4	-7.98E0
6.1E0	******	******	******	******	35	-3.23E+1	-2.39E-4	-7.93E0
6.2E0	******	******	******	******	35	-3.21E+1	-2.28E-4	-7.89E0
6.3E0	******	******	******	******	35	-3.2E+1	-1.25E-4	-7.87E0
6.4E0	******	******	******	******	35	-3.18E+1	-1.3E-4	-7.82E0
6.5E0	******	******	******	******	35	-3.16E+1	-1.33E-4	-7.78E0
6.6E0	******	******	******	******	35	-3.15E+1	-1.67E-4	-7.74E0
6.7E0	******	******	******	******	35	-3.15E+1	6.43E-5	-7.73E0
6.8E0	******	******	******	******	35	-3.11E+1	-1.88E-4	-7.65E0
6.9E0	******	******	******	******	35	-3.1E+1	-1.73E-4	-7.62E0
7E0	******	******	******	******	35	-3.09E+1	-9.16E-5	-7.6E0
7.1E0	******	******	******	******	35	-3.07E+1	-1.5E-4	-7.55E0
7.2E0	******	******	******	******	35	-3.05E+1	-2.16E-4	-7.51E0
7.3E0	******	******	******	******	35	-3.04E+1	-3.21E-4	-7.46E0
7.4E0	******	******	******	******	35	-3.03E+1	-1.86E-4	-7.44E0
7.5E0	******	******	******	******	35	-3.01E+1	-3.24E-4	-7.39E0
7.6E0	******	******	******	******	35	-2.99E+1	-2.77E-4	-7.36E0
7.7E0	******	******	******	******	35	-2.98E+1	-2.47E-4	-7.32E0
7.8E0	******	******	******	******	35	-2.96E+1	-3.15E-4	-7.28E0
7.9E0	******	******	******	******	35	-2.95E+1	-2.6E-4	-7.25E0
8E0	******	******	******	******	35	-2.94E+1	-2.18E-4	-7.22E0
8.1E0	******	******	******	******	35	-2.93E+1	-1.46E-4	-7.19E0
8.2E0	******	******	******	******	35	-2.91E+1	-1.66E-4	-7.16E0
8.3E0	******	******	******	******	35	-2.9E+1	-1.82E-4	-7.14E0
8.4E0	******	******	******	******	35	-2.89E+1	-7.61E-5	-7.11E0
8.5E0	******	******	******	******	35	-2.88E+1	-1.19E-4	-7.07E0
8.6E0	******	******	******	******	35	-2.87E+1	-9.84E-5	-7.05E0
8.7E0	******	******	******	******	35	-2.86E+1	-1.85E-5	-7.03E0
8.8E0	******	******	******	******	35	-2.84E+1	-1.2E-4	-6.98E0
8.9E0	******	******	******	******	35	-2.83E+1	-1.91E-4	-6.95E0
9E0	******	******	******	******	35	-2.82E+1	-1.32E-4	-6.93E0
9.1E0	******	******	******	******	35	-2.8E+1	-1.62E-4	-6.89E0
9.2E0	******	******	******	******	35	-2.79E+1	-2.46E-4	-6.85E0
9.3E0	******	******	******	******	35	-2.78E+1	-1.87E-4	-6.83E0
